input,subject,subject_type,data/object,relation,object,object_type
从以上的例子可以看出，演绎推理是一种形式化的逻辑推理。,演绎推理,知识推理,,属于,形式化的逻辑推理,知识推理
归纳推理[2]是一种自下而上的推理，是指基于已有的部分观察得出一般结论的过程。,归纳推理,知识推理,,属于,自下而上的推理,知识推理
典型的归纳推理有归纳泛化（Inductive_Generalization）、统计推理（StatisticalSyllogism）。,归纳泛化,知识推理,,属于,归纳推理,知识推理
典型的归纳推理有归纳泛化（Inductive_Generalization）、统计推理（StatisticalSyllogism）。,归纳泛化,知识推理,属性,英文名,Inductive_Generalization,文本
典型的归纳推理有归纳泛化（Inductive_Generalization）、统计推理（StatisticalSyllogism）。,统计推理,知识推理,属性,英文名,StatisticalSyllogism,文本
归纳泛化是指基于对个体的观察而得出可能适用于整体的结论，即在整体的一些样本中得到的结论可以泛化到整体上。,归纳泛化,知识推理,属性,被定义为,基于对个体的观察而得出可能适用于整体的结论,文本
而统计推理是将整体的统计结论应用于个体。,统计推理,知识推理,属性,被定义为,将整体的统计结论应用于个体,文本
归纳推理是一种非形式化的推理，是由具体到一般的推理过程。,归纳推理,知识推理,,属于,非形式化的推理,知识推理
但在演绎推理中，如果前提均为真，那么一定可以推理得到结论也为真。,演绎推理,知识推理,属性,特点,前提均为真，一定可以推理得到结论也为真,文本
溯因推理[3]也是一种逻辑推理，是在给定一个或多个已有观察事实O（Observation），并根据已有的知识T（Theory）推断出对已有观察最简单且最有可能的解释的过程。,溯因推理,知识推理,,属于,逻辑推理,知识推理
溯因推理是归纳推理的一种，因为整个推理过程的前提和结论并没有必然的关系。,溯因推理,知识推理,,属于,归纳推理,知识推理
类比推理[4]可以看作只基于对一个事物的观察而进行的对另一个事物的归纳推理，是通过寻找两者之间可以类比的信息，将已知事物上的结论迁移到新的事物上的过程。,类比推理,知识推理,,等价,只基于对一个事物的观察而进行的对另一个事物的归纳推理,知识推理
类比推理[4]可以看作只基于对一个事物的观察而进行的对另一个事物的归纳推理，是通过寻找两者之间可以类比的信息，将已知事物上的结论迁移到新的事物上的过程。,类比推理,知识推理,属性,被定义为,通过寻找两者之间可以类比的信息，将已知事物上的结论迁移到新的事物上的过程,文本
从推理过程精确性来看，又可分为精确推理和模糊推理。,推理过程,知识推理,,包含,精确推理,知识推理
从推理过程精确性来看，又可分为精确推理和模糊推理。,推理过程,知识推理,,包含,模糊推理,知识推理
在计算机视觉领域也有视觉推理（Visual_Reasoning），一般任务为根据给定的图片回答特定的需要推理的问题。,视觉推理,知识推理,属性,英文名,Visual_Reasoning,文本
具体来说，知识图谱推理主要能够辅助推理出新的事实、新的关系、新的公理以及新的规则等。,知识图谱推理,知识推理,属性,特点,辅助推理出新的事实、新的关系、新的公理以及新的规则等,文本
知识图谱中的三元组可以通过人工定义得到，也可以通过文本抽取得到。,知识图谱中的三元组,知识推理,,来源,人工定义得到,知识推理
由于人工知识的局限性以及算法的不确定性，一个知识图谱中不可避免地会存在冲突的信息，所以不一致性检测也是知识图谱中重要的推理任务，即检测知识图谱中有冲突或不正确的事实。,不一致性检测,知识推理,属性,作用,知识图谱中重要的推理任务,文本
存储了众多知识的知识图谱的一个重要作用是提供知识服务，为相关的查询返回正确的相关知识信息，但查询的模糊以及知识图谱本身的语义丰富性容易造成查询困难，而推理有利于查询重写，有效地提升查询结果的质量。,知识图谱,知识推理,属性,作用,知识服务,文本
知识图谱的推理的主要技术手段主要可以分为两大类：基于演绎的知识图谱推理，如基于描述逻辑[9]、Datalog、产生式规则等；基于归纳的知识图谱推理，如图6-1所示的路径推理[10]、表示学习[11]、规则学习[12]、基于强化学习的推理[13]等。,知识图谱推理,知识推理,,包含,基于演绎的知识图谱推理,知识推理
知识图谱的推理的主要技术手段主要可以分为两大类：基于演绎的知识图谱推理，如基于描述逻辑[9]、Datalog、产生式规则等；基于归纳的知识图谱推理，如图6-1所示的路径推理[10]、表示学习[11]、规则学习[12]、基于强化学习的推理[13]等。,知识图谱推理,知识推理,,包含,基于归纳的知识图谱推理,知识推理
本体的一般定义为概念化的显示规约，它给不同的领域提供共享的词汇。,本体,知识推理,属性,被定义为,概念化的显示规约,文本
因为共享的词汇需要赋予一定的语义，所以基于演绎的推理一般都在具有逻辑描述基础的知识图谱上展开。,基于演绎的推理,知识推理,属性,特点,知识图谱上展开,文本
OWL按表达能力从低到高划分成OWL_Lite、OWL_DL和OWL_Full。,OWL,知识推理,,包含,OWL_Lite,知识推理
OWL按表达能力从低到高划分成OWL_Lite、OWL_DL和OWL_Full。,OWL,知识推理,,包含,OWL_DL,知识推理
OWL按表达能力从低到高划分成OWL_Lite、OWL_DL和OWL_Full。,OWL,知识推理,,包含,OWL_Full,知识推理
"OWL_Lite和OWL_DL在语义上等价于某些描述逻辑（Description_Logics,DLs）[14,15]，而OWL_Full没有对应的描述逻辑。",OWL_Lite,知识推理,,等价,描述逻辑,知识推理
"OWL_Lite和OWL_DL在语义上等价于某些描述逻辑（Description_Logics,DLs）[14,15]，而OWL_Full没有对应的描述逻辑。",OWL_DL,知识推理,,等价,描述逻辑,知识推理
与OWL不同，OWL_2仅有对应的Full和DL层次。,OWL_2,知识推理,属性,特点,Full和DL层次,文本
OWL_2_Full比OWL_Full的表达能力更强，同样没有对应的描述逻辑。,OWL_2_Full,知识推理,属性,特点,OWL_Full的表达能力更强,文本
而OWL_2_DL比OWL_DL的表达能力更强，仍有对应的描述逻辑[16]。,OWL_2_DL,知识推理,属性,特点,OWL_DL的表达能力更强,文本
目前，OWL是知识图谱语言中最规范、最严谨、表达能力最强的语言，而且OWL基于RDF语法，使表示出来的文档具有语义理解的结构基础，OWL的另外一个作用是促进了统一词汇表的使用，定义了丰富的语义词汇。,OWL,知识推理,,属于,知识图谱语言,知识推理
判定给定知识库的TBox是否一致，需要判定TBox中的所有原子概念是否都满足。,判定给定知识库的TBox是否一致,知识推理,属性,内容,判定TBox中的所有原子概念是否都满足,文本
2.基于Tableaux的本体推理方法基于表运算（Tableaux）的本体推理方法[20]是描述逻辑知识库一致性检测的最常用方法。,基于Tableaux的本体推理方法,知识推理,,来源,基于表运算（Tableaux）的本体推理方法,知识推理
基于表运算的推理方法通过一系列规则构建Abox，以检测可满足性，或者检测某一实例是否存在某概念，基本思想类似于一阶逻辑的归结反驳。,基于表运算的推理方法,知识推理,属性,方法,构建Abox,文本
表是表达知识库逻辑结论的一种结构化方法。,表,知识推理,属性,被定义为,表达知识库逻辑结论的一种结构化方法,文本
FaCT++是曼彻斯特大学开发的描述逻辑推理机，使用C++实现，且能与Protégé集成。,FaCT++,知识推理,,属于,描述逻辑推理机,知识推理
Racer是美国Franz_Inc.公司开发的以描述逻辑为基础的本体推理机，也可以用作语义知识库，支持OWL_DL，支持部分OWL_2_DL并且支持单机和客户端/服务器两种模式，用Allegro_Common_Lisp实现。,Racer,知识推理,,属于,本体推理机,知识推理
Racer是美国Franz_Inc.公司开发的以描述逻辑为基础的本体推理机，也可以用作语义知识库，支持OWL_DL，支持部分OWL_2_DL并且支持单机和客户端/服务器两种模式，用Allegro_Common_Lisp实现。,Racer,知识推理,,属于,语义知识库,知识推理
Pellet是马里兰大学开发的本体推理机，支持OWL_DL的所有特性，包括枚举类和XML数据类型的推理，并支持OWL_API以及Jena的接口。,Pellet,知识推理,,属于,本体推理机,知识推理
HermiT是牛津大学开发的本体推理机，基于Hypertableaux运算，比其他推理机更加高效，支持OWL_2规则。,HermiT,知识推理,,属于,本体推理机,知识推理
本体推理通常仅支持预定义的本体公理上的推理，而规则推理可以根据特定的场景定制规则，以实现用户自定义的推理过程。,本体推理,知识推理,属性,特点,预定义的本体公理上的推理,文本
本体推理通常仅支持预定义的本体公理上的推理，而规则推理可以根据特定的场景定制规则，以实现用户自定义的推理过程。,规则推理,知识推理,属性,特点,根据特定的场景定制规则,文本
"逻辑编程的研究始于Prolog语言[24,25]，后来由ISO标准化。",逻辑编程,知识推理,,来源,Prolog语言,知识推理
在通常情况下，Prolog程序是通过SLD消解和回溯来执行的[25]。,Prolog程序,知识推理,属性,内容,通过SLD消解和回溯来执行,文本
它们的主要区别是在语义层面，Datalog基于完全声明式的模型论的语义，并保证可终止性。,Datalog,知识推理,属性,特点,基于完全声明式的模型论的语义，并保证可终止性,文本
2.Datalog语言Datalog语言是一种面向知识库和数据库设计的逻辑语言。,Datalog语言,知识推理,,属于,面向知识库和数据库设计的逻辑语言,知识推理
规则的直观含义为：当体部原子都成真时，头部原子也应成真。,规则的直观含义,知识推理,属性,内容,当体部原子都成真时，头部原子也应成真,文本
Datalog程序是规则的集合。,Datalog程序,知识推理,属性,被定义为,规则的集合,文本
一个知识图谱可以自然地被看作一个事实集。,知识图谱,知识推理,,等价,事实集,知识推理
SWRL是2004年提出的一个完全基于Datalog的规则语言。,SWRL,知识推理,,属于,基于Datalog的规则语言,知识推理
OWL_RL是W3C定义的OWL_2的一个子语言，其设计目标为可以直接转换成Datalog程序，从而使用现有的Datalog推理机推理。,OWL_RL,知识推理,,属于,W3C定义的OWL_2的一个子语言,知识推理
RDFS是W3C定义的一个基于RDF的轻量级的本体语言。,RDFS,知识推理,,属于,基于RDF的轻量级的本体语言,知识推理
RDFS的表达能力大体是OWL_RL的一个子集。,RDFS的表达能力,知识推理,,属于,OWL_RL的一个子集。,知识推理
RDFox的输入包括本体（TBox）、数据（ABox）和一个自定规则集。,RDFox的输入,知识推理,属性,内容,本体、数据、自定规则集,文本
RDFox的输入包括本体（TBox）、数据（ABox）和一个自定规则集。,本体,知识推理,属性,英文名,TBox,文本
RDFox的输入包括本体（TBox）、数据（ABox）和一个自定规则集。,数据,知识推理,属性,英文名,ABox,文本
"第一种情况直接在知识图谱之上的查询称为本体介导的查询回答（Ontology-MediatedQuery_Answering,OMQ）[27]。",本体介导的查询回答,知识推理,属性,英文名,"Ontology-MediatedQuery_Answering,OMQ",文本
"第二种情况称为基于本体的数据访问（Ontology-Based_Data_Access,OBDA）[28,29]。",基于本体的数据访问,知识推理,属性,英文名,"Ontology-Based_Data_Access,OBDA",文本
1.OBDA框架OBDA框架包含外延（extensional）和内涵（intensional）两个部分。,OBDA框架,知识推理,,包含,外延（extensional）,知识推理
1.OBDA框架OBDA框架包含外延（extensional）和内涵（intensional）两个部分。,OBDA框架,知识推理,,包含,内涵（intensional）,知识推理
"外延层为符合某个数据库架构（schema）S的一个源数据库D,S通常包括数据库表的定义和完整性约束。",外延层,知识推理,属性,特点,符合某个数据库架构（schema）S的一个源数据库D,文本
"内涵层为一个OBDA规范P=（T,M,S），其中T是本体，S是数据源模式，M是从S到T的映射。",内涵层,知识推理,,等价,OBDA规范P,知识推理
OBDA的主要推理任务为查询。,OBDA的主要推理任务,知识推理,属性,内容,查询,文本
OBDA有多种实现方式，最直接的方式是生成映射得到的知识图谱M(D)，然后保存到一个三元组存储库中，这种方式也称作ETL（Extract_Transform_Load)，优点是实现简单直接。,OBDA实现方式,知识推理,属性,方法,生成映射得到的知识图谱M(D)然后保存到一个三元组存储库中这种方式也称作ETL（Extract_Transform_Load)优点是实现简单直接,文本
在此，我们更感兴趣的是虚拟OBDA的方式，此方式下的三元组并不需要被真正生成，而通过查询重写的方式来实现，OBDA将在本体层面的SPARQL查询重写为在原始数据库上的SQL查询。,虚拟OBDA,知识推理,属性,方法,三元组并不需要被真正生成，而通过查询重写的方式来实现。,文本
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,知识推理,,包含,Ontop,知识推理
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,知识推理,,包含,Mastro,知识推理
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,知识推理,,包含,Stardog,知识推理
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,知识推理,,包含,Ultrawrap,知识推理
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,知识推理,,包含,Morph,知识推理
Ontop兼容RDFS、OWL_2_QL、R2RML、SPARQL标准，并支持主流关系数据库，如Oracle、MySQL、SQL_Server、PostgreSQL。,Ontop,知识推理,属性,特点,兼容RDFS、OWL_2_QL、R2RML、SPARQL标准,文本
Ontop兼容RDFS、OWL_2_QL、R2RML、SPARQL标准，并支持主流关系数据库，如Oracle、MySQL、SQL_Server、PostgreSQL。,Ontop,知识推理,属性,特点,支持主流关系数据库,文本
Mastro最初是由意大利罗马大学开发的OBDA系统，现在由OBDA_Systems商业化运行。,Mastro,知识推理,,属于,OBDA系统,知识推理
一个产生式系统由事实集合、产生式集合和推理引擎三部分组成。,产生式系统,知识推理,,包含,事实集合,知识推理
一个产生式系统由事实集合、产生式集合和推理引擎三部分组成。,产生式系统,知识推理,,包含,产生式集合,知识推理
一个产生式系统由事实集合、产生式集合和推理引擎三部分组成。,产生式系统,知识推理,,包含,推理引擎,知识推理
"事实集合是运行内存（Working_Memory,WM）为事实（WME）的集合，用于存储当前系统中的所有事实。",事实集合,知识推理,属性,被定义为,"运行内存（Working_Memory,WM）为事实（WME）的集合",文本
事实可描述对象，形如(typeattr_1:val_1attr_2:val_2…attr_n:val_n），其中type、attr_i、val_i均为原子（常量）。,事实对象,知识推理,属性,特点,形如(typeattr_1:val_1attr_2:val_2…attr_n:val_n），其中type、attr_i、val_i均为原子（常量）,文本
"产生式集合（ProductionMemory,PM）由一系列的产生式组成。",产生式集合,知识推理,,由组成,一系列的产生式,知识推理
产生式形如：●IFconditionsTHENactions其中，conditions是由条件组成的集合，又称为LHS;actions是由动作组成的序列，又称为RHS。,产生式,知识推理,属性,特点,IFconditionsTHENactions,文本
产生式形如：●IFconditionsTHENactions其中，conditions是由条件组成的集合，又称为LHS;actions是由动作组成的序列，又称为RHS。,产生式,知识推理,属性,特点,IFconditionsTHENactions,文本
推理引擎用于控制系统的执行。,推理引擎,知识推理,属性,作用,控制系统的执行,文本
模式匹配用每条规则的条件部分匹配当前的WM，如图6-8所示为匹配规则过程。,模式匹配,知识推理,属性,方法,每条规则的条件部分匹配当前的WM,文本
按照推理要素的不同，基于归纳的知识图谱推理可以分为以下几类：基于图结构的推理、基于规则学习的推理和基于表示学习的推理。,基于归纳的知识图谱推理,知识推理,,包含,基于图结构的推理,知识推理
按照推理要素的不同，基于归纳的知识图谱推理可以分为以下几类：基于图结构的推理、基于规则学习的推理和基于表示学习的推理。,基于归纳的知识图谱推理,知识推理,,包含,基于规则学习的推理,知识推理
按照推理要素的不同，基于归纳的知识图谱推理可以分为以下几类：基于图结构的推理、基于规则学习的推理和基于表示学习的推理。,基于归纳的知识图谱推理,知识推理,,包含,基于表示学习的推理,知识推理
这说明了路径是一种重要的进行关系推理的信息，也是一种重要的图结构。,路径,知识推理,,等价,进行关系推理的信息,知识推理
这说明了路径是一种重要的进行关系推理的信息，也是一种重要的图结构。,路径,知识推理,,等价,图结构,知识推理
2.常见算法简介典型的基于图结构的推理方法有PRA（Path_Ranking_Algorithm）[10]利用了实体节点之间的路径当作特征从而进行链接预测推理。,PRA,知识推理,,属于,基于图结构的推理方法,知识推理
"PRA处理的推理问题是关系推理，其中包含了两个任务，一个是给定关系r和头实体h预测可能的尾实体t是什么，即在给定h,r的情况下，预测哪个三元组（h,r,t）成立的可能性比较大，叫作尾实体链接预测；另一个是在给定r,t的情况下，预测可能的头实体h是什么，叫作头实体链接预测。",尾实体链接预测,知识推理,属性,被定义为,给定关系r和头实体h预测可能的尾实体t是什么,文本
在路径特征搜索的过程中，PRA增加了对有效路径特征的约束，来有效减小搜索空间：路径在图谱中的支持度（support）应大于某设定的比例α；路径的长度小于或等于某设定的长度；每条路径至少有一个正样本在训练集中。,PRA,知识推理,属性,作用,增加了对有效路径特征的约束，来有效减小搜索空间,文本
采集路径随机游走过程采用了LVS（Low-Variance_Sampling）的方法。,采集路径随机游走过程,知识推理,属性,方法,LVS（Low-Variance_Sampling）,文本
在PRA中的路径是连续的且在路径中的关系是同向的，这种路径特征可以理解为一种简单的霍恩规则（Hornrule），但是在知识图谱中，有很多种路径是含有常量的：由这个路径可以推理出三元组小明，这种有明显语义的含有常量的且不是收尾闭合的路径特征是不能被PRA捕捉到的，又例如由t=NFL直接推理ex，即将NFL直接设置为关系“服役于运动队”的值域，这种很明显的推理特征也是PRA无法捕捉的。,PRA中的路径,知识推理,属性,特点,连续的且在路径中的关系是同向的,文本
但路径相关的特征还不能覆盖知识图谱中包含的所有语义信息，因而由相关工作通过引入带有实例的路径来丰富图特征所包含的语义信息的类型。,带有实例的路径,知识推理,属性,作用,带有实例的路径,文本
规则是基于规则推理的核心，所以规则获取是一个重要的任务。,规则,知识推理,属性,特点,基于规则推理的核心,文本
所以，自动化的规则学习方法应运而生，旨在快速有效地从大规模知识图谱上学习置信度较高的规则，并服务于关系推理任务。,自动化的规则学习方法,知识推理,属性,目标,快速有效地从大规模知识图谱上学习置信度较高的规则,文本
规则一般包含了两个部分，分别为规则头（head）和规则主体（body），其一般形式为rule:head←body.解读为有规则主体的信息可推出规则头的信息。,规则,知识推理,,包含,规则头,知识推理
规则一般包含了两个部分，分别为规则头（head）和规则主体（body），其一般形式为rule:head←body.解读为有规则主体的信息可推出规则头的信息。,规则,知识推理,,包含,规则主体,知识推理
"原子（atom）是指包含了变量的元组，例如isLocation(X)是一个一元原子表示实体变量X是一个位置实体；hasWife(X,Y)是一个二元原子，表示实体变量X的妻子是实体变量Y。",原子,知识推理,属性,被定义为,包含了变量的元组,文本
在规则主体中，不同的原子是通过逻辑合取组合在一起的，且规则主体中的原子可以以肯定或否定的形式出现，例如如下规则：这里的规则示例说明了如果任意实体X的妻子是实体Y，且实体Y的孩子有Z且X和Y都不曾离婚，那么可以推出X的孩子也有Z。,规则主体中的原子,知识推理,属性,特点,以肯定或否定的形式出现,文本
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,支持度,知识推理,,属于,评估方法,知识推理
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,置信度,知识推理,,属于,评估方法,知识推理
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,规则头覆盖度,知识推理,,属于,评估方法,知识推理
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,支持度,知识推理,属性,英文名,support,文本
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,置信度,知识推理,属性,英文名,confidence,文本
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,规则头覆盖度,知识推理,属性,英文名,headcoverage,文本
规则的置信度（confidence）的计算方式为：即规则支持度和满足规则主体的实例个数的比值，即在满足规则主体的实例中，同时也能满足规则头的实例比例。,规则的置信度（confidence）的计算方式,知识推理,属性,方法,规则支持度和满足规则主体的实例个数的比值，即在满足规则主体的实例中，同时也能满足规则头的实例比例。,文本
由于知识图谱往往具有明显的不完整性，而前文介绍的规则置信度计算方法间接假设了不存在知识图谱中的三元组是错误的，这显然是不合理的。,规则置信度计算方法,知识推理,属性,缺点,间接假设了不存在知识图谱中的三元组是错误的,文本
由于知识图谱往往具有明显的不完整性，而前文介绍的规则置信度计算方法间接假设了不存在知识图谱中的三元组是错误的，这显然是不合理的。,知识图谱,知识推理,属性,缺点,具有明显的不完整性,文本
"所以，基于部分完全假设（PartialCompleteness_Assumption,PCA）的置信度（PCA_Confidence）也是一个衡量规则质量的方法，且考虑了知识图谱的不完整性。",衡量规则质量的方法,知识推理,属性,方法,"基于部分完全假设（PartialCompleteness_Assumption,PCA）的置信度（PCA_Confidence）",文本
规则头覆盖度（Head_Coverage）的计算方法为即规则支持度和满足规则头的实例个数的比值，即在满足规则头的实例中，同时也满足规则主体的实例比例。,规则头覆盖度（Head_Coverage）,知识推理,属性,方法,支持度和满足规则头的实例个数的比值,文本
规则的支持度、置信度以及头覆盖度从不同的角度反映了规则的质量，但三者之间没有必然的关联关系。,支持度,知识推理,属性,作用,反映规则的质量,文本
表示学习让算法在学习向量表示的过程中自动捕捉、推理所需的特征，通过训练学习，将知识图谱中离散符号表示的信息编码在不同的向量空间表示中，使得知识图谱的推理能够通过预设的向量空间表示之间的计算自动实现，不需要显式的推理步骤。,表示学习,知识推理,属性,作用,让算法在学习向量表示的过程中自动捕捉、推理所需的特征,文本
表示学习让算法在学习向量表示的过程中自动捕捉、推理所需的特征，通过训练学习，将知识图谱中离散符号表示的信息编码在不同的向量空间表示中，使得知识图谱的推理能够通过预设的向量空间表示之间的计算自动实现，不需要显式的推理步骤。,表示学习,知识推理,属性,英文名,representational learning,文本
"TransE假设在任意一个知识图谱中的三元组（h,r,t），头实体的向量表示h加上关系的向量表示r应该等于尾实体的向量表示t。",TransE,知识推理,属性,内容,"假设在任意一个知识图谱中的三元组（h,r,t），头实体的向量表示h加上关系的向量表示r应该等于尾实体的向量表示t",文本
图6-18TransE和TransH对比向量空间假设对比TransH为每个关系r都设计了一个投影平面，并用投影平面的法向量wr表示这个平面，h和t的投影向量的计算方法如下：然后，利用投影向量进行三元组得分的计算，即TransH通过设计关系投影平面提升了TransE表达非一对一关系的能力，TransR[8]则通过拆分实体向量表示空间和关系表示向量空间来提升TransE的表达能力。,TransH,知识推理,属性,特点,为每个关系r都设计了一个投影平面,文本
所以，训练目标是对正确的三元组让hMr与t尽可能接近，而错误的三元组尽可能远离。,训练目标,知识推理,属性,内容,正确的三元组让hMr与t尽可能接近，而错误的三元组尽可能远离,文本
从语义的角度分析，知识图谱中的关系既包含了对称关系如“配偶是”，也包含了不对称关系如“出生地”，而且非对称关系一般还多于对称关系。,知识图谱中的关系,知识推理,,包含,对称关系,知识推理
从语义的角度分析，知识图谱中的关系既包含了对称关系如“配偶是”，也包含了不对称关系如“出生地”，而且非对称关系一般还多于对称关系。,知识图谱中的关系,知识推理,,内容,非对称关系,知识推理
本体流可以看成随时间变化的本体，也就是语义增强的数据流。,本体流,知识推理,,等价,随时间变化的本体,知识推理
在描述逻辑中，本体流包含TBox（术语成分）和ABox（断言公理）。,本体流,知识推理,,包含,TBox,知识推理
在描述逻辑中，本体流包含TBox（术语成分）和ABox（断言公理）。,本体流,知识推理,,包含,ABox,知识推理
在描述逻辑中，本体流包含TBox（术语成分）和ABox（断言公理）。,本体流,知识推理,,包含,ontology stream,知识推理
蕴涵的滑动窗口之间基于规则的一致性度量和预测可以表示和推断这些本体流中的语义概念漂移。,蕴涵的滑动窗口之间基于规则的一致性度量和预测,知识推理,属性,作用,表示和推断这些本体流中的语义概念漂移,文本
"具体而言，强化学习中智能体的状态被定义为当前节点实体和目标节点实体的联合表示st=（et,etarget−et）.智能体的动作则是在当前节点实体的出边（Outgoing_edge）中选择一个适当的边作为组成路径的关系。",强化学习中智能体的状态,知识推理,属性,被定义为,"当前节点实体和目标节点实体的联合表示st=（et,etarget−et）",文本
元学习的目的是解决“学习如何学习”（Learning_to_Learn），旨在通过少量样本迅速完成学习，其相对主要的应用是少样本学习（Few-Shot_Learning）。,元学习,知识推理,属性,目标,解决“学习如何学习”（Learning_to_Learn）,文本
当前主要的元学习方法分为三类，基于度量（Metric-Based）、基于模型（Model-Based）和基于优化（Optimization-Based）的方法。,元学习方法,知识推理,,包含,Metric-Based方法,知识推理
当前主要的元学习方法分为三类，基于度量（Metric-Based）、基于模型（Model-Based）和基于优化（Optimization-Based）的方法。,元学习方法,知识推理,,包含,Model-Based方法,知识推理
当前主要的元学习方法分为三类，基于度量（Metric-Based）、基于模型（Model-Based）和基于优化（Optimization-Based）的方法。,元学习方法,知识推理,,包含,Optimization-Based方法,知识推理
