input,subject,relation,object
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,关系,中文名,角色（role）关系
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,关系,依靠,五大类
（3）事件检测与表征。,事件检测,依靠,概念/产品
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,中文名,交互（interaction）事件
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,中文名,移动（movement）事件
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,中文名,转移（transfer）事件
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,中文名,创建（creation）事件
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,中文名,销毁（destruction）事件
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,依靠,交互事件
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,依靠,移动事件
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,依靠,转移事件
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,依靠,创建事件
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,依靠,销毁事件
任务要求自动标注每个事件的文本提及或锚点，并按类型和子类型对其进行分类；最后，还需要根据类型特定的模板进一步确定事件参数和属性。,自动标注每个事件的文本提及或锚点,中文名,根据类型特定的模板进一步确定事件参数和属性
任务要求自动标注每个事件的文本提及或锚点，并按类型和子类型对其进行分类；最后，还需要根据类型特定的模板进一步确定事件参数和属性。,自动标注每个事件的文本提及或锚点,依靠,根据类型特定的模板进一步确定事件参数和属性
"3.知识库填充（Knowledge_Base_Population,KBP）KBP评测由文本分析会议（Text_Analysis_Conference,TAC）主办，其目标是开发和评估从非结构化文本中获取知识填充知识库的技术。",知识库填充,中文名,知识填充知识库的技术
"3.知识库填充（Knowledge_Base_Population,KBP）KBP评测由文本分析会议（Text_Analysis_Conference,TAC）主办，其目标是开发和评估从非结构化文本中获取知识填充知识库的技术。",KBP评测,依靠,从非结构化文本中获取知识填充知识库的技术
KBP评测从2009年开始，每年举办一次，截至2017年，已经举办了九届。,KBP评测,依靠,每年举办一次
KBP评测覆盖了知识库填充的独立子任务以及被称为“冷启动”的端到端知识库构建任务。,KBP评测,依靠,知识库填充的独立子任务
"独立子任务主要包括以下四个方面：（1）实体发现与链接（Entity_Discovery_and_Linking,EDL）。",独立子任务,依靠,实体发现与链接
主要的EDL任务是在评估文档集合中提取特定个人（PER）、组织（ORG）、设施（FAC）、地缘政治实体（GPE）和位置（LOC）实体的名称和提及，并将每个提及链接到其对应的KB节点。,EDL,中文名,在评估文档集合中提取特定个人（PER）、组织（ORG）、设施（FAC）、地缘政治实体（GPE）和位置（LOC）实体的名称和提及，并将每个提及链接到其对应的KB节点。
主要的EDL任务是在评估文档集合中提取特定个人（PER）、组织（ORG）、设施（FAC）、地缘政治实体（GPE）和位置（LOC）实体的名称和提及，并将每个提及链接到其对应的KB节点。,EDL,依靠,评估文档集合中提取特定个人（PER）、组织（ORG）、设施（FAC）、地缘政治实体（GPE）和位置（LOC）实体的名称和提及
"（2）槽填充（Slot_Filling,SF）。",槽填充,依靠,语义理解
插槽填充任务是搜索文档集合以填充特定实体的特定属性（“插槽”）值。,插槽填充任务,依靠,搜索文档集合以填充特定实体的特定属性（“插槽”）值
（3）事件跟踪（Event_Track）。,事件跟踪,依靠,数据采集
事件跟踪旨在从非结构化文本中提取关于事件的信息，使其作为结构化知识库的输入。,事件跟踪,依靠,从非结构化文本中提取关于事件的信息
该任务具体包括事件块（Event_Nugget）任务（检测和链接事件块）和事件参数（Event_Argument）任务（提取属于同一事件的事件参数和链接属于同一事件的参数）。,事件块任务,中文名,检测和链接事件块
该任务具体包括事件块（Event_Nugget）任务（检测和链接事件块）和事件参数（Event_Argument）任务（提取属于同一事件的事件参数和链接属于同一事件的参数）。,事件参数任务,中文名,提取属于同一事件的事件参数和链接属于同一事件的参数
该任务具体包括事件块（Event_Nugget）任务（检测和链接事件块）和事件参数（Event_Argument）任务（提取属于同一事件的事件参数和链接属于同一事件的参数）。,事件块任务,依靠,检测和链接事件块
该任务具体包括事件块（Event_Nugget）任务（检测和链接事件块）和事件参数（Event_Argument）任务（提取属于同一事件的事件参数和链接属于同一事件的参数）。,事件参数任务,依靠,提取属于同一事件的事件参数和链接属于同一事件的参数
"（4）信念和情感（Belief_and_Sentiment,BeSt）。",信念和情感,依靠,情感分析
信仰和情感跟踪检测实体对另一个实体、关系或事件的信念和情绪。,信仰和情感跟踪,依靠,检测实体对另一个实体、关系或事件的信念和情绪。
端到端冷启动知识库构建任务基于给定的知识库模式（KB_schema）从文本中获取以下信息：实体，在实体发现与链接任务中定义的实体和实体提及；槽关系，在槽填充中涉及的实体属性（“槽”）；事件，在事件跟踪任务中的事件和事件块；事件参数，在事件跟踪任务中的事件参数；情绪，信念和情感任务中源实体向目标实体的情绪。,端到端冷启动知识库构建任务,中文名,基于给定的知识库模式（KB_schema）从文本中获取以下信息：实体，在实体发现与链接任务中定义的实体和实体提及；槽关系，在槽填充中涉及的实体属性（“槽”）；事件，在事件跟踪任务中的事件和事件块；事件参数，在事件跟踪任务中的事件参数；情绪，信念和情感任务中源实体向目标实体的情绪。
端到端冷启动知识库构建任务基于给定的知识库模式（KB_schema）从文本中获取以下信息：实体，在实体发现与链接任务中定义的实体和实体提及；槽关系，在槽填充中涉及的实体属性（“槽”）；事件，在事件跟踪任务中的事件和事件块；事件参数，在事件跟踪任务中的事件参数；情绪，信念和情感任务中源实体向目标实体的情绪。,端到端冷启动知识库构建任务,依靠,给定的知识库模式（KB_schema）从文本中获取以下信息：实体，在实体发现与链接任务中定义的实体和实体提及；槽关系，在槽填充中涉及的实体属性（“槽”）；事件，在事件跟踪任务中的事件和事件块；事件参数，在事件跟踪任务中的事件参数；情绪，信念和情感任务中源实体向目标实体的情绪。
"4.语义评测（Semantic_Evaluation,SemEval）SemEval是由ACL-SIGLEX组织的国际权威的词义消歧评测，目标是增进人们对词SenseEval，于1998年举办第一届。",语义评测,中文名,SemEval
"4.语义评测（Semantic_Evaluation,SemEval）SemEval是由ACL-SIGLEX组织的国际权威的词义消歧评测，目标是增进人们对词SenseEval，于1998年举办第一届。",语义评测,依靠,ACL-SIGLEX组织的国际权威的词义消歧评测
截至2017义与多义现象的理解。,义,依靠,多义现象的理解
该评测前期被称为年，已经成功举办了十一届。,评测前期,依靠,年
早期评测比较关注词义消歧问题，后来出现了更多文本语义理解的任务，包括语义角色标注、情感分析、跨语言语义分析等。,早期评测,依靠,词义消歧问题
早期评测比较关注词义消歧问题，后来出现了更多文本语义理解的任务，包括语义角色标注、情感分析、跨语言语义分析等。,早期评测,依靠,文本语义理解的任务
4.2面向非结构化数据的知识抽取大量的数据以非结构化数据（即自由文本）的形式存在，如新闻报道、科技文献和政府文件等，面向文本数据的知识抽取一直是广受关注的问题。,面向文本数据的知识抽取,中文名,面向非结构化数据的知识抽取
4.2面向非结构化数据的知识抽取大量的数据以非结构化数据（即自由文本）的形式存在，如新闻报道、科技文献和政府文件等，面向文本数据的知识抽取一直是广受关注的问题。,面向文本数据的知识抽取,依靠,非结构化数据的知识抽取
在前文介绍的知识抽取领域的评测竞赛中，评测数据大多属于非结构化文本数据。,知识抽取领域的评测竞赛,依靠,非结构化文本数据
本节将对这一类知识抽取技术和方法进行概要介绍，具体包括面向文本数据的实体抽取、关系抽取和事件抽取。,知识抽取,依靠,面向文本数据的实体抽取
4.2.1实体抽取实体抽取又称命名实体识别，其目的是从文本中抽取实体信息元素，包括人名、组织机构名、地理位置、时间、日期、字符值和金额值等。,实体抽取,中文名,从文本中抽取实体信息元素
4.2.1实体抽取实体抽取又称命名实体识别，其目的是从文本中抽取实体信息元素，包括人名、组织机构名、地理位置、时间、日期、字符值和金额值等。,实体抽取,依靠,从文本中抽取实体信息元素
实体抽取是解决很多自然语言处理问题的基础，也是知识抽取中最基本的任务。,实体抽取,依靠,知识抽取中最基本的任务
想要从文本中进行实体抽取，首先需要从文本中识别和定位实体，然后再将识别的实体分类到预定义的类别中去。,从文本中进行实体抽取,依靠,识别和定位实体
例如，给定一段新闻报道中的句子“北京时间10月25日，骑士后来居上，在主场以119∶112击退公牛”。,骑士,依靠,后来居上
例如，给定一段新闻报道中的句子“北京时间10月25日，骑士后来居上，在主场以119∶112击退公牛”。,公牛,依靠,击退
实体抽取旨在获取如图4-2所示的结果。,实体抽取,依靠,概念/产品
例句中的“北京”“10月25日”分别为地点和时间类型的实体，而“骑士”和“公牛”均为组织实体。,地点实体,依靠,地点类型的实体
例句中的“北京”“10月25日”分别为地点和时间类型的实体，而“骑士”和“公牛”均为组织实体。,时间实体,依靠,时间类型的实体
例句中的“北京”“10月25日”分别为地点和时间类型的实体，而“骑士”和“公牛”均为组织实体。,组织实体,依靠,组织实体
实体抽取问题的研究开展得比较早，该领域也积累了大量的方法。,实体抽取,依靠,领域也积累了大量的方法
总体上，可以将已有的方法分为基于规则的方法、基于统计模型的方法和基于深度学习的方法。,已有的方法,依靠,基于规则的方法
总体上，可以将已有的方法分为基于规则的方法、基于统计模型的方法和基于深度学习的方法。,已有的方法,依靠,基于统计模型的方法
总体上，可以将已有的方法分为基于规则的方法、基于统计模型的方法和基于深度学习的方法。,已有的方法,依靠,基于深度学习的方法
图4-2实体抽取举例1.基于规则的方法早期的命名实体识别方法主要采用人工编写规则的方式进行实体抽取。,命名实体识别方法,依靠,人工编写规则的方式
这类方法首先构建大量的实体抽取规则，一般由具有一定领域知识的专家手工构建。,实体抽取,依靠,具有一定领域知识的专家手工构建
然后，将规则与文本字符串进行匹配，识别命名实体。,规则,依靠,文本字符串进行匹配，识别命名实体。
这种实体抽取方式在小数据集上可以达到很高的准确率和召回率，但随着数据集的增大，规则集的构建周期变长，并且移植性较差。,实体抽取方式,依靠,规则集的构建周期
2.基于统计模型的方法基于统计模型的方法利用完全标注或部分标注的语料进行模型训练，主要采用的模型包括隐马尔可夫模型（Hidden_Markov_Model）、条件马尔可夫模型（Conditional_MarkovModel）、最大熵模型（Maximum_Entropy_Model）以及条件随机场模型（ConditionalRandom_Fields）。,基于统计模型的方法,中文名,基于统计模型的方法
2.基于统计模型的方法基于统计模型的方法利用完全标注或部分标注的语料进行模型训练，主要采用的模型包括隐马尔可夫模型（Hidden_Markov_Model）、条件马尔可夫模型（Conditional_MarkovModel）、最大熵模型（Maximum_Entropy_Model）以及条件随机场模型（ConditionalRandom_Fields）。,基于统计模型的方法 ,依靠,完全标注或部分标注的语料进行模型训练
该类方法将命名实体识别作为序列标注问题处理。,命名实体识别,依靠,序列标注问题处理
与普通的分类问题相比，序列标注问题中当前标签的预测不仅与当前的输入特征相关，还与之前的预测标签相关，即预测标签序列是有强相互依赖关系的。,序列标注问题中当前标签的预测,依靠,当前的输入特征
与普通的分类问题相比，序列标注问题中当前标签的预测不仅与当前的输入特征相关，还与之前的预测标签相关，即预测标签序列是有强相互依赖关系的。,序列标注问题中当前标签的预测,依靠,之前的预测标签相关
从自然文本中识别实体是一个典型的序列标注问题。,从自然文本中识别实体,依靠,序列标注问题
基于统计模型构建命名实体识别方法主要涉及训练语料标注、特征定义和模型训练三个方面。,命名实体识别,依靠,训练语料标注
基于统计模型构建命名实体识别方法主要涉及训练语料标注、特征定义和模型训练三个方面。,命名实体识别,依靠,特征定义
基于统计模型构建命名实体识别方法主要涉及训练语料标注、特征定义和模型训练三个方面。,命名实体识别,依靠,模型训练
（1）训练语料标注。,训练语料标注,依靠,概念/产品
为了构建统计模型的训练语料，人们一般采用Inside–Outside–Beginning（IOB）或Inside–Outside（IO）标注体系对文本进行人工标注。,Inside–Outside–Beginning（IOB）,依靠,对文本进行人工标注
在IOB标注体系中，文本中的每个词被标记为实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）。,B,中文名,实体名称的起始词
在IOB标注体系中，文本中的每个词被标记为实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）。,I,中文名,实体名称的后续词
在IOB标注体系中，文本中的每个词被标记为实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）。,D,中文名,实体名称的外部词
在IOB标注体系中，文本中的每个词被标记为实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）。,文本中的每个词,依靠,标记为实体名称的起始词（B）
在IOB标注体系中，文本中的每个词被标记为实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）。,文本中的每个词,依靠,标记为实体名称的后续词（I）
在IOB标注体系中，文本中的每个词被标记为实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）。,文本中的每个词,依靠,标记为实体名称的外部词（D）
而在IO标注体系中，文本中的词被标记为实体名称内部词（I）或实体名称外部词（D）。,实体名称内部词,中文名,实体名称内部词
而在IO标注体系中，文本中的词被标记为实体名称内部词（I）或实体名称外部词（D）。,实体名称外部词,中文名,实体名称外部词
而在IO标注体系中，文本中的词被标记为实体名称内部词（I）或实体名称外部词（D）。,实体名称内部词,依靠,标记为实体名称内部词（I）
而在IO标注体系中，文本中的词被标记为实体名称内部词（I）或实体名称外部词（D）。,实体名称外部词,依靠,标记为实体名称外部词（D）
表4-1以句子“苹果公司是一家美国的跨国公司”为例，给出了IOB和IO实体标注示例。,IOB,依靠,实体标注
表4-1IOB和IO实体标注示例（2）特征定义。,IOB,依靠,特征定义
在训练模型之前，统计模型需要计算每个词的一组特征作为模型的输入。,统计模型,依靠,计算每个词的一组特征
这些特征具体包括单词级别特征、词典特征和文档级特征等。,单词级别特征,依靠,分词
这些特征具体包括单词级别特征、词典特征和文档级特征等。,词典特征,依靠,向量空间模型
这些特征具体包括单词级别特征、词典特征和文档级特征等。,文档级特征,依靠,文本分类
单词级别特征包括是否首字母大写、是否以句点结尾、是否包含数字、词性、词的n-gram等。,单词级别特征,依靠,是否首字母大写
单词级别特征包括是否首字母大写、是否以句点结尾、是否包含数字、词性、词的n-gram等。,单词级别特征,依靠,是否以句点结尾
单词级别特征包括是否首字母大写、是否以句点结尾、是否包含数字、词性、词的n-gram等。,单词级别特征,依靠,是否包含数字
单词级别特征包括是否首字母大写、是否以句点结尾、是否包含数字、词性、词的n-gram等。,单词级别特征,依靠,词性
单词级别特征包括是否首字母大写、是否以句点结尾、是否包含数字、词性、词的n-gram等。,单词级别特征,依靠,词的n-gram
词典特征依赖外部词典定义，例如预定义的词表、地名列表等。,词典特征,依靠,外部词典定义
文档级特征基于整个语料文档集计算，例如文档集中的词频、同现词等。,文档级特征,依靠,整个语料文档集计算
斯坦福大学的NER[1]是一个被广泛使用的命名实体识别工具，具有较高的准确率。,斯坦福大学的NER,依靠,命名实体识别工具
Stanford_NER模型中定义的特征包括当前词、当前词的前一个词、当前词的后一个词、当前词的字符n-gram、当前词的词性、当前词上下文词性序列、当前词的词形、当前词上下文词形序列、当前词左侧窗口中的词（窗口大小为4）、当前词右侧窗口中的词（窗口大小为4）。,Stanford_NER模型中定义的特征,中文名,当前词、当前词的前一个词、当前词的后一个词、当前词的字符n-gram、当前词的词性、当前词上下文词性序列、当前词的词形、当前词上下文词形序列、当前词左侧窗口中的词（窗口大小为4）、当前词右侧窗口中的词（窗口大小为4）
Stanford_NER模型中定义的特征包括当前词、当前词的前一个词、当前词的后一个词、当前词的字符n-gram、当前词的词性、当前词上下文词性序列、当前词的词形、当前词上下文词形序列、当前词左侧窗口中的词（窗口大小为4）、当前词右侧窗口中的词（窗口大小为4）。,Stanford_NER模型中定义的特征,依靠,当前词、当前词的前一个词、当前词的后一个词、当前词的字符n-gram、当前词的词性、当前词上下文词性序列、当前词的词形、当前词上下文词形序列、当前词左侧窗口中的词（窗口大小为4）、当前词右侧窗口中的词（窗口大小为4）
定义何种特征对于命名实体识别结果有较大的影响，因此不同命名实体识别算法使用的特征有所不同。,命名实体识别算法,依靠,使用的特征
（3）模型训练。,模型训练,依靠,概念/产品
"隐马尔可夫模型（Hidden_Markov_Model,HMM）和条件随机场（Conditional_Random_Field,CRF）是两个常用于标注问题的统计学习模型，也被广泛应用于实体抽取问题。",隐马尔可夫模型,中文名,Hidden_Markov_Model
"隐马尔可夫模型（Hidden_Markov_Model,HMM）和条件随机场（Conditional_Random_Field,CRF）是两个常用于标注问题的统计学习模型，也被广泛应用于实体抽取问题。",条件随机场,中文名,Conditional_Random_Field
"隐马尔可夫模型（Hidden_Markov_Model,HMM）和条件随机场（Conditional_Random_Field,CRF）是两个常用于标注问题的统计学习模型，也被广泛应用于实体抽取问题。",隐马尔可夫模型,依靠,标注问题
"隐马尔可夫模型（Hidden_Markov_Model,HMM）和条件随机场（Conditional_Random_Field,CRF）是两个常用于标注问题的统计学习模型，也被广泛应用于实体抽取问题。",条件随机场,依靠,标注问题
HMM是一种有向图概率模型，模型中包含了隐藏的状态序列和可观察的观测序列。,HMM,依靠,有向图概率模型
每个状态代表了一个可观察的事件，观察到的事件是状态的随机函数。,状态,依靠,观察到的事件是状态的随机函数
HMM模型结构如图4-3所示，每个圆圈代表一个随机变量，随机变量xt是t时刻的隐藏状态；随机变量yt是t时刻的观测值，图中的箭头表示条件依赖关系。,HMM模型,中文名,隐马尔可夫模型
HMM模型结构如图4-3所示，每个圆圈代表一个随机变量，随机变量xt是t时刻的隐藏状态；随机变量yt是t时刻的观测值，图中的箭头表示条件依赖关系。,HMM模型,依靠,条件依赖关系
"HMM模型有两个基本假设：●在任意t时刻的状态只依赖于其前一时刻的状态，与其他观测及状态无关，即P（xt|xt−1,xt−2,...,x1,yt−1,yt−2,...,y1）=P（xt|xt−1）；●任意时刻的观测只依赖于该时刻的马尔可夫链的状态，与其他观测及状态无关，即P（yt|xt,xt−1,xt−2,...,x1,yt−1,yt−2,...,y1）=P（yt|xt）。",HMM模型,依靠,P（xt|xt−1）
"HMM模型有两个基本假设：●在任意t时刻的状态只依赖于其前一时刻的状态，与其他观测及状态无关，即P（xt|xt−1,xt−2,...,x1,yt−1,yt−2,...,y1）=P（xt|xt−1）；●任意时刻的观测只依赖于该时刻的马尔可夫链的状态，与其他观测及状态无关，即P（yt|xt,xt−1,xt−2,...,x1,yt−1,yt−2,...,y1）=P（yt|xt）。",HMM模型,依靠,P（yt|xt）
图4-3HMM模型结构在应用于命名实体识别问题时，HMM模型中的状态对应词的标记，标注问题可以看作是对给定的观测序列进行序列标注。,HMM模型结构,依靠,标注问题
"基于HMM的有代表性的命名实体识别方法可参考文献[2,3]。",基于HMM的有代表性的命名实体识别方法,依靠,参考文献
CRF是给定一组输入随机变量条件下另一组输出随机变量的条件概率分布模型。,CRF,依靠,给定一组输入随机变量条件下另一组输出随机变量的条件概率分布模型
在序列标注问题中，线性链CRF是常用的模型，其结构如图4-4所示。,线性链CRF,依靠,条件随机场
在序列标注问题中，状态序列变量x对应标记序列，y表示待标注的观测序列。,状态序列变量x,依靠,标记序列
在序列标注问题中，状态序列变量x对应标记序列，y表示待标注的观测序列。,观测序列,依靠,待标注的观测序列
图4-4线性链CRF模型结构给定训练数据集，模型可以通过极大似然估计得到条件概率模型；当标注新数据时，给定输入序列y，模型输出使条件概率P（x|y）最大化的x*。,线性链CRF模型结构,中文名,给定训练数据集，模型可以通过极大似然估计得到条件概率模型
图4-4线性链CRF模型结构给定训练数据集，模型可以通过极大似然估计得到条件概率模型；当标注新数据时，给定输入序列y，模型输出使条件概率P（x|y）最大化的x*。,模型,依靠,极大似然估计得到条件概率模型
