input,subject,relation,object
不同的时期都存在着几种流行的语言，如早期有Ontolingua和Loom等本体语言，近年则有DAML+OIL、RDF(S)、OWL和OWL2等。,本体语言,属于,近年流行的语言
不同的时期都存在着几种流行的语言，如早期有Ontolingua和Loom等本体语言，近年则有DAML+OIL、RDF(S)、OWL和OWL2等。,Ontolingua,实现,本体语言的特点
不同的时期都存在着几种流行的语言，如早期有Ontolingua和Loom等本体语言，近年则有DAML+OIL、RDF(S)、OWL和OWL2等。,Loom,实现,本体语言的特点
不同的时期都存在着几种流行的语言，如早期有Ontolingua和Loom等本体语言，近年则有DAML+OIL、RDF(S)、OWL和OWL2等。,本体语言,中文名,本体语言
当不同时期构建的知识或同一时期采用不同语言表示的知识进行交互时，首先面临着由于知识表示语言之间的不匹配所造成的异构问题[3]。,异构问题,属于,不同时期构建的知识或同一时期采用不同语言表示的知识进行交互时所面临的问题
当不同时期构建的知识或同一时期采用不同语言表示的知识进行交互时，首先面临着由于知识表示语言之间的不匹配所造成的异构问题[3]。,异构问题,实现,不同时期构建的知识或同一时期采用不同语言表示的知识进行交互时所面临的问题
当不同时期构建的知识或同一时期采用不同语言表示的知识进行交互时，首先面临着由于知识表示语言之间的不匹配所造成的异构问题[3]。,异构问题,中文名,不同时期构建的知识或同一时期采用不同语言表示的知识进行交互时所面临的问题
1.语法不匹配不同的知识描述语言常采用不同的语法。,知识描述语言,属于,不同的语法
1.语法不匹配不同的知识描述语言常采用不同的语法。,知识描述语言,实现,不同的知识描述语言常采用不同的语法
1.语法不匹配不同的知识描述语言常采用不同的语法。,知识描述语言,中文名,知识描述语言常采用不同的语法
近年来的本体语言基本采用XML的书写格式，而早期的本体语言则没有固定的格式可言。,本体语言,属于,采用XML的书写格式
近年来的本体语言基本采用XML的书写格式，而早期的本体语言则没有固定的格式可言。,本体语言,实现,早期的本体语言
近年来的本体语言基本采用XML的书写格式，而早期的本体语言则没有固定的格式可言。,本体语言,中文名,本体语言
一般来说，如果表示的成分在两种语言中都是存在的，则采用一个简单的重写机制就足以解决这类问题。,重写机制,属于,表示的成分在两种语言中都是存在的
一般来说，如果表示的成分在两种语言中都是存在的，则采用一个简单的重写机制就足以解决这类问题。,英文名,实现,
一般来说，如果表示的成分在两种语言中都是存在的，则采用一个简单的重写机制就足以解决这类问题。,属于,实现,表示的成分在两种语言中都是存在的
一般来说，如果表示的成分在两种语言中都是存在的，则采用一个简单的重写机制就足以解决这类问题。,重写机制,中文名,重写机制
但是，语法上的不匹配通常不会单独出现，而是与其他语言层上的差异同时出现。,语法上的不匹配,属于,其他语言层上的差异
但是，语法上的不匹配通常不会单独出现，而是与其他语言层上的差异同时出现。,SPO,实现,与其他语言层上的差异同时出现
因此，尽量将不同的语言转化为同样的语法格式能方便解决其他本体不匹配问题。,中文本体的转换,属于,解决其他本体不匹配问题
因此，尽量将不同的语言转化为同样的语法格式能方便解决其他本体不匹配问题。,中文本体的转换,实现,将不同的语言转化为同样的语法格式
2.逻辑表示不匹配不同语言的逻辑表示也可能存在着不匹配。,逻辑表示不匹配,属于,不同语言的逻辑表示
2.逻辑表示不匹配不同语言的逻辑表示也可能存在着不匹配。,逻辑表示不匹配不同语言的逻辑表示,实现,不匹配
这就是说，不同的语言可能采用不同的形式来表示逻辑意义上的等价结果。,等价结果,属于,不同的语言采用不同的形式来表示逻辑意义上的等价结果
这就是说，不同的语言可能采用不同的形式来表示逻辑意义上的等价结果。,等价结果,实现,不同的语言可能采用不同的形式来表示逻辑意义上的等价结果
相对而言，这类不匹配也容易解决，例如，通过定义从语言L1逻辑表示到语言L2的逻辑表示的转换规则。,从语言L1逻辑表示到语言L2的逻辑表示的转换规则,属于,不匹配
相对而言，这类不匹配也容易解决，例如，通过定义从语言L1逻辑表示到语言L2的逻辑表示的转换规则。,从语言L1逻辑表示到语言L2的逻辑表示的转换规则,实现,容易解决
3.原语的语义不匹配在语言层的另一个不匹配是语言原语的语义。,原语的语义不匹配,属于,语言层的另一个不匹配
3.原语的语义不匹配在语言层的另一个不匹配是语言原语的语义。,原语的语义不匹配,实现,语言原语的语义
3.原语的语义不匹配在语言层的另一个不匹配是语言原语的语义。,原语的语义不匹配,中文名,语义不匹配
尽管有时不同的语言使用同样名称的原语来进行本体构建，但它们的语义是有差异的。,本体构建,属于,不同的语言
尽管有时不同的语言使用同样名称的原语来进行本体构建，但它们的语义是有差异的。,本体构建,实现,相同的名称的原语
例如，在OWL_Lite和OWL_DL语言中，原语“Class”声明的对象只能作为本体中的概念，而在OWL_Full和RDF(S)中，“Class”声明的对象既可以作为一个类，也可以作为一个实例。,OWL_Lite,等价,“Class”声明的对象只能作为本体中的概念
例如，在OWL_Lite和OWL_DL语言中，原语“Class”声明的对象只能作为本体中的概念，而在OWL_Full和RDF(S)中，“Class”声明的对象既可以作为一个类，也可以作为一个实例。,OWL_DL语言,等价,“Class”声明的对象只能作为本体中的概念
例如，在OWL_Lite和OWL_DL语言中，原语“Class”声明的对象只能作为本体中的概念，而在OWL_Full和RDF(S)中，“Class”声明的对象既可以作为一个类，也可以作为一个实例。,OWL_Full,等价,“Class”声明的对象既可以作为一个类
例如，在OWL_Lite和OWL_DL语言中，原语“Class”声明的对象只能作为本体中的概念，而在OWL_Full和RDF(S)中，“Class”声明的对象既可以作为一个类，也可以作为一个实例。,RDF(S),等价,“Class”声明的对象既可以作为一个类也可以作为一个实例
有时，即使两个本体看起来使用同样的语法，但它们的语义是有差别的。,本体,属于,语法
有时，即使两个本体看起来使用同样的语法，但它们的语义是有差别的。,本体,实现,语义
例如，在OIL和RDF_Schema中，当定义一个关系时往往都需要声明关系的定义域，即<rdfs:domain>，但是OIL将<rdfs:domain>的声明解释为其中参数的交，而RDF_Schema则将它解释为这些参数的并。,OIL,等价,其中参数的交
例如，在OIL和RDF_Schema中，当定义一个关系时往往都需要声明关系的定义域，即<rdfs:domain>，但是OIL将<rdfs:domain>的声明解释为其中参数的交，而RDF_Schema则将它解释为这些参数的并。,RDF_Schema,等价,这些参数的并
因此，当采用不同语言的本体交互时，需要注意它们的原语表达的意义的差异。,本体交互,属于,采用不同语言的本体交互时，需要注意它们的原语表达的意义的差异
因此，当采用不同语言的本体交互时，需要注意它们的原语表达的意义的差异。,本体交互,实现,当采用不同语言的本体交互时，需要注意它们的原语表达的意义的差异
因此，当采用不同语言的本体交互时，需要注意它们的原语表达的意义的差异。,本体交互,中文名,本体交互
4.语言表达能力不匹配最后一种语言层的不匹配是指不同本体语言表达能力上的差异。,最后一种语言层的不匹配,属于,不同本体语言表达能力上的差异
4.语言表达能力不匹配最后一种语言层的不匹配是指不同本体语言表达能力上的差异。,最后一种语言层的不匹配,实现,语言表达能力不匹配
4.语言表达能力不匹配最后一种语言层的不匹配是指不同本体语言表达能力上的差异。,最后一种语言层的不匹配,中文名,不同本体语言表达能力上的差异
这种不匹配体现在一些本体语言能够表达的事情在另一些语言中不能表达出来。,本体语言,属于,能够表达事情在另一些语言中不能表达出来
这种不匹配体现在一些本体语言能够表达的事情在另一些语言中不能表达出来。,本体语言,实现,表达事情在另一些语言中不能表达出来
这种不匹配体现在一些本体语言能够表达的事情在另一些语言中不能表达出来。,本体语言,中文名,本体语言
这一类的不匹配对本体的互操作影响很大[4]。,不匹配,属于,本体的互操作
这一类的不匹配对本体的互操作影响很大[4]。,不匹配,实现,对本体的互操作影响很大
一般来说，当本体语言的表达能力不同时，为了方便解决本体之间的异构，需要将表达能力弱的语言向表达能力强的语言转换；但是，如果表达能力强的语言并不完全兼容表达能力弱的语言，这样的转换可能会造成信息的损失。,本体语言的表达能力,属于,将表达能力弱的语言向表达能力强的语言转换
一般来说，当本体语言的表达能力不同时，为了方便解决本体之间的异构，需要将表达能力弱的语言向表达能力强的语言转换；但是，如果表达能力强的语言并不完全兼容表达能力弱的语言，这样的转换可能会造成信息的损失。,本体语言的表达能力不同时,实现,将表达能力弱的语言向表达能力强的语言转换
一般来说，当本体语言的表达能力不同时，为了方便解决本体之间的异构，需要将表达能力弱的语言向表达能力强的语言转换；但是，如果表达能力强的语言并不完全兼容表达能力弱的语言，这样的转换可能会造成信息的损失。,本体语言的表达能力不同时,中文名,为了方便解决本体之间的异构
模型层次上的不匹配与使用的本体语言无关，它们既可以发生在以同一种语言表示的本体之间，也可以发生在使用不同语言的本体之间。,模型层次上的不匹配,属于,使用的本体语言无关
模型层次上的不匹配与使用的本体语言无关，它们既可以发生在以同一种语言表示的本体之间，也可以发生在使用不同语言的本体之间。,模型层次上的不匹配,实现,使用不同语言的本体之间
此外，在本体建模过程中需要从现实事物抽象出概念，并根据概念抽象层次的不同进行划分。,本体建模的五大用途或特点,属于,从现实事物抽象出概念并根据概念抽象层次的不同进行划分
此外，在本体建模过程中需要从现实事物抽象出概念，并根据概念抽象层次的不同进行划分。,本体建模的五大用途或特点,实现,根据概念抽象层次的不同进行划分
此外，在本体建模过程中需要从现实事物抽象出概念，并根据概念抽象层次的不同进行划分。,本体建模的五大用途或特点,中文名,从现实事物抽象出概念并根据概念抽象层次的不同进行划分
当不同的建模者对不同的概念进行划分时，可能会对一个概念的划分持有不同的观点。,概念的划分,属于,不同的建模者对不同的概念进行划分时，可能会对一个概念的划分持有不同的观点
当不同的建模者对不同的概念进行划分时，可能会对一个概念的划分持有不同的观点。,概念的划分,实现,当不同的建模者对不同的概念进行划分时，可能会对一个概念的划分持有不同的观点
当不同的建模者对不同的概念进行划分时，可能会对一个概念的划分持有不同的观点。,概念的划分,中文名,不同的建模者对不同的概念进行划分时，可能会对一个概念的划分持有不同的观点
例如，在考虑对动物相关的知识进行本体建模时，一些建模者将概念“动物”划分为“哺乳动物”和“鸟”两个子类，而另一些人则是把“动物”划分为“食肉动物”和“食草动物”。,概念“动物”,等价,“哺乳动物”
例如，在考虑对动物相关的知识进行本体建模时，一些建模者将概念“动物”划分为“哺乳动物”和“鸟”两个子类，而另一些人则是把“动物”划分为“食肉动物”和“食草动物”。,概念“动物”,等价,“鸟”
例如，在考虑对动物相关的知识进行本体建模时，一些建模者将概念“动物”划分为“哺乳动物”和“鸟”两个子类，而另一些人则是把“动物”划分为“食肉动物”和“食草动物”。,概念“动物”,等价,“食肉动物”
例如，在考虑对动物相关的知识进行本体建模时，一些建模者将概念“动物”划分为“哺乳动物”和“鸟”两个子类，而另一些人则是把“动物”划分为“食肉动物”和“食草动物”。,概念“动物”,等价,“食草动物”
最后，还存在将同一个概念定义在不同抽象层次上的不匹配。,概念定义,属于,将同一个概念定义在不同抽象层次上的不匹配
最后，还存在将同一个概念定义在不同抽象层次上的不匹配。,概念定义,实现,概念间的关系
例如，本体O1将人概念化为“Persons”，而本体O2没有“Persons”这样的概念，它用“Males”和“Females”来表示人。,O1,属于,将人概念化为“Persons”
例如，本体O1将人概念化为“Persons”，而本体O2没有“Persons”这样的概念，它用“Males”和“Females”来表示人。,O1,实现,“Persons”
例如，本体O1将人概念化为“Persons”，而本体O2没有“Persons”这样的概念，它用“Males”和“Females”来表示人。,O1,中文名,人概念
例如，本体O1将人概念化为“Persons”，而本体O2没有“Persons”这样的概念，它用“Males”和“Females”来表示人。,本体O1,等价,人
例如，本体O1将人概念化为“Persons”，而本体O2没有“Persons”这样的概念，它用“Males”和“Females”来表示人。,本体O2,等价,Males
例如，本体O1将人概念化为“Persons”，而本体O2没有“Persons”这样的概念，它用“Males”和“Females”来表示人。,本体O2,等价,Females
②模型的粒度，即本体对所建模的领域进行描述的详细程度，如有的本体仅仅列出概念，有的本体则进一步列出概念的属性，甚至概念之间所具有的各种关系等。,模型的粒度,属于,本体对所建模的领域进行描述的详细程度
②模型的粒度，即本体对所建模的领域进行描述的详细程度，如有的本体仅仅列出概念，有的本体则进一步列出概念的属性，甚至概念之间所具有的各种关系等。,模型的粒度,实现,列出概念
②模型的粒度，即本体对所建模的领域进行描述的详细程度，如有的本体仅仅列出概念，有的本体则进一步列出概念的属性，甚至概念之间所具有的各种关系等。,模型的粒度,实现,列出概念的属性
②模型的粒度，即本体对所建模的领域进行描述的详细程度，如有的本体仅仅列出概念，有的本体则进一步列出概念的属性，甚至概念之间所具有的各种关系等。,模型的粒度,实现,概念之间所具有的各种关系等
②模型的粒度，即本体对所建模的领域进行描述的详细程度，如有的本体仅仅列出概念，有的本体则进一步列出概念的属性，甚至概念之间所具有的各种关系等。,模型的粒度,中文名,本体对所建模的领域进行描述的详细程度
③本体建模的观点，这决定了本体从什么认识角度来描述领域内的知识。,本体建模的观点,属于,本体从什么认识角度来描述领域内的知识
③本体建模的观点，这决定了本体从什么认识角度来描述领域内的知识。,本体,实现,描述领域内的知识
③本体建模的观点，这决定了本体从什么认识角度来描述领域内的知识。,本体建模的观点,中文名,本体从什么认识角度来描述领域内的知识
从上述不同的维度进行本体建模所得到的结果都是有差异的。,本体建模,属于,从不同的维度进行本体建模所得到的结果都是有差异的
从上述不同的维度进行本体建模所得到的结果都是有差异的。,本体建模,实现,概念/产品
从上述不同的维度进行本体建模所得到的结果都是有差异的。,本体建模,中文名,从不同的维度进行本体建模所得到的结果都是有差异的
由于本体的建模反映了建模者的主观性，这一类的不匹配情况在实际应用中很普遍。,本体的建模,属于,反映主观性
由于本体的建模反映了建模者的主观性，这一类的不匹配情况在实际应用中很普遍。,本体的建模,实现,不匹配情况
由于本体的建模反映了建模者的主观性，这一类的不匹配情况在实际应用中很普遍。,本体的建模,中文名,反映主观性
不同的范例可用来表示相同的概念，这也就出现了不匹配。,范例,属于,表示相同的概念
不同的范例可用来表示相同的概念，这也就出现了不匹配。,不同的范例,实现,相同的概念
例如，对时间的表示可以采用基于时间间隔的方式，也可以使用基于时间点的方式[5]。,对时间的表示,属于,基于时间间隔的方式
例如，对时间的表示可以采用基于时间间隔的方式，也可以使用基于时间点的方式[5]。,对时间的表示,属于,基于时间点的方式
例如，对时间的表示可以采用基于时间间隔的方式，也可以使用基于时间点的方式[5]。,对时间的表示,实现,采用基于时间间隔的方式
例如，对时间的表示可以采用基于时间间隔的方式，也可以使用基于时间点的方式[5]。,对时间的表示,实现,采用基于时间点的方式
例如，对时间的表示可以采用基于时间间隔的方式，也可以使用基于时间点的方式[5]。,对时间的表示,中文名,基于时间间隔的方式
此外，在建模过程中使用不同的上层本体也往往会造成这一类的不匹配，因为不同上层本体往往对时间、行为、计划、因果和态度等概念有着不同的划分风格。,上层本体,属于,造成这一类的不匹配
此外，在建模过程中使用不同的上层本体也往往会造成这一类的不匹配，因为不同上层本体往往对时间、行为、计划、因果和态度等概念有着不同的划分风格。,建模过程中使用不同的上层本体,实现,造成这一类的不匹配
在本体建模中，对同一个概念的建模可以有几种选择。,对同一个概念的建模,属于,对本体建模
在本体建模中，对同一个概念的建模可以有几种选择。,对同一个概念的建模,实现,几种选择
例如，为了区别两个类，既可以使用一个合适的属性，也可以引入一个独立的新类。,区别两个类,属于,一个合适的属性
例如，为了区别两个类，既可以使用一个合适的属性，也可以引入一个独立的新类。,区别两个类,属于,引入一个独立的新类
例如，为了区别两个类，既可以使用一个合适的属性，也可以引入一个独立的新类。,区别两个类,实现,一个合适的属性
例如，为了区别两个类，既可以使用一个合适的属性，也可以引入一个独立的新类。,区别两个类,实现,引入一个独立的新类
例如，为了区别两个类，既可以使用一个合适的属性，也可以引入一个独立的新类。,区别两个类,中文名,一个合适的属性
例如，为了区别两个类，既可以使用一个合适的属性，也可以引入一个独立的新类。,区别两个类,中文名,引入一个独立的新类
然而，有的本体从高层到低层描述这种概念层次，有的则是从低层到高层来描述，这便造成了概念描述的不匹配。,本体,属于,从高层到低层描述这种概念层次
然而，有的本体从高层到低层描述这种概念层次，有的则是从低层到高层来描述，这便造成了概念描述的不匹配。,本体,属于,从低层到高层来描述
然而，有的本体从高层到低层描述这种概念层次，有的则是从低层到高层来描述，这便造成了概念描述的不匹配。,概念层次,实现,概念描述的不匹配
不同本体中含义上相同的概念常常由于建模者的习惯而被使用不同的名字表示。,本体中含义相同的概念,属于,不同的名字表示
不同本体中含义上相同的概念常常由于建模者的习惯而被使用不同的名字表示。,不同本体中含义上相同的概念,实现,不同的名字表示
另一类重要的建模术语不匹配是术语之间的同形异义现象。,不匹配,属于,术语之间的同形异义现象
另一类重要的建模术语不匹配是术语之间的同形异义现象。,不匹配,实现,术语之间的同形异义现象
另一类重要的建模术语不匹配是术语之间的同形异义现象。,不匹配,中文名,术语之间的同形异义现象
这种本体不匹配问题更加难以处理，往往需要考虑术语所处的上下文并借助人类的知识来解决。,本体不匹配问题,属于,难以处理
这种本体不匹配问题更加难以处理，往往需要考虑术语所处的上下文并借助人类的知识来解决。,本体不匹配问题,实现,考虑术语所处的上下文并借助人类的知识来解决
这种本体不匹配问题更加难以处理，往往需要考虑术语所处的上下文并借助人类的知识来解决。,本体不匹配问题,中文名,难以处理本体不匹配问题
最后的一种不匹配是由于本体表示中采用不同的编码格式造成的。,本体表示中采用不同的编码格式,属于,不匹配
最后的一种不匹配是由于本体表示中采用不同的编码格式造成的。,本体表示中采用不同的编码格式,实现,不同的编码格式造成的
这样的不匹配种类很多，没有通用的自动识别和发现算法。,自动识别和发现算法,属于,没有通用的自动识别和发现算法
这样的不匹配种类很多，没有通用的自动识别和发现算法。,自动识别和发现算法,实现,没有通用的自动识别和发现算法
这样的不匹配种类很多，没有通用的自动识别和发现算法。,自动识别和发现算法,中文名,没有通用的自动识别和发现算法
但是，如果能发现这种不匹配，对它的处理则是很容易的，一般只需要做一个转换就能消除。,SPO,属于,三元组抽取
但是，如果能发现这种不匹配，对它的处理则是很容易的，一般只需要做一个转换就能消除。,SPO,实现,消除不匹配
但是，如果能发现这种不匹配，对它的处理则是很容易的，一般只需要做一个转换就能消除。,SPO,中文名,三元组抽取
不同的系统都使用这个本体，这样便消除了由本体异构导致的互操作问题。,本体语义交互,属于,不同的系统
不同的系统都使用这个本体，这样便消除了由本体异构导致的互操作问题。,本体语义交互,实现,消除由本体异构导致的互操作问题
不同的系统都使用这个本体，这样便消除了由本体异构导致的互操作问题。,本体语义交互,中文名,本体语义交互
显然，在本体集成的过程中产生了新的本体，因此也有人将本体集成看作一种生成新本体的过程。,本体集成,属于,生成新本体的过程
显然，在本体集成的过程中产生了新的本体，因此也有人将本体集成看作一种生成新本体的过程。,本体集成,实现,产生新的本体
此外，集成过程通常利用了多个现有本体，因此这还是一种本体的重用[10]。,集成本体,属于,本体的重用
此外，集成过程通常利用了多个现有本体，因此这还是一种本体的重用[10]。,集成本体,实现,本体的重用
这样的集成方法虽然看起来很有效，但在实际应用中往往存在明显的缺点。,集成方法,属于,缺点
这样的集成方法虽然看起来很有效，但在实际应用中往往存在明显的缺点。,这样的集成方法,实现,缺点
首先，使用这些异构本体的系统往往有着不同的功能和侧重点，这些系统之间通常不是等价或可相互替代的，某些系统能处理一些特定和深入的问题，某些系统则可能处理全面和基础的问题。,异构本体,属于,不同的功能和侧重点
首先，使用这些异构本体的系统往往有着不同的功能和侧重点，这些系统之间通常不是等价或可相互替代的，某些系统能处理一些特定和深入的问题，某些系统则可能处理全面和基础的问题。,异构本体的系统,实现,处理特定和深入的问题
首先，使用这些异构本体的系统往往有着不同的功能和侧重点，这些系统之间通常不是等价或可相互替代的，某些系统能处理一些特定和深入的问题，某些系统则可能处理全面和基础的问题。,异构本体的系统,实现,处理全面和基础的问题
首先，使用这些异构本体的系统往往有着不同的功能和侧重点，这些系统之间通常不是等价或可相互替代的，某些系统能处理一些特定和深入的问题，某些系统则可能处理全面和基础的问题。,异构本体,中文名,不同的功能和侧重点
首先，使用这些异构本体的系统往往有着不同的功能和侧重点，这些系统之间通常不是等价或可相互替代的，某些系统能处理一些特定和深入的问题，某些系统则可能处理全面和基础的问题。,使用这些异构本体的系统,等价,不同的功能和侧重点
这样，集成后的本体对于其中的一些系统来说可能过于庞大，况且它们往往只使用该集成本体的一部分。,集成后的本体,属于,一些系统
这样，集成后的本体对于其中的一些系统来说可能过于庞大，况且它们往往只使用该集成本体的一部分。,集成后的本体,实现,对于其中的一些系统来说可能过于庞大
这样，集成后的本体对于其中的一些系统来说可能过于庞大，况且它们往往只使用该集成本体的一部分。,集成后的本体,中文名,集成本体
所以，从这些方面能看出单本体的集成缺乏灵活性。,单本体的集成,属于,缺乏灵活性
所以，从这些方面能看出单本体的集成缺乏灵活性。,单本体的集成,实现,缺乏灵活性
这种方法首先抽取异构本体之间的共同知识，根据它建立一个全局本体。,建立全局本体,属于,抽取异构本体之间的共同知识
这种方法首先抽取异构本体之间的共同知识，根据它建立一个全局本体。,建立全局本体,实现,建立一个全局本体
同时，各个系统可以拥有自己的本体，称为局部本体。,本体,属于,局部本体
同时，各个系统可以拥有自己的本体，称为局部本体。,本体,实现,各个系统
"局部本体既可以在全局本体的基础上根据自己的需要进行扩充，也可以直接建立自己特有的本体，但无论哪种方式，都需要建立局部本体与全局本体之间的映射[12,13]。",局部本体,属于,建立局部本体与全局本体之间的映射
"局部本体既可以在全局本体的基础上根据自己的需要进行扩充，也可以直接建立自己特有的本体，但无论哪种方式，都需要建立局部本体与全局本体之间的映射[12,13]。",局部本体,实现,根据自己的需要进行扩充
"局部本体既可以在全局本体的基础上根据自己的需要进行扩充，也可以直接建立自己特有的本体，但无论哪种方式，都需要建立局部本体与全局本体之间的映射[12,13]。",局部本体,中文名,建立局部本体与全局本体之间的映射
这样，局部本体侧重于特定的知识，而全局本体则保证不同系统间异构的部分能进行交互。,局部本体,属于,特定的知识
这样，局部本体侧重于特定的知识，而全局本体则保证不同系统间异构的部分能进行交互。,局部本体,实现,不同系统间异构的部分能进行交互
这种方法既避免了局部本体存在过多的冗余，本体规模不会过于庞大，同时也达到了解决本体间异构的目的。,本体集成,属于,解决本体间异构的方法
这种方法既避免了局部本体存在过多的冗余，本体规模不会过于庞大，同时也达到了解决本体间异构的目的。,本体集成,实现,避免局部本体存在过多的冗余
这种方法既避免了局部本体存在过多的冗余，本体规模不会过于庞大，同时也达到了解决本体间异构的目的。,本体集成,中文名,避免局部本体存在过多的冗余
每个局部本体可以独立开发，对它们进行修改不会影响其他的系统，只要保证与全局本体一致就可以。,局部本体,属于,独立开发
每个局部本体可以独立开发，对它们进行修改不会影响其他的系统，只要保证与全局本体一致就可以。,局部本体,实现,对其他系统的修改
但是全局本体—局部本体的本体集成方法也并不完美。,本体集成方法,属于,全局本体—局部本体的本体集成方法
但是全局本体—局部本体的本体集成方法也并不完美。,本体集成方法,实现,把全局本体与局部本体进行集成
但是全局本体—局部本体的本体集成方法也并不完美。,本体集成方法,中文名,全局本体与局部本体的本体集成方法
但总的来说，全局本体—局部本体的集成方法较单本体的集成方法灵活。,全局本体—局部本体的集成方法,属于,较单本体的集成方法灵活
但总的来说，全局本体—局部本体的集成方法较单本体的集成方法灵活。,全局本体—局部本体的集成方法,实现,较单本体的集成方法灵活
但总的来说，全局本体—局部本体的集成方法较单本体的集成方法灵活。,全局本体—局部本体的集成方法,中文名,较单本体的集成方法灵活
一方面，在很多本体集成过程中，映射可看作集成的子过程。,本体集成,属于,集成的子过程
一方面，在很多本体集成过程中，映射可看作集成的子过程。,本体集成,实现,映射
在单本体的本体集成中，需要分析不同本体之间的映射，才能够将它们集成为一个新的本体；在基于全局本体—局部本体的集成过程中，需要在局部本体和全局本体之间建立映射。,单本体的本体集成,属于,分析不同本体之间的映射
在单本体的本体集成中，需要分析不同本体之间的映射，才能够将它们集成为一个新的本体；在基于全局本体—局部本体的集成过程中，需要在局部本体和全局本体之间建立映射。,基于全局本体—局部本体的集成,实现,在局部本体和全局本体之间建立映射
此外，集成的本体对于不同的应用不具有通用性，缺乏灵活性。,本体,属于,不同的应用不具有通用性，缺乏灵活性
此外，集成的本体对于不同的应用不具有通用性，缺乏灵活性。,集成的本体,实现,不同的应用不具有通用性，缺乏灵活性
此外，集成的本体对于不同的应用不具有通用性，缺乏灵活性。,本体,中文名,本体
因此，本体集成不适合解决语义Web中分布和动态的多本体应用问题。,本体集成,属于,解决语义Web中分布和动态的多本体应用问题
因此，本体集成不适合解决语义Web中分布和动态的多本体应用问题。,本体集成,实现,不适合解决语义Web中分布和动态的多本体应用问题
因此，本体集成不适合解决语义Web中分布和动态的多本体应用问题。,本体集成,中文名,不适合解决语义Web中分布和动态的多本体应用问题
实际上，大多应用只需要实现本体间的互操作就可以满足需求，完全的集成是没有必要的。,本体间的互操作,属于,实现
