input,subject,relation,object
"遵照属性图的要素，节点4的出边集合为{边10,边11}，入边集合为{边8}，属性集合为{姓名=""王五""，年龄=32}；边11的头节点是节点3，尾节点是节点4，标签是“参加”，属性集合为{权重=0.4}。",节点4的出边集合,包含,边11
3.1.2知识图谱查询语言在知识图谱数据模型上，需要借助知识图谱查询语言进行查询操作。,知识图谱查询语言,包含,查询操作
目前，RDF图上的查询语言是SPARQL；属性图上的查询语言常用的是Cypher和Gremlin。,SPARQL,包含,RDF图上的查询语言
目前，RDF图上的查询语言是SPARQL；属性图上的查询语言常用的是Cypher和Gremlin。,Cypher,包含,属性图上的查询语言
1.SPARQLSPARQL是W3C制定的RDF图数据的标准查询语言[4]。,SPARQL,包含,W3C制定的RDF图数据的标准查询语言
最新的SPARQL1.1版本为有效查询RDF图专门设计了三元组模式、子图模式、属性路径等多种查询机制。,SPARQL1.1,包含,三元组模式查询机制
最新的SPARQL1.1版本为有效查询RDF图专门设计了三元组模式、子图模式、属性路径等多种查询机制。,SPARQL1.1,包含,子图模式查询机制
最新的SPARQL1.1版本为有效查询RDF图专门设计了三元组模式、子图模式、属性路径等多种查询机制。,SPARQL1.1,包含,属性路径查询机制
几乎全部的RDF三元组数据库都实现了SPARQL语言。,RDF三元组数据库,包含,SPARQL语言
查询使用的是RDF图数据。,查询,包含,RDF图数据
三元组模式查询是最基本的SPARQL查询。,SPARQL查询,包含,三元组模式查询
（2）查询程序员张三认识的其他程序员参加的项目输出：说明：这是由两个三元组模式组成的一个基本图模式（Basic_Graph_Pattern）查询，简称为BGP查询。,BGP查询,包含,查询程序员张三认识的其他程序员参加的项目
实际上，这两个三元组模式之间通过公共变量？p连接为一个链式查询。,三元组模式,包含,公共变量
（3）查询节点ex:zhangsan认识的30岁以上的程序员参加的项目名称输出：说明：关键字FILTER用于指明过滤条件，对变量匹配结果进行按条件筛选。,查询节点,包含,ex:zhangsan认识的30岁以上的程序员参加的项目名称
这里既有？p和？pr分别作为两个三元组模式的宾语和主语连接起来的链式模式，也有？p作为两个三元组模式的主语连接起来的星形结构，该查询是一个更加一般的BGP查询。,三元组模式的宾语和主语连接起来的链式模式,包含,？p
这里既有？p和？pr分别作为两个三元组模式的宾语和主语连接起来的链式模式，也有？p作为两个三元组模式的主语连接起来的星形结构，该查询是一个更加一般的BGP查询。,三元组模式的主语连接起来的星形结构,包含,？p
实际上，BGP查询相当于一个带有变量的查询图，查询过程是在数据图中寻找与查询图映射Isomorphism）或子图同态匹配的所有子图，等价于图论中的子图同构（Subgraph（Subgraph_Homomorphism）问题[5]，所以也将BGP查询称为子图匹配查询。,BGP查询,包含,子图同构（Subgraph（Subgraph_Homomorphism）问题
（4）查询年龄为29的参加了项目ex:graphdb的程序员参加的其他项目及其直接或间接认识的程序员参加的项目输出：说明：这里使用了Path）机制，ex:knows*/ex:participate类似于正则表达式，其表示经过0条、1条或多条ex:knows边，再经过一条ex:participate边。,ex:graphdb,包含,查询年龄为29的参加了项目ex:graphdb的程序员参加的其他项目及其直接或间接认识的程序员参加的项目
1.1引入的属性路径（Property_SPARQL_SPARQL实际上是一整套知识服务标准体系。,SPARQL_SPARQL,包含,知识服务标准体系
SPARQL1.1语言的语法和语义的完整定义请参见W3C的推荐标准“SPARQL1.1查询语言”[4]，该标准连同其他10个推荐标准共同组成了SPARQL知识平台，包括查询[4]、更新[6]、服务描述[7]、联邦查询[8]、查询结果格式[9]、蕴涵推理[10]和接口协议[11]等。,SPARQL1.1查询语言,包含,语法和语义的完整定义
开放的SPARQL学习教程有WikiBooks_SPARQL教程[12]、WikidataSPARQL教程[13]和Apache_Jena_SPARQL教程[14]等。,开放的SPARQL学习教程,包含,WikiBooks_SPARQL教程
开放的SPARQL学习教程有WikiBooks_SPARQL教程[12]、WikidataSPARQL教程[13]和Apache_Jena_SPARQL教程[14]等。,开放的SPARQL学习教程,包含,WikidataSPARQL教程
开放的SPARQL学习教程有WikiBooks_SPARQL教程[12]、WikidataSPARQL教程[13]和Apache_Jena_SPARQL教程[14]等。,开放的SPARQL学习教程,包含,Apache_Jena_SPARQL教程
2.CypherCypher最初是图数据库Neo4j中实现的属性图数据查询语言[15]。,Cypher,包含,属性图数据查询语言
与SPARQL一样，Cypher也是一种声明式语言，即用户只需要声明“查什么”，而无须关心“怎么查”，这就好比乘坐出租车到一个目的地，只需要告诉司机要到哪里，具体的行车路线可由司机安排，乘客并不需要关心。,Cypher,包含,声明式语言
这类语言的优点是便于用户学习掌握，同时给予数据库进行查询优化的空间，缺点是不能满足高级用户导航式查询的要求，数据库规划的查询执行计划有可能并不是最优方案。,这类语言的优点,包含,便于用户学习掌握
这类语言的优点是便于用户学习掌握，同时给予数据库进行查询优化的空间，缺点是不能满足高级用户导航式查询的要求，数据库规划的查询执行计划有可能并不是最优方案。,这类语言的缺点,包含,不能满足高级用户导航式查询的要求
2015年，Neo4j公司发起开源项目openCypher[16]，旨在对Cypher进行标准化工作，为其他实现者提供语法和语义的参考标准。,openCypher,包含,对Cypher进行标准化工作
虽然Cypher的发展目前仍由Neo4j主导，但包括SAP_HANA_Graph[17]、Redis_Graph[18]、AgensGraph[19]和Memgraph[20]等在内的图数据库产品已经实现了Cypher。,Cypher,包含,SAP_HANA_Graph
虽然Cypher的发展目前仍由Neo4j主导，但包括SAP_HANA_Graph[17]、Redis_Graph[18]、AgensGraph[19]和Memgraph[20]等在内的图数据库产品已经实现了Cypher。,Cypher,包含,Redis_Graph
虽然Cypher的发展目前仍由Neo4j主导，但包括SAP_HANA_Graph[17]、Redis_Graph[18]、AgensGraph[19]和Memgraph[20]等在内的图数据库产品已经实现了Cypher。,Cypher,包含,AgensGraph
虽然Cypher的发展目前仍由Neo4j主导，但包括SAP_HANA_Graph[17]、Redis_Graph[18]、AgensGraph[19]和Memgraph[20]等在内的图数据库产品已经实现了Cypher。,Cypher,包含,Memgraph
使用的知识图谱是图3-3中的属性图。,知识图谱,包含,属性图
（1）查询图中的所有程序员节点输出：说明：MATCH关键字指明需要匹配的模式，这里将节点分为了程序员和项目两类，p作为查询变量会依次绑定到每个类型为Programmer的节点，RETURN关键字返回变量p的值作为查询结果。,查询图中的所有程序员节点,包含,返回变量p的值作为查询结果。
（2）查询程序员与“图数据库”项目之间的边输出：说明：此查询返回边及其属性，程序员类型节点与图数据库项目节点之前存在3条标签为参加的边。,程序员,包含,参加的
（2）查询程序员与“图数据库”项目之间的边输出：说明：此查询返回边及其属性，程序员类型节点与图数据库项目节点之前存在3条标签为参加的边。,程序员,包含,图数据库项目
（3）查询从节点1出发的标签为“认识”的边输出：说明：从节点1出发沿“认识”边到达节点2和节点4。,查询从节点1出发的标签为“认识”的边,包含,从节点1出发沿“认识”边到达节点2和节点4
（4）查询节点1认识的30岁以上的程序员参加的项目名称输出：说明：该查询MATCH子句等价于SPARQLBGP查询的链式查询。,查询节点1认识的30岁以上的程序员参加的项目名称,包含,实现
（5）查询年龄为29的参加了项目3的程序员参加的其他项目及其直接或间接认识的程序员参加的项目输出：说明：“：认识*0..”表示由一个节点到达另一个节点的路径包括0个、1个或多个“认识”边。,项目3,包含,查询年龄为29的参加了项目3的程序员参加的其他项目
（5）查询年龄为29的参加了项目3的程序员参加的其他项目及其直接或间接认识的程序员参加的项目输出：说明：“：认识*0..”表示由一个节点到达另一个节点的路径包括0个、1个或多个“认识”边。,查询年龄为29的参加了项目3的程序员参加的其他项目,包含,直接或间接认识的程序员参加的项目
对比该查询的SPARQL版本。,查询的SPARQL版本,包含,对比
3.GremlinGremlin是Apache_TinkerPop图计算框架[21]提供的属性图查询语言[22]。,Gremlin,包含,属性图查询语言
Gremlin的定位是图遍历语言，其执行机制好比是一个人置身于图中沿着有向边，从一个节点到另一个节点进行导航式的游走。,Gremlin,包含,图遍历语言
Gremlin的定位是图遍历语言，其执行机制好比是一个人置身于图中沿着有向边，从一个节点到另一个节点进行导航式的游走。,Gremlin,包含,执行机制
这种执行方式决定了用户使用Gremlin需要指明具体的导航步骤，这和自己驾驶汽车到一个目的地需要知道行车路线是一个道理，所以将Gremlin归为过程式语言，即需要明确“怎么做”。,Gremlin,包含,需要指明具体的导航步骤
这类语言的优点是可以时刻知道自己在图中所处的位置，以及是如何到达该位置的；缺点是用户需要“认识路”！与受到SQL影响的声明式语言SPARQL和Cypher不同，Gremlin更像一种函数式的编程语言接口。,Gremlin,包含,函数式的编程语言接口
下面通过几个例子认识Gremlin语言，假设用g代表图3-3中的属性图。,Gremlin语言,包含,查询图3-3中属性图g的实现
（1）列出图中所有节点的属性输出：说明：V表示节点集合。,V,包含,节点
（2）列出图中所有的边输出：说明：E表示边集合。,E,包含,边
（3）查询从节点1出发的标签为“认识”的边输出：说明：v(1)选取id为1的节点；outE表示节点的出边集合，outE(’认识’)是标签为“认识”的出边集合。,出边,包含,标签为“认识”的出边集合
（3）查询从节点1出发的标签为“认识”的边输出：说明：v(1)选取id为1的节点；outE表示节点的出边集合，outE(’认识’)是标签为“认识”的出边集合。,节点,包含,v(1)
（4）查询节点1认识的30岁以上的程序员参加的项目名称输出：说明：out(’认识’)选取标签为“认识”的出边指向的邻接节点集合；filter为过滤器，filter{it.年龄>30}的意思是后面只处理年龄大于30的节点。,查询节点1认识的30岁以上的程序员参加的项目名称,包含,实现
"（5）查询年龄为29的参加了项目3的程序员参加的其他项目及其直接或间接认识的程序员参加的项目输出：说明：in(’参加’)选取标签为“参加”的入边连接的邻接节点集合；has(’年龄’,29)的作用是只选取具有属性“年龄=29”的节点；as('x')将当前的导航步骤命名为x;loop('x'){it.loops>=0}为从x开始到当前的步骤循环0次、1次或多次。",查询年龄为29的参加了项目3的程序员参加的其他项目,包含,参加的其他项目
"（5）查询年龄为29的参加了项目3的程序员参加的其他项目及其直接或间接认识的程序员参加的项目输出：说明：in(’参加’)选取标签为“参加”的入边连接的邻接节点集合；has(’年龄’,29)的作用是只选取具有属性“年龄=29”的节点；as('x')将当前的导航步骤命名为x;loop('x'){it.loops>=0}为从x开始到当前的步骤循环0次、1次或多次。",查询年龄为29的参加了项目3的程序员参加的其他项目及其直接或间接认识的程序员参加的项目,包含,参加的其他项目及其直接或间接认识的程序员参加的项目
对比该查询的SPARQL和Cypher版本。,SPARQL,包含,查询
3.2常见知识图谱存储方法本节介绍三类知识图谱数据库：基于关系数据库的存储方案、面向RDF的三元组数据库和原生图数据库，多数系统给出了演示操作步骤。,知识图谱数据库,包含,基于关系数据库的存储方案
3.2常见知识图谱存储方法本节介绍三类知识图谱数据库：基于关系数据库的存储方案、面向RDF的三元组数据库和原生图数据库，多数系统给出了演示操作步骤。,知识图谱数据库,包含,面向RDF的三元组数据库
3.2常见知识图谱存储方法本节介绍三类知识图谱数据库：基于关系数据库的存储方案、面向RDF的三元组数据库和原生图数据库，多数系统给出了演示操作步骤。,知识图谱数据库,包含,原生图数据库
3.2.1基于关系数据库的存储方案关系数据库拥有40多年的发展历史，从理论到实践有着一整套成熟体系。,关系数据库,包含,40多年的发展历史
3.2.1基于关系数据库的存储方案关系数据库拥有40多年的发展历史，从理论到实践有着一整套成熟体系。,关系数据库,包含,一整套成熟体系
在历史上，关系数据库曾经取代了层次数据库和网状数据库；成功吸收容纳了面向对象数据库和XML数据库，成为现今数据管理的主流数据库产品。,关系数据库,包含,层次数据库
在历史上，关系数据库曾经取代了层次数据库和网状数据库；成功吸收容纳了面向对象数据库和XML数据库，成为现今数据管理的主流数据库产品。,关系数据库,包含,网状数据库
在历史上，关系数据库曾经取代了层次数据库和网状数据库；成功吸收容纳了面向对象数据库和XML数据库，成为现今数据管理的主流数据库产品。,关系数据库,包含,面向对象数据库
在历史上，关系数据库曾经取代了层次数据库和网状数据库；成功吸收容纳了面向对象数据库和XML数据库，成为现今数据管理的主流数据库产品。,关系数据库,包含,XML数据库
在历史上，关系数据库曾经取代了层次数据库和网状数据库；成功吸收容纳了面向对象数据库和XML数据库，成为现今数据管理的主流数据库产品。,层次数据库,包含,关系数据库
在历史上，关系数据库曾经取代了层次数据库和网状数据库；成功吸收容纳了面向对象数据库和XML数据库，成为现今数据管理的主流数据库产品。,网状数据库,包含,关系数据库
在历史上，关系数据库曾经取代了层次数据库和网状数据库；成功吸收容纳了面向对象数据库和XML数据库，成为现今数据管理的主流数据库产品。,面向对象数据库,包含,关系数据库
在历史上，关系数据库曾经取代了层次数据库和网状数据库；成功吸收容纳了面向对象数据库和XML数据库，成为现今数据管理的主流数据库产品。,XML数据库,包含,关系数据库
因此基于历史上的成功经验，人们容易想到使用关系数据库存储知识图谱。,知识图谱,包含,关系数据库
基于关系数据库的存储方案是目前知识图谱采用的一种主要存储方法。,基于关系数据库的存储方案,包含,知识图谱存储方法
本小节将按照时间发展顺序简要介绍各种基于关系表的知识图谱存储结构，包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF。,基于关系表的知识图谱存储结构,包含,三元组表
本小节将按照时间发展顺序简要介绍各种基于关系表的知识图谱存储结构，包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF。,基于关系表的知识图谱存储结构,包含,水平表
本小节将按照时间发展顺序简要介绍各种基于关系表的知识图谱存储结构，包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF。,基于关系表的知识图谱存储结构,包含,属性表
本小节将按照时间发展顺序简要介绍各种基于关系表的知识图谱存储结构，包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF。,基于关系表的知识图谱存储结构,包含,垂直划分
本小节将按照时间发展顺序简要介绍各种基于关系表的知识图谱存储结构，包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF。,基于关系表的知识图谱存储结构,包含,六重索引
本小节将按照时间发展顺序简要介绍各种基于关系表的知识图谱存储结构，包括三元组表、水平表、属性表、垂直划分、六重索引和DB2RDF。,基于关系表的知识图谱存储结构,包含,DB2RDF
对于其他格式的知识图谱，这些存储方案同样适用。,其他格式的知识图谱,包含,存储方案
表3-1是图3-4中知识图谱对应的三元组表，由于一共有21行，限于篇幅仅列出了前5行。,表3-1,包含,知识图谱对应的三元组表
表3-1三元组表三元组表存储方案虽然简单明了，但三元组表的行数与知识图谱的边数一样，其最大问题在于将知识图谱查询翻译为SQL查询后的三元组表自连接。,三元组表,包含,简单明了
例如，如图3-5所示的SPARQL查询是查找1850年出生且1934年逝世的创办了某公司的人，翻译为等价的SQL查询后如图3-6所示，这里三元组表的表名为t。,SPARQL查询,等价,查找1850年出生且1934年逝世的创办了某公司的人
例如，如图3-5所示的SPARQL查询是查找1850年出生且1934年逝世的创办了某公司的人，翻译为等价的SQL查询后如图3-6所示，这里三元组表的表名为t。,SPARQL查询,包含,查找1850年出生且1934年逝世的创办了某公司的人
例如，如图3-5所示的SPARQL查询是查找1850年出生且1934年逝世的创办了某公司的人，翻译为等价的SQL查询后如图3-6所示，这里三元组表的表名为t。,等价的SQL查询,包含,查找1850年出生且1934年逝世的创办了某公司的人
一般自连接的数量与SPARQL中三元组模式数量相当。,自连接,包含,SPARQL中三元组模式数量
当三元组表规模较大时，多个自连接操作会使SQL查询性能低下。,自连接操作,包含,多个自连接操作会使SQL查询性能低下
采用三元组表存储方案的代表是RDF数据库系统3store[24]。,RDF数据库系统3store,包含,采用三元组表存储方案
图3-5一个星形SPARQL查询图3-6三元组表方案中SPARQL查询转换为等价的SQL查询2.水平表水平表存储方案同样非常简单，与三元组表不同，其每行记录存储一个知识图谱中一个主语的所有谓语和宾语。,水平表存储方案,等价,一个知识图谱中一个主语的所有谓语和宾语
图3-5一个星形SPARQL查询图3-6三元组表方案中SPARQL查询转换为等价的SQL查询2.水平表水平表存储方案同样非常简单，与三元组表不同，其每行记录存储一个知识图谱中一个主语的所有谓语和宾语。,水平表存储方案,包含,一个主语的所有谓语和宾语
实际上，水平表就相当于知识图谱的邻接表。,水平表,包含,知识图谱的邻接表
表3-2是图3-4中知识图谱对应的水平表，共有5行、13列，限于篇幅省略了若干列。,表3-2,包含,水平表
表3-2是图3-4中知识图谱对应的水平表，共有5行、13列，限于篇幅省略了若干列。,表3-2,包含,5行
表3-2是图3-4中知识图谱对应的水平表，共有5行、13列，限于篇幅省略了若干列。,表3-2,包含,13列
不难看出，水平表的列数是知识图谱中不同谓语的数量，行数是知识图谱中不同主语的数量。,水平表的列数,包含,知识图谱中不同谓语的数量
不难看出，水平表的列数是知识图谱中不同谓语的数量，行数是知识图谱中不同主语的数量。,水平表的行数,包含,知识图谱中不同主语的数量
表3-2水平表在水平表存储方案中，图3-5所示的SPARQL查询可以等价地翻译为图3-7中的SQL查询。,SPARQL查询,等价,SQL查询
表3-2水平表在水平表存储方案中，图3-5所示的SPARQL查询可以等价地翻译为图3-7中的SQL查询。,水平表存储方案,包含,SPARQL查询
可见，与三元组表相比，水平表的查询大为简化，仅需单表查询即可完成该任务，不用进行连接操作。,水平表的查询,包含,单表查询
图3-7水平表方案中SPARQL查询转换为等价的SQL查询但是水平表的缺点在于：所需列的数目等于知识图谱中不同谓语数量，在真实知识图谱数据集中，不同谓语数量可能为几千个到上万个，很可能超出关系数据库允许的表中列数目的上限；对于一行来说，仅在极少数列上具有值，表中存在大量空值，空值过多会影响表的存储、索引和查询性能；在知识图谱中，同一主语和谓语可能具有多个不同宾语，即一对多联系或多值属性，而水平表的一行一列上只能存储一个值，无法应对这种情况（可以将多个值用分隔符连接存储为一个值，但这违反关系数据库设计的第一范式）；知识图谱的更新往往会引起谓语的增加、修改或删除，即水平表中列的增加、修改或删除，这是对于表结构的改变，成本很高。,水平表的缺点,等价,将多个值用分隔符连接存储为一个值，但这违反关系数据库设计的第一范式
图3-7水平表方案中SPARQL查询转换为等价的SQL查询但是水平表的缺点在于：所需列的数目等于知识图谱中不同谓语数量，在真实知识图谱数据集中，不同谓语数量可能为几千个到上万个，很可能超出关系数据库允许的表中列数目的上限；对于一行来说，仅在极少数列上具有值，表中存在大量空值，空值过多会影响表的存储、索引和查询性能；在知识图谱中，同一主语和谓语可能具有多个不同宾语，即一对多联系或多值属性，而水平表的一行一列上只能存储一个值，无法应对这种情况（可以将多个值用分隔符连接存储为一个值，但这违反关系数据库设计的第一范式）；知识图谱的更新往往会引起谓语的增加、修改或删除，即水平表中列的增加、修改或删除，这是对于表结构的改变，成本很高。,水平表的缺点,包含,所需列的数目等于知识图谱中不同谓语数量
采用水平表存储方案的代表是早期的RDF数据库系统DLDB[25]。,DLDB,包含,水平表存储方案
3.属性表属性表（Property_Table）存储方案是对水平表的细化，将同类主语分到一个表中，不同类主语分到不同表中。,属性表属性表,包含,水平表的细化
这样就解决了表中列的数目过多的问题。,表,包含,列数目过多的问题
对于图3-5中的SPARQL查询，在属性表存储方案上等价的SQL查询如图3-9所示；该查询与图3-7中水平表上查询的唯一区别是将表名由t变为了person。,属性表存储方案上等价的SQL查询,等价,图3-9所示
对于图3-5中的SPARQL查询，在属性表存储方案上等价的SQL查询如图3-9所示；该查询与图3-7中水平表上查询的唯一区别是将表名由t变为了person。,SPARQL查询,包含,等价的SQL查询
图3-8属性表图3-9属性表方案中SPARQL查询转换为等价的SQL查询属性表既克服了三元组表的自连接问题，又解决了水平表中列数目过多的问题。,属性表,等价,SPARQL查询转换为等价的SQL查询
图3-8属性表图3-9属性表方案中SPARQL查询转换为等价的SQL查询属性表既克服了三元组表的自连接问题，又解决了水平表中列数目过多的问题。,属性表,包含,自连接问题
图3-8属性表图3-9属性表方案中SPARQL查询转换为等价的SQL查询属性表既克服了三元组表的自连接问题，又解决了水平表中列数目过多的问题。,属性表,包含,水平表中列数目过多的问题
实际上，水平表方案是属性表存储方案的一种极端情况，即水平表是将所有主语划归为一类，因此属性表中的空值问题与水平表相比会大为缓解。,水平表方案,包含,属性表存储方案
采用属性表存储方案的代表是RDF三元组库Jena[26]。,RDF三元组库Jena,包含,采用属性表存储方案
4.垂直划分垂直划分（Vertical_Partitioning）存储方案是由美国麻省理工学院的Abadi等人在2007年提出的RDF数据存储方法[27]。,垂直划分存储方案,包含,RDF数据存储方法
该方法以三元组的谓语作为划分维度，将RDF知识图谱划分为若干张只包含(主语，宾语)两列的表，表的总数量即知识图谱中不同谓语的数量；也就是说，为每种谓语建立一张表，表中存放知识图谱中由该谓语连接的主语和宾语值。,RDF知识图谱的划分,包含,将RDF知识图谱划分为若干张只包含(主语，宾语)两列的表
对于图3-5中的SPARQL查询，在垂直划分存储方案中等价的SQL查询如图3-11所示；该查询涉及3张谓语表born、died和founder的连接操作。,垂直划分存储方案的等价的SQL查询,等价,图3-11
对于图3-5中的SPARQL查询，在垂直划分存储方案中等价的SQL查询如图3-11所示；该查询涉及3张谓语表born、died和founder的连接操作。,SPARQL查询,包含,等价的SQL查询
由于谓语表中的行都是按照主语列进行排序的，可以快速执行这种以“主语-主语”作为连接条件的查询操作，而这种连接操作又是常用的。,谓语表的行,包含,按照主语列进行排序
与之前基于关系数据库的知识图谱存储方案相比，垂直划分有一些突出的优点：谓语表仅存储出现在知识图谱中的三元组，解决了空值问题；一个主语的一对多联系或多值属性存储在谓语表的多行中，解决了多值问题；每个谓语表都按主语列的值进行排序，能够使用归并排序连接（Merge-sort_Join）快速执行不同谓语表的连接查询操作。,垂直划分,包含,谓语表的优点
与之前基于关系数据库的知识图谱存储方案相比，垂直划分有一些突出的优点：谓语表仅存储出现在知识图谱中的三元组，解决了空值问题；一个主语的一对多联系或多值属性存储在谓语表的多行中，解决了多值问题；每个谓语表都按主语列的值进行排序，能够使用归并排序连接（Merge-sort_Join）快速执行不同谓语表的连接查询操作。,垂直划分,包含,谓语表的优点
采用垂直划分存储方案的代表数据库是SW-Store[28]。,SW-Store,包含,垂直划分存储方案
5.六重索引六重索引（Sextuple_Indexing）存储方案是对三元组表的扩展，是一种典型的“空间换时间”策略，其将三元组全部6种排列对应地建立为6张表，即spo(主语，谓语，宾语)、pos(谓语，宾语，主语)、osp(宾语，主语，谓语)、sop(主语，宾语，谓语)、pso(谓语，主语，宾语)和ops(宾语，谓语，主语)。,六重索引六重索引（Sextuple_Indexing）存储方案,包含,spo(主语，谓语，宾语)、pos(谓语，宾语，主语)、osp(宾语，主语，谓语)、sop(主语，宾语，谓语)、pso(谓语，主语，宾语)和ops(宾语，谓语，主语)。
不难看出，其中spo表就是原来的三元组表。,spo表,包含,三元组表
六重索引通过6张表的连接操作不仅缓解了三元组表的单表自连接问题，而且加速了某些典型知识图谱查询的效率。,六重索引,包含,6张表的连接操作
使用六重索引方法的典型系统有RDF-3X[28]和Hexastore[29]。,RDF-3X,包含,六重索引方法
使用六重索引方法的典型系统有RDF-3X[28]和Hexastore[29]。,Hexastore,包含,六重索引方法
表3-3三元组模式查询能够使用的索引表图3-12一个链式SPARQL查询六重索引存储方案存在的问题包括：虽然部分缓解了三元组表的单表自连接问题，但需要花费6倍的存储空间开销、索引维护代价和数据更新时的一致性维护代价，随着知识图谱规模的增大，该问题会愈加突出；当知识图谱查询变得复杂时，会产生大量的连接索引表查询操作，索引表的自连接依然不可避免。,六重索引存储方案,包含,部分缓解了三元组表的单表自连接问题
6.DB2RDFDB2RDF是由IBM研究中心于2013年提出的一种面向实体的RDF知识图谱存储方案[30]，该方案是以往RDF关系存储方案的一种权衡折中，既具备了三元组表、属性表和垂直划分方案的部分优点，又克服了这些方案的部分缺点。,DB2RDF,包含,以往RDF关系存储方案的部分缺点
三元组表的优势在于“行维度”上的灵活性，即存储模式不会随行的增加而变化；DB2RDF方案将这种灵活性扩展到“列维度”上，即将表的列作为谓语和宾语的存储位置，而不将列与谓语进行绑定。,DB2RDF方案的灵活性,包含,表的列作为谓语和宾语的存储位置
当插入数据时，将谓语动态地映射存储到某列；方案能够确保将相同的谓语映射到同一组列上。,方案,包含,将相同的谓语映射到同一组列上
DB2RDF存储方案由4张表组成，即dph表、rph表、ds表和rs表；图3-13给出了图3-4中知识图谱对应的DB2RDF存储方案。,DB2RDF存储方案,包含,dph表
