input,subject,relation,object
例如，在包含Man⊓Women⊑⊥的本体中，概念Man和Women是互斥的。,Man,包含,概念Man
例如，在包含Man⊓Women⊑⊥的本体中，概念Man和Women是互斥的。,Women,包含,概念Women
例如，包含公理Eternity⊑⊥的本体中，概念Eternity是不可满足概念。,本体中,包含,公理Eternity⊑⊥
例如，包含公理Eternity⊑⊥的本体中，概念Eternity是不可满足概念。,本体中,包含,概念Eternity
例如，包含公理Man⊓Women⊑⊥、Man（Allen）和Women（Allen）的本体是不一致的。,本体,包含,公理Man⊓Women⊑⊥
例如，包含公理Man⊓Women⊑⊥、Man（Allen）和Women（Allen）的本体是不一致的。,本体,包含,Man（Allen）
例如，包含公理Man⊓Women⊑⊥、Man（Allen）和Women（Allen）的本体是不一致的。,本体,包含,Women（Allen）
例如，包含公理Man⊓Women⊑⊥、Professor⊑Man和Professor⊑Women的TBox是不一致的。,TBox,包含,公理Man⊓Women⊑⊥
例如，包含公理Man⊓Women⊑⊥、Professor⊑Man和Professor⊑Women的TBox是不一致的。,TBox,包含,Professor⊑Man
例如，包含公理Man⊓Women⊑⊥、Professor⊑Man和Professor⊑Women的TBox是不一致的。,TBox,包含,Professor⊑Women
找出概念C在给定知识库中的所有实例，需要找出属于C的所有个体a，即C(a)是给定知识库的逻辑结论。,C,包含,a
"例如，如果=｛D｝而且通过←C来对进行更新，那么将变成{C,D}。",O,包含,C
以描述逻辑为例，在初始情况下，是原始的Abox，迭代运用如下规则：其中，y是新加进来的个体。,初始情况,包含,原始的Abox
以描述逻辑为例，在初始情况下，是原始的Abox，迭代运用如下规则：其中，y是新加进来的个体。,规则,包含,其中，y是新加进来的个体。
"给定包含如下公理和断言的本体：Man⊓Women⊑⊥,Man(Allen)，检测实例Allen是否Woman_Woman(Allen)，根据⊓−−规则，在Man⊓Women（Allen）加入中，再通过⊑−规则得到⊥(Allen)，这样就得到了一个矛盾，中。",初始情况,包含,原始的Abox
"给定包含如下公理和断言的本体：Man⊓Women⊑⊥,Man(Allen)，检测实例Allen是否Woman_Woman(Allen)，根据⊓−−规则，在Man⊓Women（Allen）加入中，再通过⊑−规则得到⊥(Allen)，这样就得到了一个矛盾，中。",规则,包含,其中，y是新加进来的个体。
"给定包含如下公理和断言的本体：Man⊓Women⊑⊥,Man(Allen)，检测实例Allen是否Woman_Woman(Allen)，根据⊓−−规则，在Man⊓Women（Allen）加入中，再通过⊑−规则得到⊥(Allen)，这样就得到了一个矛盾，中。",本体,包含,公理和断言
为了提高Tableaux算法的效率，研究者提出了不少优化技术[20-22]，使该算法对于中小型描述逻辑知识库的推理达到了实用化的程度。,Tableaux算法,包含,提高该算法对于中小型描述逻辑知识库的推理
"逻辑编程的研究始于Prolog语言[24,25]，后来由ISO标准化。",逻辑编程,包含,Prolog语言
Prolog在多种系统中被实现，例如SWI-Prolog、Sicstus_Prolog、GNU_Prolog和XSB。,Prolog,包含,SWI-Prolog
Prolog在多种系统中被实现，例如SWI-Prolog、Sicstus_Prolog、GNU_Prolog和XSB。,Prolog,包含,Sicstus_Prolog
Prolog在多种系统中被实现，例如SWI-Prolog、Sicstus_Prolog、GNU_Prolog和XSB。,Prolog,包含,GNU_Prolog
Prolog在多种系统中被实现，例如SWI-Prolog、Sicstus_Prolog、GNU_Prolog和XSB。,Prolog,包含,XSB
在通常情况下，Prolog程序是通过SLD消解和回溯来执行的[25]。,Prolog程序,包含,SLD消解
在通常情况下，Prolog程序是通过SLD消解和回溯来执行的[25]。,Prolog程序,包含,回溯
运行结果依赖对规则内部的原子顺序和规则之间的顺序，因此不是完全的声明式的（declarative）。,运行结果,包含,非完全的声明式
"原子（atom）形如p(t1,…,tn），其中p是一个谓词，t1,…,tn为项，n被称为p的元数。",原子,包含,"p(t1,…,tn）"
"例如，假定has_child为一个二元谓词，原子has_child(X,Y)表示变量X和Y有has_child的关系，而原子has_child(jim,bob)表示常量jim和bob有has_child的关系。",has_child,包含,原子
"H称为此规则的头部原子，B1,B2,…,Bm称为体部原子。",H,包含,头部原子
"H称为此规则的头部原子，B1,B2,…,Bm称为体部原子。",B1,包含,体部原子
"例如，规则has_child(Y,X):-has_son(X,Y)表示当X和Y有has_son的关系时，则Y与X有has_child的关系。",规则,包含,has_child
"例如，规则has_child(Y,X):-has_son(X,Y)表示当X和Y有has_son的关系时，则Y与X有has_child的关系。",规则,包含,has_son
"例如，上面的关于图联通的例子，结果集为{path(a,b).path(b,c).path(a,c).path(d,e).edge(a,b).edge(b,c).edge(d,e)}，如图6-3所示。",图联通,包含,"path(a,b)"
"例如，上面的关于图联通的例子，结果集为{path(a,b).path(b,c).path(a,c).path(d,e).edge(a,b).edge(b,c).edge(d,e)}，如图6-3所示。",图联通,包含,"path(b,c)"
"例如，上面的关于图联通的例子，结果集为{path(a,b).path(b,c).path(a,c).path(d,e).edge(a,b).edge(b,c).edge(d,e)}，如图6-3所示。",图联通,包含,"path(a,c)"
"例如，上面的关于图联通的例子，结果集为{path(a,b).path(b,c).path(a,c).path(d,e).edge(a,b).edge(b,c).edge(d,e)}，如图6-3所示。",图联通,包含,"path(d,e)"
"例如，上面的关于图联通的例子，结果集为{path(a,b).path(b,c).path(a,c).path(d,e).edge(a,b).edge(b,c).edge(d,e)}，如图6-3所示。",图联通,包含,"edge(a,b)"
"例如，上面的关于图联通的例子，结果集为{path(a,b).path(b,c).path(a,c).path(d,e).edge(a,b).edge(b,c).edge(d,e)}，如图6-3所示。",图联通,包含,"edge(b,c)"
"例如，上面的关于图联通的例子，结果集为{path(a,b).path(b,c).path(a,c).path(d,e).edge(a,b).edge(b,c).edge(d,e)}，如图6-3所示。",图联通,包含,"edge(d,e)"
下面介绍的三种语言SWRL、OWL_RL、RDFS与Datalog密切相关。,SWRL,包含,Datalog
下面介绍的三种语言SWRL、OWL_RL、RDFS与Datalog密切相关。,OWL_RL,包含,Datalog
下面介绍的三种语言SWRL、OWL_RL、RDFS与Datalog密切相关。,RDFS,包含,Datalog
SWRL规则形如Datalog，只是限制原子的谓词必须是本体中的概念或者属性。,SWRL规则,包含,Datalog
SWRL规则形如Datalog，只是限制原子的谓词必须是本体中的概念或者属性。,SWRL规则,包含,限制原子的谓词必须是本体中的概念或者属性
知识图谱领域也有多个系统，包括KAON2[7]、HermiT[8]、Pellet[9]、Stardog[10]、RDFox[11]等，支持RL或者SWRL推理。,知识图谱推理系统,包含,KAON2
知识图谱领域也有多个系统，包括KAON2[7]、HermiT[8]、Pellet[9]、Stardog[10]、RDFox[11]等，支持RL或者SWRL推理。,知识图谱推理系统,包含,HermiT
知识图谱领域也有多个系统，包括KAON2[7]、HermiT[8]、Pellet[9]、Stardog[10]、RDFox[11]等，支持RL或者SWRL推理。,知识图谱推理系统,包含,Pellet
知识图谱领域也有多个系统，包括KAON2[7]、HermiT[8]、Pellet[9]、Stardog[10]、RDFox[11]等，支持RL或者SWRL推理。,知识图谱推理系统,包含,Stardog
知识图谱领域也有多个系统，包括KAON2[7]、HermiT[8]、Pellet[9]、Stardog[10]、RDFox[11]等，支持RL或者SWRL推理。,知识图谱推理系统,包含,RDFox
表6-3Datalog相关工具总结RDFox是由牛津大学开发的可扩展、跨平台、基于内存的RDF三元组存储系统。,RDFox,包含,可扩展、跨平台、基于内存的RDF三元组存储系统
其最主要的特点是支持基于内存的高效并行Datalog推理，同时也支持SPARQL查询。,OWL_Reasoner,包含,基于内存的高效并行Datalog推理
其最主要的特点是支持基于内存的高效并行Datalog推理，同时也支持SPARQL查询。,OWL_Reasoner,包含,SPARQL查询
将结果输出为结合规则推理的所有三元组实例化。,结合规则推理,包含,三元组实例化
OMQ可以看作OBDA的特殊情况，即每个本体中谓词的实例都存储在一个特定的对应表中，而映射只是一个简单的同构关系。,OMQ,包含,OBDA的特殊情况
1.OBDA框架OBDA框架包含外延（extensional）和内涵（intensional）两个部分。,OBDA框架,包含,外延
1.OBDA框架OBDA框架包含外延（extensional）和内涵（intensional）两个部分。,OBDA框架,包含,内涵
将SPARQL利用映射M展开，把每一个查询中的谓词替换成映射中的定义，生成SQL语句查询[30]。,SPARQL,包含,查询中的谓词
通过层次关系和定义域可以被重写为q1'=请注意q1’包括了所有的已知教师和所有有教学任务的人。,q1,包含,所有的已知教师和所有有教学任务的人
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,包含,Ontop
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,包含,Mastro
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,包含,Stardog
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,包含,Ultrawrap
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,包含,Morph
它被扩展为支持对具有反向和传递属性的RDFS扩展的推断。,OWL_2_RDFS,包含,支持对具有反向和传递属性的RDFS扩展的推断
6.2.4基于产生式规则的方法1.产生式系统产生式系统是一种前向推理系统，可以按照一定机制执行规则并达到某些目标，与一阶逻辑类似，也有区别。,产生式系统,包含,一阶逻辑
"事实集合是运行内存（Working_Memory,WM）为事实（WME）的集合，用于存储当前系统中的所有事实。",事实集合,包含,"运行内存（Working_Memory,WM）为事实（WME）"
事实可描述对象，形如(typeattr_1:val_1attr_2:val_2…attr_n:val_n），其中type、attr_i、val_i均为原子（常量）。,事实对象的类型属性,包含,type
事实可描述对象，形如(typeattr_1:val_1attr_2:val_2…attr_n:val_n），其中type、attr_i、val_i均为原子（常量）。,事实对象的类型属性,包含,attr_i
事实可描述对象，形如(typeattr_1:val_1attr_2:val_2…attr_n:val_n），其中type、attr_i、val_i均为原子（常量）。,事实对象的类型属性,包含,val_i
产生式形如：●IFconditionsTHENactions其中，conditions是由条件组成的集合，又称为LHS;actions是由动作组成的序列，又称为RHS。,产生式,包含,conditions
产生式形如：●IFconditionsTHENactions其中，conditions是由条件组成的集合，又称为LHS;actions是由动作组成的序列，又称为RHS。,产生式,包含,actions
其中，spec_i表示对attr_i的约束，形式可取下列中的一种：●原子，如：Alice(personname:Alice)●变量，如：x(personname:x)●表达式，如：[n+4](personage:[n+4])●布尔测试，如：{>10}(personage:{>10})●约束的与、或、非操作RHS是action的序列，执行时依次执行。,spec_i,包含,对attr_i的约束
动作的种类有如下三种：●ADDpattern。,动作的种类,包含,ADDpattern
例如，产生式IF(Studentname:)ThenADD(Personname:)表示如果有一个学生名为？x，则向事实集加入一个事实，表示有一个名为？x的人。,产生式,包含,IF(Studentname:)ThenADD(Personname:)
产生式具体语法因不同系统而异，某些系统中此产生式亦可写作(Studentname:x)⇒ADD(Personname:x)。,产生式具体语法,包含,不同系统
图6-7产生式系统执行流程产生式系统主要有三个部分：●模式匹配。,产生式系统,包含,模式匹配
模式匹配用每条规则的条件部分匹配当前的WM，如图6-8所示为匹配规则过程。,规则的条件部分,包含,匹配当前的WM
"规则为：（typexy）,(subClassOfyz)⇒ADD(typexz)。",typexy,包含,ADD(typexz)
"规则为：（typexy）,(subClassOfyz)⇒ADD(typexz)。",subClassOfyz,包含,ADD(typexz)
图6-9Rete网络图6-10Rete算法的匹配过程选择规则从被触发的多条规则中选择一条执行，常用的策略有：●随机选择。,Rete网络,包含,Rete算法的匹配过程
选择最具体的规则，例如下面的第二条规则比第一条更具体，故当同时满足时触发第二条：(Studentname:)⇒…(Studentname:age:20)⇒…●新近程度（recency）。,具体的规则,包含,第二条规则
选择最具体的规则，例如下面的第二条规则比第一条更具体，故当同时满足时触发第二条：(Studentname:)⇒…(Studentname:age:20)⇒…●新近程度（recency）。,第一条规则,包含,第二条规则
4.相关工具介绍表6-5为三个基于产生式规则的系统，它们都是基于Rete算法或其改进的。,基于产生式规则的系统,包含,基于Rete算法或其改进的
提供三元组的内存存储于SPARQL、查询。,SPARQL,包含,内存存储于SPARQL、查询
GraphDB（原OWLIM）是一个可扩展的语义数据存储系统（基于RDF4J），其功能包含三元组存储、推理引擎、查询引擎，支持RDFS、OWL_DLP、OWL_Horst、OWL_2_RL等多种语言。,GraphDB,包含,三元组存储
GraphDB（原OWLIM）是一个可扩展的语义数据存储系统（基于RDF4J），其功能包含三元组存储、推理引擎、查询引擎，支持RDFS、OWL_DLP、OWL_Horst、OWL_2_RL等多种语言。,GraphDB,包含,推理引擎
GraphDB（原OWLIM）是一个可扩展的语义数据存储系统（基于RDF4J），其功能包含三元组存储、推理引擎、查询引擎，支持RDFS、OWL_DLP、OWL_Horst、OWL_2_RL等多种语言。,GraphDB,包含,查询引擎
GraphDB（原OWLIM）是一个可扩展的语义数据存储系统（基于RDF4J），其功能包含三元组存储、推理引擎、查询引擎，支持RDFS、OWL_DLP、OWL_Horst、OWL_2_RL等多种语言。,GraphDB,包含,语义数据存储系统
GraphDB（原OWLIM）是一个可扩展的语义数据存储系统（基于RDF4J），其功能包含三元组存储、推理引擎、查询引擎，支持RDFS、OWL_DLP、OWL_Horst、OWL_2_RL等多种语言。,GraphDB,包含,RDFS
GraphDB（原OWLIM）是一个可扩展的语义数据存储系统（基于RDF4J），其功能包含三元组存储、推理引擎、查询引擎，支持RDFS、OWL_DLP、OWL_Horst、OWL_2_RL等多种语言。,GraphDB,包含,OWL_DLP
GraphDB（原OWLIM）是一个可扩展的语义数据存储系统（基于RDF4J），其功能包含三元组存储、推理引擎、查询引擎，支持RDFS、OWL_DLP、OWL_Horst、OWL_2_RL等多种语言。,GraphDB,包含,OWL_Horst
GraphDB（原OWLIM）是一个可扩展的语义数据存储系统（基于RDF4J），其功能包含三元组存储、推理引擎、查询引擎，支持RDFS、OWL_DLP、OWL_Horst、OWL_2_RL等多种语言。,GraphDB,包含,OWL_2_RL
GraphDB（原OWLIM）是一个可扩展的语义数据存储系统（基于RDF4J），其功能包含三元组存储、推理引擎、查询引擎，支持RDFS、OWL_DLP、OWL_Horst、OWL_2_RL等多种语言。,GraphDB,包含,多种语言
基于归纳的知识图谱推理主要是通过对知识图谱已有信息的分析和挖掘进行推理的，最常用的信息为已有的三元组。,基于归纳的知识图谱推理,包含,已有的三元组
按照推理要素的不同，基于归纳的知识图谱推理可以分为以下几类：基于图结构的推理、基于规则学习的推理和基于表示学习的推理。,基于归纳的知识图谱推理,包含,基于图结构的推理
按照推理要素的不同，基于归纳的知识图谱推理可以分为以下几类：基于图结构的推理、基于规则学习的推理和基于表示学习的推理。,基于归纳的知识图谱推理,包含,基于规则学习的推理
按照推理要素的不同，基于归纳的知识图谱推理可以分为以下几类：基于图结构的推理、基于规则学习的推理和基于表示学习的推理。,基于归纳的知识图谱推理,包含,基于表示学习的推理
对于这些三元组，从图的角度来看，可以看作是标签的有向图，有向图以实体为节点，以关系为有向边，并且每个关系边从头实体的节点指向尾实体的节点，如图6-11所示。,三元组,包含,关系边
例如，上面的示例中描述了不同人物之间的关系以及人物的职业信息，包含了如下的路径：这是一条从实体小明到实体小小的路径，表述的信息是小明的妻子是小红，小红的孩子有小小。,路径,包含,这是一条从实体小明到实体小小的路径，表述的信息是小明的妻子是小红，小红的孩子有小小。
从语义角度来看，这条由关系“妻子是”和“孩子有”组成的路径揭示了小明和小小之间的父子关系，这条路径蕴涵着三元组：而这个推理过程不仅仅存在于这个包含小明、小红和小小的子图中，同样也存在于建国、秀娟和小明的子图中，而路径和三元组是常常同时出现在知识图谱中的。,路径,包含,小明和小小之间的父子关系
从语义角度来看，这条由关系“妻子是”和“孩子有”组成的路径揭示了小明和小小之间的父子关系，这条路径蕴涵着三元组：而这个推理过程不仅仅存在于这个包含小明、小红和小小的子图中，同样也存在于建国、秀娟和小明的子图中，而路径和三元组是常常同时出现在知识图谱中的。,路径,包含,这条路径蕴涵着三元组：
其中A、B、C是三个代表关系的变量，由“妻子是”和“孩子有”两种关系组成的路径与关系“孩子有”在图谱中是经常共现的，且其共现与A、B、C具体是什么实体没有关系。,路径与关系“孩子有”,包含,A、B、C
除了路径，实体的邻居节点以及它们之间的关系也是刻画和描述一个实体的重要信息，例如在上例中的关于“小明”的7个三元组鲜明地描述了小明这个人物，包括（小明，父亲是，建国）、（小明，获得奖项，最佳男主角）以及（小明，妻子是，小红）等。,小明,中文名,建国
除了路径，实体的邻居节点以及它们之间的关系也是刻画和描述一个实体的重要信息，例如在上例中的关于“小明”的7个三元组鲜明地描述了小明这个人物，包括（小明，父亲是，建国）、（小明，获得奖项，最佳男主角）以及（小明，妻子是，小红）等。,小明,中文名,最佳男主角
除了路径，实体的邻居节点以及它们之间的关系也是刻画和描述一个实体的重要信息，例如在上例中的关于“小明”的7个三元组鲜明地描述了小明这个人物，包括（小明，父亲是，建国）、（小明，获得奖项，最佳男主角）以及（小明，妻子是，小红）等。,小明,中文名,小红
除了路径，实体的邻居节点以及它们之间的关系也是刻画和描述一个实体的重要信息，例如在上例中的关于“小明”的7个三元组鲜明地描述了小明这个人物，包括（小明，父亲是，建国）、（小明，获得奖项，最佳男主角）以及（小明，妻子是，小红）等。,小明,中文名,建国
除了路径，实体的邻居节点以及它们之间的关系也是刻画和描述一个实体的重要信息，例如在上例中的关于“小明”的7个三元组鲜明地描述了小明这个人物，包括（小明，父亲是，建国）、（小明，获得奖项，最佳男主角）以及（小明，妻子是，小红）等。,小明,中文名,最佳男主角
除了路径，实体的邻居节点以及它们之间的关系也是刻画和描述一个实体的重要信息，例如在上例中的关于“小明”的7个三元组鲜明地描述了小明这个人物，包括（小明，父亲是，建国）、（小明，获得奖项，最佳男主角）以及（小明，妻子是，小红）等。,小明,中文名,小红
一般而言，离实体越近的节点对描述这个实体的贡献越大，在知识图谱推理的研究中，常考虑的是实体一跳和两跳范围内的节点和关系。,知识图谱推理,包含,实体一跳和两跳范围内的节点和关系
2.常见算法简介典型的基于图结构的推理方法有PRA（Path_Ranking_Algorithm）[10]利用了实体节点之间的路径当作特征从而进行链接预测推理。,基于图结构的推理方法,包含,PRA
"PRA处理的推理问题是关系推理，其中包含了两个任务，一个是给定关系r和头实体h预测可能的尾实体t是什么，即在给定h,r的情况下，预测哪个三元组（h,r,t）成立的可能性比较大，叫作尾实体链接预测；另一个是在给定r,t的情况下，预测可能的头实体h是什么，叫作头实体链接预测。",PRA处理的推理问题,包含,关系推理
在PRA中，利用随机游走的路径排序算法首先需要生成一些路径特征，一个路径P是由一系列关系组成的，即：式中，Tn为关系rn的作用域（range)以及关系rn−1的值域（domian)，即Tn=range（rn）=domain（rn−1），关系的值域和作用域通常指的是实体的类型。,一个路径P,包含,一系列关系
"具体操作为，在随机游走的初始阶段，sℎ,P（e）初始化为1，如果e=s，否则初始化为0。",具体操作为,包含,"在随机游走的初始阶段，sℎ,P（e）初始化为1"
"具体操作为，在随机游走的初始阶段，sℎ,P（e）初始化为1，如果e=s，否则初始化为0。",具体操作为,包含,如果e=s，否则初始化为0
在路径特征搜索的过程中，PRA增加了对有效路径特征的约束，来有效减小搜索空间：路径在图谱中的支持度（support）应大于某设定的比例α；路径的长度小于或等于某设定的长度；每条路径至少有一个正样本在训练集中。,PRA,包含,对有效路径特征的约束
所以，CoR-PRA（Constant_and_Reversed_Path_RankingAlgorithm）[43]通过改变PRA的路径特征搜索策略，促使其能够涵盖更多种语义信息的特征，主要是包含常量的图结构特征。,CoR-PRA,包含,改变PRA的路径特征搜索策略，促使其能够涵盖更多种语义信息的特征
4）生成更长的路径特征候选集（LongConcatenatedPathCandidates）。,生成更长的路径特征候选集,包含,LongConcatenatedPathCandidates
"从路径搜索过程可以看出，相比PRA,CoR-PRA最重要的不同有两方面，一是增加了带有常量的路径特征的搜索，二是搜索过程由单项搜索变成了双向搜索。",CoR-PRA,包含,路径搜索过程
"为了提升路径搜索的效率，SFE去除了路径特征的概率计算这个需要较大计算量的过程，而是直接保留二值特征，仅记录此路径是否在两个实体之间存在，SFE首先通过随机游走采集每个实体的制定步数以内的子图特征，并记录下子图中所有的结束节点实体e，对于某个关系的训练样本实体对（h,t），如果实体ei同时存在于实体h和t的结束实体集中，那么就以ei为链接节点，将h和t对应子图中的结构生成一条h和t之间的路径。",SFE,包含,去除路径特征的概率计算
