input,subject,subject_type,data/object,relation,object,object_type
归纳推理是一种非形式化的推理，是由具体到一般的推理过程。,归纳推理,知识推理,属性,特点,非形式化的推理,文本
溯因推理[3]也是一种逻辑推理，是在给定一个或多个已有观察事实O（Observation），并根据已有的知识T（Theory）推断出对已有观察最简单且最有可能的解释的过程。,溯因推理,知识推理,属性,被定义为,在给定一个或多个已有观察事实O，并根据已有的知识T推断出对已有观察最简单且最有可能的解释的过程,文本
类比推理[4]可以看作只基于对一个事物的观察而进行的对另一个事物的归纳推理，是通过寻找两者之间可以类比的信息，将已知事物上的结论迁移到新的事物上的过程。,类比推理,知识推理,属性,被定义为,通过寻找两者之间可以类比的信息，将已知事物上的结论迁移到新的事物上的过程,文本
具体来说，知识图谱推理主要能够辅助推理出新的事实、新的关系、新的公理以及新的规则等。,知识图谱推理,知识推理,属性,作用,辅助推理出新的事实、新的关系、新的公理以及新的规则等；不一致性检测,文本
知识图谱的推理的主要技术手段主要可以分为两大类：基于演绎的知识图谱推理，如基于描述逻辑[9]、Datalog、产生式规则等；基于归纳的知识图谱推理，如图6-1所示的路径推理[10]、表示学习[11]、规则学习[12]、基于强化学习的推理[13]等。,知识图谱推理技术,知识推理,,包含,基于演绎的知识图谱推理,知识推理
知识图谱的推理的主要技术手段主要可以分为两大类：基于演绎的知识图谱推理，如基于描述逻辑[9]、Datalog、产生式规则等；基于归纳的知识图谱推理，如图6-1所示的路径推理[10]、表示学习[11]、规则学习[12]、基于强化学习的推理[13]等。,知识图谱推理技术,知识推理,,包含,基于归纳的知识图谱推理,知识推理
,基于演绎的知识图谱推理,知识推理,,包含,本体推理,知识推理
,本体推理,知识推理,,包含,基于表运算的本体推理方法,知识推理
2.基于Tableaux的本体推理方法基于表运算（Tableaux）的本体推理方法[20]是描述逻辑知识库一致性检测的最常用方法。,基于表运算的本体推理方法,知识推理,属性,作用,描述逻辑知识库一致性检测,文本
基于表运算的推理方法通过一系列规则构建Abox，以检测可满足性，或者检测某一实例是否存在某概念，基本思想类似于一阶逻辑的归结反驳。,基于表运算的本体推理方法,知识推理,属性,方法,通过一系列规则构建Abox，以检测可满足性，或者检测某一实例是否存在某概念，基本思想类似于一阶逻辑的归结反驳,文本
,本体推理,知识推理,,包含,本体推理工具,知识推理
FaCT++是曼彻斯特大学开发的描述逻辑推理机，使用C++实现，且能与Protégé集成。,FaCT++,知识图谱项目,,属于,本体推理工具,知识推理
FaCT++是曼彻斯特大学开发的描述逻辑推理机，使用C++实现，且能与Protégé集成。,FaCT++,知识图谱项目,属性,创建者,曼彻斯特大学,人物/实验室
Racer是美国Franz_Inc.公司开发的以描述逻辑为基础的本体推理机，也可以用作语义知识库，支持OWL_DL，支持部分OWL_2_DL并且支持单机和客户端/服务器两种模式，用Allegro_Common_Lisp实现。,Racer,知识图谱项目,,属于,本体推理工具,知识推理
Racer是美国Franz_Inc.公司开发的以描述逻辑为基础的本体推理机，也可以用作语义知识库，支持OWL_DL，支持部分OWL_2_DL并且支持单机和客户端/服务器两种模式，用Allegro_Common_Lisp实现。,Racer,知识图谱项目,属性,创建者,Franz_Inc.公司,人物/实验室
Pellet是马里兰大学开发的本体推理机，支持OWL_DL的所有特性，包括枚举类和XML数据类型的推理，并支持OWL_API以及Jena的接口。,Pellet,知识图谱项目,,属于,本体推理工具,知识推理
,Pellet,知识图谱项目,属性,创建者,马里兰大学,人物/实验室
,HermiT,知识图谱项目,属性,创建者,牛津大学,人物/实验室
HermiT是牛津大学开发的本体推理机，基于Hypertableaux运算，比其他推理机更加高效，支持OWL_2规则。,HermiT,知识图谱项目,,属于,本体推理工具,知识推理
,基于演绎的知识图谱推理,知识推理,,包含,基于逻辑编程的推理方法,知识推理
,基于逻辑编程的推理方法,知识推理,,包含,逻辑编程,知识推理
,逻辑编程,知识推理,,属于,基于规则的知识表示语言,知识推理
,逻辑编程,知识推理,属性,特点,有更大的灵活性,文本
,基于逻辑编程的推理方法,知识推理,,包含,Datalog语言,知识推理
2.Datalog语言Datalog语言是一种面向知识库和数据库设计的逻辑语言。,Datalog语言,知识推理,属性,被定义为,面向知识库和数据库设计的逻辑语言,文本
,基于逻辑编程的推理方法,知识推理,,包含,基于Datalog的推理工具,知识推理
,RDFox,知识图谱项目,,属于,基于Datalog的推理工具,知识推理
,RDFox,知识图谱项目,属性,创建者,牛津大学,人物/实验室
,基于演绎的知识图谱推理,知识推理,,包含,基于查询重写的方法,知识推理
,基于查询重写的方法,知识推理,,包含,本体介导的查询回答,知识推理
,基于查询重写的方法,知识推理,,包含,基于本体的数据访问,知识推理
,本体介导的查询回答,知识推理,属性,被定义为,知识图谱已经存在，直接在知识图谱之上的查询,文本
,基于本体的数据访问,知识推理,属性,被定义为,数据并不以知识图谱的形式存在，而是存在外部的数据库中的查询,文本
"第一种情况直接在知识图谱之上的查询称为本体介导的查询回答（Ontology-MediatedQuery_Answering,OMQ）[27]。",本体介导的查询回答,知识推理,属性,英文名,"Ontology-MediatedQuery_Answering,OMQ",文本
"第二种情况称为基于本体的数据访问（Ontology-Based_Data_Access,OBDA）[28,29]。",基于本体的数据访问,知识推理,属性,英文名,"Ontology-Based_Data_Access,OBDA",文本
1.OBDA框架OBDA框架包含外延（extensional）和内涵（intensional）两个部分。,基于本体的数据访问框架,知识推理,,包含,外延层,知识推理
1.OBDA框架OBDA框架包含外延（extensional）和内涵（intensional）两个部分。,基于本体的数据访问框架,知识推理,,包含,内涵层,知识推理
"外延层为符合某个数据库架构（schema）S的一个源数据库D,S通常包括数据库表的定义和完整性约束。",外延层,知识推理,属性,被定义为,符合某个数据库架构S的一个源数据库D，S通常包括数据库表的定义和完整性约束,文本
"内涵层为一个OBDA规范P=（T,M,S），其中T是本体，S是数据源模式，M是从S到T的映射。",内涵层,知识推理,属性,被定义为,"一个OBDA规范P=（T,M,S），其中T是本体，S是数据源模式，M是从S到T的映射",文本
,基于本体的数据访问实现方式,知识推理,,包含,ETL,知识推理
,基于本体的数据访问实现方式,知识推理,,包含,OBDA查询重写,知识推理
,ETL,知识推理,属性,特点,实现简单直接,文本
,ETL,知识推理,属性,方法,生成映射得到的知识图谱M(D)，然后保存到一个三元组存储库中,文本
,ETL,知识推理,属性,缺点,当底层数据量特别大或者数据经常变化时，或者映射规则需要修改时，ETL的 成本可能很高，也需要额外的存储空间。,文本
,OBDA查询重写,知识推理,属性,方法,将在本体 层面的 SPARQL 查询重写为在原始数据库上的 SQL 查询。,文本
,OBDA查询重写步骤,知识推理,,包含,查询重写,知识推理
,OBDA查询重写步骤,知识推理,,包含,查询展开,知识推理
,OBDA查询重写步骤,知识推理,,包含,查询执行,知识推理
,OBDA查询重写步骤,知识推理,,包含,结果转换,知识推理
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,知识推理,,包含,Ontop,知识图谱项目
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,知识推理,,包含,Mastro,知识图谱项目
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,知识推理,,包含,Stardog,知识图谱项目
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,知识推理,,包含,Ultrawrap,知识图谱项目
4.相关工具介绍基于查询重写的推理机有多个，例如Ontop[12]Mastro[13]、Stardog[14]、Ultrawrap[15]、Morph[16]。,基于查询重写的推理机,知识推理,,包含,Morph,知识图谱项目
Ontop兼容RDFS、OWL_2_QL、R2RML、SPARQL标准，并支持主流关系数据库，如Oracle、MySQL、SQL_Server、PostgreSQL。,Ontop,知识推理,属性,特点,兼容RDFS、OWL_2_QL、R2RML、SPARQL标准,文本
,Ontop,知识图谱项目,属性,创建者,意大利博尔扎诺自由大学,人物/实验室
Mastro最初是由意大利罗马大学开发的OBDA系统，现在由OBDA_Systems商业化运行。,Mastro,知识图谱项目,属性,创建者,意大利罗马大学,人物/实验室
,基于演绎的知识图谱推理,知识推理,,包含,基于产生式规则的方法,知识推理
,基于产生式规则的方法,知识推理,,包含,产生式系统,知识推理
,产生式系统,知识推理,属性,被定义为,一种前向推理系统，可以按照一定机制执行规则并达到某些目标,文本
一个产生式系统由事实集合、产生式集合和推理引擎三部分组成。,产生式系统,知识推理,,由组成,事实集合,知识推理
一个产生式系统由事实集合、产生式集合和推理引擎三部分组成。,产生式系统,知识推理,,由组成,产生式集合,知识推理
一个产生式系统由事实集合、产生式集合和推理引擎三部分组成。,产生式系统,知识推理,,由组成,推理引擎,知识推理
"事实集合是运行内存（Working_Memory,WM）为事实（WME）的集合，用于存储当前系统中的所有事实。",事实集合,知识推理,属性,被定义为,运行内存为事实的集合,文本
,事实集合,知识推理,属性,作用,存储当前系统中的所有事实,文本
"产生式集合（ProductionMemory,PM）由一系列的产生式组成。",产生式集合,知识推理,,由组成,产生式,知识推理
产生式形如：●IFconditionsTHENactions其中，conditions是由条件组成的集合，又称为LHS;actions是由动作组成的序列，又称为RHS。,产生式,知识推理,属性,被定义为,IF_conditions_THEN_actions，其中，conditions是由条件组成的集合，又称为LHS;actions是由动作组成的序列，又称为RHS,文本
推理引擎用于控制系统的执行。,推理引擎,知识推理,属性,作用,控制系统的执行,文本
图6-7产生式系统执行流程产生式系统主要有三个部分：●模式匹配。,产生式系统,知识推理,,包含,模式匹配,知识推理
用规则的条件部分匹配事实集中的事实，整个LHS都被满足的规则被触发，并被加入议程（Agenda）。,模式匹配,知识推理,属性,方法,用规则的条件部分匹配事实集中的事实，整个LHS都被满足的规则被触发，并被加入议程,文本
,产生式系统,知识推理,,包含,选择规则,知识推理
●选择规则。,选择规则,知识推理,属性,方法,按一定的策略从被触发的多条规则中选择一条。,文本
,产生式系统,知识推理,,包含,执行规则,知识推理
,执行规则,知识推理,属性,方法,执行被选择出来的规则的RHS，从而操作运行内存,文本
,选择规则策略,知识推理,,包含,随机选择,知识推理
,随机选择,知识推理,属性,方法,从被触发的规则中随机选择一条执行,文本
,选择规则策略,知识推理,,包含,具体性,知识推理
,具体性,知识推理,属性,方法,选择最具体的规则,文本
,选择规则策略,知识推理,,包含,新近程度,知识推理
,新近程度,知识推理,属性,方法,选择最近没有被触发的规则执行动作,文本
,基于产生式规则的方法工具,知识推理,,包含,Drools,知识图谱项目
,基于产生式规则的方法工具,知识推理,,包含,Jena,知识图谱项目
,基于产生式规则的方法工具,知识推理,,包含,GraphDB,知识图谱项目
,基于演绎的知识图谱推理,知识推理,,包含,基于归纳的知识图谱推理,知识推理
按照推理要素的不同，基于归纳的知识图谱推理可以分为以下几类：基于图结构的推理、基于规则学习的推理和基于表示学习的推理。,基于归纳的知识图谱推理,知识推理,,包含,基于图结构的推理,知识推理
按照推理要素的不同，基于归纳的知识图谱推理可以分为以下几类：基于图结构的推理、基于规则学习的推理和基于表示学习的推理。,基于归纳的知识图谱推理,知识推理,,包含,基于规则学习的推理,知识推理
按照推理要素的不同，基于归纳的知识图谱推理可以分为以下几类：基于图结构的推理、基于规则学习的推理和基于表示学习的推理。,基于归纳的知识图谱推理,知识推理,,包含,基于表示学习的推理,知识推理
,基于图结构的推理,知识推理,,包含,基于图结构的推理方法,知识推理
,基于图结构的推理方法,知识推理,,包含,PRA,知识推理
,PRA,知识推理,属性,方法,利用了实体节点之间的路径当作特征从而进行链接预测推理,文本
,基于图结构的推理方法,知识推理,,包含,CoR-PRA,知识推理
,CoR-PRA,知识推理,属性,方法,]通过改变PRA的路径特征搜索策略，促使其能够涵盖更多种语义信息的特征，主要是包含常量的图结构特征,文本
,基于图结构的推理方法,知识推理,,包含,SFE,知识推理
,SFE,知识推理,属性,方法,"去除了路径特征的概率计算这个需要较大计算量的过程，而是直接保留二值特征，仅记录此路径是否在两个实体之间存在，SFE首先通过随机游走采集每个实体的制定步数以内的子图特征，并记录下子图中所有的结束节点实体e，对于某个关系的训练样本实体对（h,t），如果实体ei同时存在于实体h和t的结束实体集中，那么就以ei为链接节点，将h和t对应子图中的结构生成一条h和t之间的路径",文本
,基于规则学习的推理,知识推理,属性,特点,精确且可解释,文本
,基于规则学习的推理,知识推理,,包含,规则学习,知识推理
,规则学习,知识推理,,包含,规则,知识推理
,规则,知识推理,属性,内容,规则一般包含了两个部分，分别为规则头（head）和规则主体（body），其一般形式为rule:head←body,文本
,基于规则学习的推理,知识推理,,包含,自动化的规则学习方法,知识推理
所以，自动化的规则学习方法应运而生，旨在快速有效地从大规模知识图谱上学习置信度较高的规则，并服务于关系推理任务。,自动化的规则学习方法,知识推理,属性,目标,快速有效地从大规模知识图谱上学习置信度较高的规则,文本
,规则学习,知识推理,,包含,学习的规则评估方法,知识推理
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,支持度,知识推理,,属于,学习的规则评估方法,知识推理
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,置信度,知识推理,,属于,学习的规则评估方法,知识推理
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,规则头覆盖度,知识推理,,属于,学习的规则评估方法,知识推理
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,支持度,知识推理,属性,英文名,support,文本
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,置信度,知识推理,属性,英文名,confidence,文本
在规则学习过程中，对于学习到的规则一般有三种评估方法，分别是支持度（support）、置信度（confidence）、规则头覆盖度（headcoverage）。,规则头覆盖度,知识推理,属性,英文名,headcoverage,文本
,支持度,知识推理,属性,内容,满足规则主体和规则头的实例个数,文本
规则的置信度（confidence）的计算方式为：即规则支持度和满足规则主体的实例个数的比值，即在满足规则主体的实例中，同时也能满足规则头的实例比例。,置信度,知识推理,属性,内容,规则支持度和满足规则主体的实例个数的比值，即在满足规则主体的实例中，同时也能满足规则头的实例比例。,文本
规则头覆盖度（Head_Coverage）的计算方法为即规则支持度和满足规则头的实例个数的比值，即在满足规则头的实例中，同时也满足规则主体的实例比例。,规则头覆盖度,知识推理,属性,内容,支持度和满足规则头的实例个数的比值,文本
,规则学习,知识推理,,包含,规则学习方法,知识推理
,AMIE,知识推理,,属于,规则学习方法,知识推理
,基于表示学习的推理,知识推理,属性,方法,将知识图谱中包括实体和关系的元素映射到一个连续的向量空间中，为每个元素学习在向量空间中表示，向量空间中的表示可以是一个或多个向量或矩阵。,文本
,基于表示学习的推理,知识推理,,包含,表示学习,知识推理
表示学习让算法在学习向量表示的过程中自动捕捉、推理所需的特征，通过训练学习，将知识图谱中离散符号表示的信息编码在不同的向量空间表示中，使得知识图谱的推理能够通过预设的向量空间表示之间的计算自动实现，不需要显式的推理步骤。,表示学习,知识推理,属性,作用,让算法在学习向量表示的过程中自动捕捉、推理所需的特征,文本
,基于表示学习的推理,知识推理,,包含,TransE,知识推理
,基于表示学习的推理,知识推理,,包含,TransH,知识推理
,基于表示学习的推理,知识推理,,包含,TransR,知识推理
"TransE假设在任意一个知识图谱中的三元组（h,r,t），头实体的向量表示h加上关系的向量表示r应该等于尾实体的向量表示t。",TransE,知识推理,属性,方法,"假设在任意一个知识图谱中的三元组（h,r,t），头实体的向量表示h加上关系的向量表示r应该等于尾实体的向量表示t",文本
,TransE,知识推理,属性,缺点,无法很好地表示一对多（1-N）、多对一（N-1）以及多对多（N-N）的关系,文本
图6-18TransE和TransH对比向量空间假设对比TransH为每个关系r都设计了一个投影平面，并用投影平面的法向量wr表示这个平面，h和t的投影向量的计算方法如下：然后，利用投影向量进行三元组得分的计算，即TransH通过设计关系投影平面提升了TransE表达非一对一关系的能力，TransR[8]则通过拆分实体向量表示空间和关系表示向量空间来提升TransE的表达能力。,TransH,知识推理,属性,方法,在通过关系将头实体向量翻译到尾实体向量之前，先将头实体和尾实体向量投影到一个和当前关系相关的平面上,文本
,TransR,知识推理,属性,方法,通过拆分实体向量表示空间和关系表示向量空间来提升TransE的表达能力,文本
,基于表示学习的推理,知识推理,,包含,TransD,知识推理
,TransD,知识推理,属性,方法,用一个与实体相关的向量以及一个与关系相关的向量通过外积计算，动态地得到关系投影矩阵,文本
,基于表示学习的推理,知识推理,,包含,DistMult,知识推理
,DistMult,知识推理,属性,方法,将实体表示为向量，关系表示为矩阵，并将关系当作是一种向量空间中的线性变换,文本
,知识图谱表示学习方法评价指标,知识推理,,包含,平均排序,知识推理
,知识图谱表示学习方法评价指标,知识推理,,包含,倒数平均排序,知识推理
,知识图谱表示学习方法评价指标,知识推理,,包含,以及排序n以内的占比,知识推理
,知识图谱表示学习工具,知识图谱项目,,包含,OpenKE,知识图谱项目
,知识图谱推理,知识推理,,包含,知识图谱推理新进展,知识推理
,知识图谱推理新进展,知识推理,,包含,时序预测推理,知识推理
,知识图谱推理新进展,知识推理,,包含,基于强化学习的知识图谱推理,知识推理
,知识图谱推理新进展,知识推理,,包含,基于元学习的少样本知识图谱推理,知识推理
,知识图谱推理新进展,知识推理,,包含,图神经网络与知识图谱推理,知识推理
,知识图谱推理新进展,知识推理,,属于,知识推理,知识推理
,知识图谱表示学习工具,知识推理,,属于,知识表示,知识表示
,知识图谱表示学习方法评价指标,知识推理,,属于,评价指标,知识推理
,基于产生式规则的方法工具,知识推理,,实现,知识推理,知识推理
,评价指标,知识推理,,属于,知识推理,知识推理
,基于查询重写的推理机,知识推理,,源于,知识推理,知识推理
,OBDA查询重写步骤,知识推理,,属于,知识推理模型,知识推理
,知识推理模型,知识推理,,属于,知识推理,知识推理
,基于本体的数据访问框架,知识推理,,属于,数据访问,知识推理
,基于本体的数据访问实现方式,知识推理,,属于,数据访问,知识推理
,逻辑推理,知识推理,,属于,知识推理,知识推理
,选择规则策略,知识推理,,实现,知识推理,知识推理
,数据访问,知识推理,,实现,知识推理,知识推理
