input,subject,subject_type,data/object,relation,object,object_type
传统的专家系统通常包含知识库和推理引擎（InferenceEngine）两个核心模块。,传统的专家系统,知识表示,,包含,知识库模块,知识表示
传统的专家系统通常包含知识库和推理引擎（InferenceEngine）两个核心模块。,传统的专家系统,知识表示,,包含,推理引擎,知识表示
传统的专家系统通常包含知识库和推理引擎（InferenceEngine）两个核心模块。,推理引擎,知识表示,属性,英文名,InferenceEngine,文本
为了解决这一问题，人们开始研究具有较好的理论模型基础和算法复杂度的知识表示框架，比较有代表性的是描述逻辑语言（Description_Logic）[4]。,描述逻辑语言,知识表示,,属于,知识表示框架,知识表示
为了解决这一问题，人们开始研究具有较好的理论模型基础和算法复杂度的知识表示框架，比较有代表性的是描述逻辑语言（Description_Logic）[4]。,描述逻辑语言,知识表示,属性,英文名,Description_Logic,文本
描述逻辑是目前大多数本体语言（如OWL）的理论基础。,本体语言,知识表示,,来源,描述逻辑,知识表示
描述逻辑是目前大多数本体语言（如OWL）的理论基础。,OWL,知识表示,,属于,本体语言,知识表示
第一个描述逻辑语言是1985年由RonaldJ.Brachman等提出的KL-ONE[5]。,KL-ONE,知识图谱项目,,属于,描述逻辑语言,知识表示
第一个描述逻辑语言是1985年由RonaldJ.Brachman等提出的KL-ONE[5]。,KL-ONE,知识图谱项目,属性,被定义为,第一个描述逻辑语言,文本
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,描述逻辑,知识表示,属性,作用,刻画知识表达要素,文本
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,概念,知识表示,,属于,知识表达要素,知识表示
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,概念,知识表示,属性,英文名,Concepts,文本
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,属性,知识表示,,属于,知识表达要素,知识表示
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,属性,知识表示,属性,英文名,Roles,文本
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,个体,知识表示,,属于,知识表达要素,知识表示
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,个体,知识表示,属性,英文名,Individual,文本
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,关系,知识表示,,属于,知识表达要素,知识表示
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,关系,知识表示,属性,英文名,Relationships,文本
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,元语,知识表示,,属于,知识表达要素,知识表示
描述逻辑主要用于刻画概念（Concepts）、属性（Roles）、个体（Individual）、关系（Relationships）、元语（Axioms，即逻辑描述Logic_Statement）等知识表达要素。,元语,知识表示,属性,英文名,Axioms,文本
语义网的基础数据模型RDF受到了元数据模型、框架系统和面向对象语言等多方面的影响，其最初是为人们在Web上发布结构化数据提供一个标准的数据描述框架。,RDF,知识表示,属性,被定义为,语义网的基础数据模型,文本
无论是早期专家系统时代的知识表示方法，还是语义网时代的知识表示模型，都属于以符号逻辑为基础的知识表示方法。,早期专家系统时代的知识表示方法,知识表示,,属于,以符号逻辑为基础的知识表示方法,知识表示
无论是早期专家系统时代的知识表示方法，还是语义网时代的知识表示模型，都属于以符号逻辑为基础的知识表示方法。,语义网时代的知识表示模型,知识表示,,属于,以符号逻辑为基础的知识表示方法,知识表示
符号知识表示的特点是易于刻画显式、离散的知识，因而具有内生的可解释性。,符号知识表示,知识表示,属性,特点,易于刻画显式、离散的知识,文本
符号知识表示的特点是易于刻画显式、离散的知识，因而具有内生的可解释性。,符号知识表示,知识表示,属性,特点,易于刻画显式、离散的知识，因而具有内生的可解释性,文本
由此催生了采用连续向量的方式来表示知识的研究。,知识表示,知识表示,属性,方法,采用连续向量的方式,文本
随着表示学习的发展，以及自然语言处理领域词向量等嵌入（Embedding）技术手段的出现，启发了人们用类似于词向量的低维稠密向量的方式表示知识。,知识表示,知识表示,属性,方法,类似于词向量的低维稠密向量的方式,文本
2.2.1一阶谓词逻辑一阶谓词逻辑（或简称一阶逻辑）（First_Order_Logic）是公理系统的标准形式逻辑。,一阶谓词逻辑,知识表示,属性,被定义为,公理系统的标准形式逻辑,文本
2.2.2一阶谓词逻辑一阶谓词逻辑（或简称一阶逻辑）（First_Order_Logic）是公理系统的标准形式逻辑。,一阶谓词逻辑,知识表示,属性,英文名,First_Order_Logic,文本
2.2.3一阶谓词逻辑一阶谓词逻辑（或简称一阶逻辑）（First_Order_Logic）是公理系统的标准形式逻辑。,一阶谓词逻辑,知识表示,,等价,一阶逻辑,知识表示
但是，在一阶逻辑里，可以用谓词和变量表示知识，例如，图灵奖得主（x）表示x是图灵奖得主。,一阶逻辑,知识表示,,实现,用谓词和变量表示知识,知识表示
1.一阶谓词逻辑优点●结构性。,一阶谓词逻辑,知识表示,属性,特点,结构性,文本
一阶谓词逻辑优点●严密性。,一阶谓词逻辑,知识表示,属性,特点,紧密性,文本
一阶谓词逻辑有形式化的语法和语义，以及相关的推理规则。,一阶谓词逻辑,知识表示,,包含,形式化的语法和语义,知识表示
一阶谓词逻辑有形式化的语法和语义，以及相关的推理规则。,一阶谓词逻辑,知识表示,,包含,相关的推理规则,知识表示
一阶谓词逻辑优点●可实现性。,一阶谓词逻辑,知识表示,属性,特点,可实现性,文本
2.一阶谓词逻辑缺点●有限的可用性。,一阶谓词逻辑,知识表示,属性,缺点,有限的可用性。,文本
一阶谓词逻辑缺点●无法表示不确定性知识。,一阶谓词逻辑,知识表示,属性,缺点,无法表示不确定性知识,知识表示
2.2.2霍恩子句和霍恩逻辑霍恩子句（Horn_Clause）得名于逻辑学家Alfred_Horn[6]。,霍恩子句,知识表示,属性,创建者,Alfred_Horn,人物/实验室
2.2.2霍恩子句和霍恩逻辑霍恩子句（Horn_Clause）得名于逻辑学家Alfred_Horn[6]。,霍恩子句,知识表示,属性,英文名,Horn_Clause,文本
霍恩子句是带有最多一个肯定（positive）文字的子句，肯定文字指的是没有否定符号的文字。,霍恩子句,知识表示,属性,被定义为,带有最多一个肯定文字的子句，没有否定符号的文字,文本
霍恩逻辑（Horn_Logic）是一阶逻辑的子集。,霍恩逻辑,知识表示,,属于,一阶逻辑的子集,知识表示
基于霍恩逻辑的知识库是一个霍恩规则的集合。,基于霍恩逻辑的知识库,知识表示,,属于,基于霍恩规则的集合,知识表示
"一个霍恩规则由原子公式构成：B1∧∧Bn→H，其中H是头原子公式，B1,,Bn是体原子公式。",霍恩规则,知识表示,,由组成,原子公式,知识表示
1.霍恩逻辑的优点●结构性。,霍恩逻辑,知识表示,属性,特点,结构性,文本
霍恩逻辑的优点●严密性。,霍恩逻辑,知识表示,属性,特点,严密性,文本
霍恩逻辑有形式化的语法和语义，以及相关的推理规则。,霍恩逻辑,知识表示,,包含,形式化的语法和语义,知识表示
霍恩逻辑有形式化的语法和语义，以及相关的推理规则。,霍恩逻辑,知识表示,,包含,相关的推理规则,知识表示
霍恩逻辑的优点●易实现性。,霍恩逻辑,知识表示,属性,特点,易实现性,文本
2.霍恩逻辑的缺点●有限的表达能力。,霍恩逻辑,知识表示,属性,缺点,有限的表达能力,文本
霍恩逻辑的缺点●无法表示不确定性知识。,霍恩逻辑,知识表示,属性,缺点,无法表示不确定性知识,文本
2.2.3语义网络语义网络是由Quillian等人提出用于表达人类的语义知识并且支持推理[3]。,语义网络,知识表示,属性,作用,表达人类的语义知识,文本
2.2.3语义网络语义网络是由Quillian等人提出用于表达人类的语义知识并且支持推理[3]。,语义网络,知识表示,属性,作用,支持推理人类的语义知识,文本
2.2.3语义网络语义网络是由Quillian等人提出用于表达人类的语义知识并且支持推理[3]。,语义网络,知识表示,属性,创建者,Quillian,人物/实验室
语义网络又称联想网络，它在形式上是一个带标识的有向图。,语义网络,知识表示,,等价,联想网络,知识表示
图中“节点”用以表示各种事物、概念、情况、状态等。,节点,知识表示,属性,内容,事物,文本
图中“节点”用以表示各种事物、概念、情况、状态等。,节点,知识表示,属性,内容,概念,文本
图中“节点”用以表示各种事物、概念、情况、状态等。,节点,知识表示,属性,内容,情况,文本
图中“节点”用以表示各种事物、概念、情况、状态等。,节点,知识表示,属性,内容,状态,文本
每个节点可以带有若干属性。,节点,知识表示,,包含,属性,知识表示
节点与节点间的“连接弧”（称为联想弧）用以表示各种语义联系、动作。,连接弧,知识表示,,等价,联想弧,知识表示
节点与节点间的“连接弧”（称为联想弧）用以表示各种语义联系、动作。,连接弧,知识表示,属性,作用,表示各种语义联系、动作,文本
语义网络的单元是三元组：（节点1，联想弧，节点2）。,语义网络的单元,知识表示,,等价,三元组,知识表示
语义网络的单元是三元组：（节点1，联想弧，节点2）。,三元组,知识表示,属性,被定义为,（节点1，联想弧，节点2）,文本
1.语义网络的优点1）联想性。2）易用性。3）结构性。,语义网络,知识表示,属性,特点,联想性、易用性、结构性,文本
语义网络最初是作为人类联想记忆模型提出来的。,语义网络,知识表示,,来源,人类联想记忆模型,知识表示
语义网络是一种结构化的知识表示方法，对数据子图特别有效。,语义网络,知识表示,,属于,结构化的知识表示方法,知识表示
语义网络能把事物的属性以及事物间的各种语义联想显式地表示出来。,语义网络,知识表示,,实现,显式地表示事物的属性,知识表示
语义网络能把事物的属性以及事物间的各种语义联想显式地表示出来。,语义网络,知识表示,,实现,显式地表示事物间的各种语义联想,知识表示
2.语义网络的缺点1）无形式化语法。,语义网络,知识表示,属性,缺点,无形式化语法,文本
语义网络表示知识的手段多种多样，虽然灵活性很高，但同时也由于表示形式的不一致提高了对其处理的复杂性。,语义网络,知识表示,,包含,多种多样表示知识的手段,知识表示
2.2.4框架框架（Frame）最早由Marvin_Minsky在1975年提出[7]，目标是更好地理解视觉推理和自然语言处理。,框架,知识表示,属性,目标,更好地理解视觉推理和自然语言处理,文本
2.2.4框架框架（Frame）最早由Marvin_Minsky在1975年提出[7]，目标是更好地理解视觉推理和自然语言处理。,框架,知识表示,属性,英文名,Frame,文本
2.2.4框架框架（Frame）最早由Marvin_Minsky在1975年提出[7]，目标是更好地理解视觉推理和自然语言处理。,框架,知识表示,属性,创建时间,1975,时间
2.2.4框架框架（Frame）最早由Marvin_Minsky在1975年提出[7]，目标是更好地理解视觉推理和自然语言处理。,框架,知识表示,属性,创建者,Marvin_Minsky,人物/实验室
框架理论的基本思想是：认为人们对现实世界中各种事物的认识都以一种类似于框架的结构存储在记忆中。,框架理论,知识表示,属性,内容,人们对现实世界中各种事物的认识都以一种类似于框架的结构存储在记忆中,文本
框架是一种描述对象（事物、事件或概念等）属性的数据结构。,框架,知识表示,,属于,描述对象属性的数据结构,知识表示
框架是一种描述对象（事物、事件或概念等）属性的数据结构。,事物,知识表示,,属于,对象,知识表示
框架是一种描述对象（事物、事件或概念等）属性的数据结构。,事件,知识表示,,属于,对象,知识表示
框架是一种描述对象（事物、事件或概念等）属性的数据结构。,概念,知识表示,,属于,对象,知识表示
在框架理论中，类是知识表示的基本单位。,类,知识表示,属性,被定义为,知识表示的基本单位,文本
每个类有一些槽，每个槽又可分为若干“侧面”。,类,知识表示,,包含,槽侧面,知识表示
一个槽用于表示描述对象的一个属性，而一个侧面用语表示槽属性的一个方面，槽和侧面都可以有属性值，分别称为槽值和侧面值。,槽,知识表示,属性,作用,表示描述对象的一个属性,文本
一个槽用于表示描述对象的一个属性，而一个侧面用于表示槽属性的一个方面，槽和侧面都可以有属性值，分别称为槽值和侧面值。,侧面,知识表示,属性,作用,表示槽属性的一个方面,文本
除此之外，框架还允许给属性设默认值，以及设立触发器以维护框架。,框架,知识表示,,实现,给属性设默认值,知识表示
除此之外，框架还允许给属性设默认值，以及设立触发器以维护框架。,框架,知识表示,,实现,设立触发器以维护框架,知识表示
表2-1带变量框架实例表2-2变量赋值框架实例1.框架的优点1）结构性：能把事物的属性以及事物间的各种语义联想显式地表示出来。,框架,知识表示,属性,特点,结构性，能把事物的属性以及事物间的各种语义联想显式地表示出来,文本
框架的优点2）框架对于知识的描述比较全面，支持默认值以及触发器。,框架,知识表示,属性,特点,框架对于知识的描述比较全面，支持默认值以及触发器,文本
2.框架的缺点1）框架的构建成本非常高，对知识库的质量要求非常高。,框架,知识表示,属性,缺点,构建成本非常高,文本
2.框架的缺点1）框架的构建成本非常高，对知识库的质量要求非常高。,框架,知识表示,属性,缺点,对知识库的质量要求非常高,文本
框架的缺点2）默认值会增大推理的复杂度。,框架,知识表示,属性,缺点,默认值会增大推理的复杂度,文本
框架的缺点3）无法表示不确定性知识。,框架,知识表示,属性,缺点,无法表示不确定性知识,文本
2.2.5描述逻辑描述逻辑是一阶逻辑的一个可判定子集。,描述逻辑,知识表示,,属于,一阶逻辑的一个可判定子集,知识表示
描述逻辑最初由Ronald_J.Brachman在1985年提出。,描述逻辑,知识表示,属性,创建者,Ronald_J.Brachman,人物/实验室
描述逻辑最初由Ronald_J.Brachman在1985年提出。,描述逻辑,知识表示,属性,创建时间,1985,时间
描述逻辑可以被看成是利用一阶逻辑对语义网络和框架进行形式化后的产物。,描述逻辑,知识表示,,等价,利用一阶逻辑对语义网络和框架进行形式化后的产物,知识表示
一元谓词称为类，二元谓词称为关系。,一元谓词,知识表示,,等价,类,知识表示
一元谓词称为类，二元谓词称为关系。,二元谓词,知识表示,,等价,关系,知识表示
描述逻辑的重要特征是同时具有很强的表达能力和可判定性。,描述逻辑,知识表示,属性,特点,很强的表达能力,文本
描述逻辑的重要特征是同时具有很强的表达能力和可判定性。,描述逻辑,知识表示,属性,特点,很强的可判定性,文本
描述逻辑近年来受到广泛关注，被选为W3C互联网本体语言（OWL）的理论基础。,描述逻辑,知识表示,属性,被定义为,W3C互联网本体语言（OWL）的理论基础,文本
2.描述逻辑的缺点1）有限的表达能力。2）无法表示不确定性知识。,描述逻辑,知识表示,属性,缺点,有限的表达能力，无法表示不确定性知识,文本
1.描述逻辑的优点1）结构性。2）严密性。3）多样性。4）易实现性。描述逻辑能把事物的属性以及事物间的各种语义联想显式地表示出来。,描述逻辑,知识表示,属性,特点,结构性、严密性，多样性，易实现性，把事物的属性显式地表示出来,文本
描述逻辑有形式化的语法和语义，以及相关的推理规则。,描述逻辑,知识表示,,包含,形式化的语法,知识表示
描述逻辑有形式化的语法和语义，以及相关的推理规则。,描述逻辑,知识表示,,包含,语义以及相关的推理规则,知识表示
描述逻辑具有大量可判定的扩展，以满足不同应用场景的需求。,描述逻辑,知识表示,,包含,可判定的扩展,知识表示
早期Web的标准语言HTML和XML无法适应语义网对知识表示的要求，所以W3C提出了新的Web的标准语言RDF、RDFS和OWL。,RDF,知识表示,,属于,Web的标准语言,知识表示
早期Web的标准语言HTML和XML无法适应语义网对知识表示的要求，所以W3C提出了新的Web的标准语言RDF、RDFS和OWL。,RDFS,知识表示,,属于,Web的标准语言,知识表示
早期Web的标准语言HTML和XML无法适应语义网对知识表示的要求，所以W3C提出了新的Web的标准语言RDF、RDFS和OWL。,OWL,知识表示,,属于,Web的标准语言,知识表示
早期Web的标准语言HTML和XML无法适应语义网对知识表示的要求，所以W3C提出了新的Web的标准语言RDF、RDFS和OWL。,RDF,知识表示,属性,创建者,W3C,实验室
早期Web的标准语言HTML和XML无法适应语义网对知识表示的要求，所以W3C提出了新的Web的标准语言RDF、RDFS和OWL。,RDFS,知识表示,属性,创建者,W3C,实验室
早期Web的标准语言HTML和XML无法适应语义网对知识表示的要求，所以W3C提出了新的Web的标准语言RDF、RDFS和OWL。,OWL,知识表示,属性,创建者,W3C,实验室
RDF和RDFS的语法可以跟XML兼容。,RDF,知识表示,,实现,语法可以跟XML兼容,知识表示
RDF和RDFS的语法可以跟XML兼容。,RDFS,知识表示,,实现,语法可以跟XML兼容,知识表示
RDF是W3C的RDF工作组制定的关于知识图谱的国际标准。,RDF,知识表示,,属于,关于知识图谱的国际标准,知识表示
RDF是W3C一系列语义网标准的核心，如图2-4所示。,RDF,知识表示,属性,被定义为,W3C一系列语义网标准的核心,文本
●表示组（Representation）包括URI/IRI、XML和RDF。,表示组,知识表示,,包含,URI/IRI,知识表示
●表示组（Representation）包括URI/IRI、XML和RDF。,表示组,知识表示,,包含,XML,知识表示
●表示组（Representation）包括URI/IRI、XML和RDF。,表示组,知识表示,,包含,RDF,知识表示
●表示组（Representation）包括URI/IRI、XML和RDF。,表示组,知识表示,属性,英文名,Representation,文本
URI/IRI和XML主要是为RDF提供语法基础。,URI/IRI,知识表示,属性,作用,为RDF提供语法基础,文本
URI/IRI和XML主要是为RDF提供语法基础。,XML,知识表示,属性,作用,为RDF提供语法基础,文本
●推理组（Reasoning）包括RDF-S、本体OWL、规则RIF和统一逻辑。,推理组,知识表示,,包含,RDF-S,知识表示
●推理组（Reasoning）包括RDF-S、本体OWL、规则RIF和统一逻辑。,推理组,知识表示,,包含,本体OWL,知识表示
●推理组（Reasoning）包括RDF-S、本体OWL、规则RIF和统一逻辑。,推理组,知识表示,,包含,规则RIF,知识表示
●推理组（Reasoning）包括RDF-S、本体OWL、规则RIF和统一逻辑。,推理组,知识表示,,包含,统一逻辑,知识表示
●推理组（Reasoning）包括RDF-S、本体OWL、规则RIF和统一逻辑。,推理组,知识表示,属性,英文名,Reasoning,文本
目前，跟知识图谱最相关的有：图2-4W3C的语义网标准栈及其分组2006年，人们开始用RDF发布和链接数据，从而生成基于RDF的知识图谱，比较知名的有DBpedia、Yago和Freebase。,DBpedia,知识图谱项目,,属于,基于RDF的知识图谱,知识表示
目前，跟知识图谱最相关的有：图2-4W3C的语义网标准栈及其分组2006年，人们开始用RDF发布和链接数据，从而生成基于RDF的知识图谱，比较知名的有DBpedia、Yago和Freebase。,Yago,知识图谱项目,,属于,基于RDF的知识图谱,知识表示
目前，跟知识图谱最相关的有：图2-4W3C的语义网标准栈及其分组2006年，人们开始用RDF发布和链接数据，从而生成基于RDF的知识图谱，比较知名的有DBpedia、Yago和Freebase。,Freebase,知识图谱项目,,属于,基于RDF的知识图谱,知识表示
"每一份知识可以被分解为如下形式：(subject,predicate,object)。",知识,知识表示,,等价,"(subject,predicate,object)",知识表示
RDF中的主语是一个个体（Individual），个体是类的实例。,RDF中的主语,知识表示,,等价,个体,知识表示
RDF中的主语是一个个体（Individual），个体是类的实例。,RDF,知识表示,,包含,RDF中的主语,知识表示
RDF中的主语是一个个体（Individual），个体是类的实例。,个体,知识表示,,等价,类的实例,知识表示
RDF中的谓语是一个属性。,RDF中的谓语,知识表示,,等价,属性,知识表示
RDF中的主语是一个个体（Individual），个体是类的实例。,RDF,知识表示,,包含,RDF中的谓语,知识表示
属性可以连接两个个体，或者连接一个个体和一个数据类型的实例。,属性,知识表示,属性,作用,连接两个个体,文本
属性可以连接两个个体，或者连接一个个体和一个数据类型的实例。,属性,知识表示,属性,作用,连接一个个体和一个数据类型的实例,文本
"换言之，RDF中的宾语可以是一个个体，例如（IBM-Talk,speaker,Jeff）也可以是一个数据类型的实例，例如（IBM-Talk,talkDate,“05-10-2012”^xsd:date）。",RDF中的宾语,知识表示,,等价,个体,知识表示
"换言之，RDF中的宾语可以是一个个体，例如（IBM-Talk,speaker,Jeff）也可以是一个数据类型的实例，例如（IBM-Talk,talkDate,“05-10-2012”^xsd:date）。",RDF中的宾语,知识表示,,等价,数据类型的实例,知识表示
RDF中的主语是一个个体（Individual），个体是类的实例。,RDF,知识表示,,包含,RDF中的宾语,知识表示
在RDF中，三元组中的主谓宾都有一个全局标识URI，包括以上例子中的Jeff、IBM_Talk_和KG，如图2-7所示。,RDF中的主语,知识表示,属性,由组成,一个全局标识URI,知识表示
在RDF中，三元组中的主谓宾都有一个全局标识URI，包括以上例子中的Jeff、IBM_Talk_和KG，如图2-7所示。,RDF中的谓语,知识表示,属性,由组成,一个全局标识URI,知识表示
在RDF中，三元组中的主谓宾都有一个全局标识URI，包括以上例子中的Jeff、IBM_Talk_和KG，如图2-7所示。,RDF中的宾语,知识表示,属性,由组成,一个全局标识URI,知识表示
RDF允许没有全局标识的空白节点（Blank_Node）。,RDF,知识表示,,实现,没有全局标识的空白节点,知识表示
空白节点的前缀为“_”。,空白节点的前缀,知识表示,属性,被定义为,“_”,文本
RDF是抽象的数据模型，支持不同的序列化格式，例如RDF/XML、Turtle和N-Triple，如图2-10所示。,RDF,知识表示,,属于,抽象的数据模型,知识表示
RDF是抽象的数据模型，支持不同的序列化格式，例如RDF/XML、Turtle和N-Triple，如图2-10所示。,RDF,知识表示,,实现,不同的序列化格式,知识表示
