input,subject,subject_type,data/object,relation,object,object_type
因此，尽量将不同的语言转化为同样的语法格式能方便解决其他本体不匹配问题。,语法不匹配,知识融合,属性,方法,将不同的语言转化为同样的语法格式,文本
2.逻辑表示不匹配不同语言的逻辑表示也可能存在着不匹配。这就是说，不同的语言可能采用不同的形式来表示逻辑意义上的等价结果。,逻辑表示不匹配,知识融合,属性,被定义为,不同语言的逻辑表示，不同的语言可能采用不同的形式来表示逻辑意义上的等价结果,文本
相对而言，这类不匹配也容易解决，例如，通过定义从语言L1逻辑表示到语言L2的逻辑表示的转换规则。,逻辑表示不匹配,知识融合,属性,方法,定义从语言L1逻辑表示到语言L2的逻辑表示的转换规则,文本
3.原语的语义不匹配在语言层的另一个不匹配是语言原语的语义。,原语的语义不匹配,知识融合,属性,被定义为,语言原语的语义,文本
4.语言表达能力不匹配最后一种语言层的不匹配是指不同本体语言表达能力上的差异。,语言表达能力不匹配,知识融合,属性,被定义为,不同本体语言表达能力上的差异,文本
一般来说，当本体语言的表达能力不同时，为了方便解决本体之间的异构，需要将表达能力弱的语言向表达能力强的语言转换；但是，如果表达能力强的语言并不完全兼容表达能力弱的语言，这样的转换可能会造成信息的损失。,语言表达能力不匹配,知识融合,属性,方法,将表达能力弱的语言向表达能力强的语言转换,文本
Visser_P_R_S等人将本体模型层上的不匹配区分为概念化不匹配和解释不匹配两种情况[3]。,模型层不匹配,知识融合,,包含,概念化不匹配,知识融合
Visser_P_R_S等人将本体模型层上的不匹配区分为概念化不匹配和解释不匹配两种情况[3]。,模型层不匹配,知识融合,,包含,解释不匹配,知识融合
概念化不匹配是由于对同样的建模领域进行抽象的方式不同造成的；解释不匹配则是由于对概念化说明的方式不同造成的，这包括概念定义和使用术语上的不匹配。,概念化不匹配,知识融合,属性,被定义为,对同样的建模领域进行抽象的方式不同,文本
概念化不匹配是由于对同样的建模领域进行抽象的方式不同造成的；解释不匹配则是由于对概念化说明的方式不同造成的，这包括概念定义和使用术语上的不匹配。,解释不匹配,知识融合,属性,被定义为,对概念化说明的方式不同,文本
1.概念化不匹配概念化不匹配又可分为概念范围的不匹配和模型覆盖的不匹配两类。,概念化不匹配,知识融合,,包含,概念范围的不匹配,知识融合
1.概念化不匹配概念化不匹配又可分为概念范围的不匹配和模型覆盖的不匹配两类。,概念化不匹配,知识融合,,包含,模型覆盖的不匹配,知识融合
（1）概念范围的不匹配。同样名称的概念在不同的领域内表示的含义往往有差异；同时，不同的建模者出于对领域需求或主观认识上的不同，在建模过程中对概念的划分往往也有差异，这些都统称为概念范围的不匹配。,概念范围的不匹配,知识融合,属性,被定义为,同样名称的概念在不同的领域内表示的含义往往有差异；同时，不同的建模者出于对领域需求或主观认识上的不同，在建模过程中对概念的划分往往也有差异,文本
（2）模型覆盖的不匹配。不同本体对于描述的领域往往在覆盖的知识范围上有差异，而且对于所覆盖的范围，它们之间描述的详细程度也有差异，这就是模型覆盖的不匹配。,模型覆盖的不匹配,知识融合,属性,被定义为,描述的领域在覆盖的知识范围上有差异，而且对于所覆盖的范围，它们之间描述的详细程度也有差异,文本
一般来说，有三种不同维度的模型覆盖。①模型的广度，即本体模型描述的领域范围，也就是哪些领域内的事物是包含在本体内的，哪些领域内的事物不是当前本体所关心的。,模型覆盖,知识融合,,包含,模型的广度,知识融合
一般来说，有三种不同维度的模型覆盖。①模型的广度，即本体模型描述的领域范围，也就是哪些领域内的事物是包含在本体内的，哪些领域内的事物不是当前本体所关心的。,模型的广度,知识融合,属性,被定义为,本体模型描述的领域范围，哪些领域内的事物是包含在本体内的，哪些领域内的事物不是当前本体所关心的。,文本
一般来说，有三种不同维度的模型覆盖。②模型的粒度，即本体对所建模的领域进行描述的详细程度，如有的本体仅仅列出概念，有的本体则进一步列出概念的属性，甚至概念之间所具有的各种关系等。,模型覆盖,知识融合,,包含,模型的粒度,知识融合
一般来说，有三种不同维度的模型覆盖。②模型的粒度，即本体对所建模的领域进行描述的详细程度，如有的本体仅仅列出概念，有的本体则进一步列出概念的属性，甚至概念之间所具有的各种关系等。,模型的粒度,知识融合,属性,被定义为,本体对所建模的领域进行描述的详细程度,文本
一般来说，有三种不同维度的模型覆盖。③本体建模的观点，这决定了本体从什么认识角度来描述领域内的知识。,模型覆盖,知识融合,,包含,本体建模的观点,知识融合
一般来说，有三种不同维度的模型覆盖。③本体建模的观点，这决定了本体从什么认识角度来描述领域内的知识。,本体建模的观点,知识融合,属性,被定义为,从什么认识角度来描述领域内的知识,文本
2.解释不匹配本体模型层上的另一类不匹配现象是解释不匹配，它又包含了模型风格的不匹配和建模术语上的不匹配。,解释不匹配,知识融合,,包含,模型风格不匹配,知识融合
2.解释不匹配本体模型层上的另一类不匹配现象是解释不匹配，它又包含了模型风格的不匹配和建模术语上的不匹配。,解释不匹配,知识融合,,包含,建模术语不匹配,知识融合
（1）模型风格的不匹配①范例不匹配。不同的范例可用来表示相同的概念，这也就出现了不匹配。,模型风格不匹配,知识融合,,包含,范例不匹配,知识融合
（1）模型风格的不匹配①范例不匹配。不同的范例可用来表示相同的概念，这也就出现了不匹配。,范例不匹配,知识融合,属性,被定义为,不同的范例可用来表示相同的概念，这也就出现了不匹配。,文本
（1）模型风格的不匹配②概念描述不匹配。在本体建模中，对同一个概念的建模可以有几种选择。,模型风格不匹配,知识融合,,包含,概念描述不匹配,知识融合
（1）模型风格的不匹配②概念描述不匹配。在本体建模中，对同一个概念的建模可以有几种选择。,概念描述不匹配,知识融合,属性,被定义为,对同一个概念的建模可以选择,文本
（2）建模术语上的不匹配①同义术语。不同本体中含义上相同的概念常常由于建模者的习惯而被使用不同的名字表示。,建模术语不匹配,知识融合,,包含,同义术语,知识融合
（2）建模术语上的不匹配①同义术语。不同本体中含义上相同的概念常常由于建模者的习惯而被使用不同的名字表示。,同义术语,知识融合,属性,被定义为,不同本体中含义上相同的概念常常由于建模者的习惯而被使用不同的名字表示,文本
（2）建模术语上的不匹配②同形异义术语。,建模术语不匹配,知识融合,,包含,同形异义术语,知识融合
（2）建模术语上的不匹配③编码格式。最后的一种不匹配是由于本体表示中采用不同的编码格式造成的。,建模术语不匹配,知识融合,,包含,编码格式,知识融合
（2）建模术语上的不匹配③编码格式。最后的一种不匹配是由于本体表示中采用不同的编码格式造成的。,编码格式,知识融合,属性,被定义为,不同编码格式造成的匹配,文本
5.3本体概念层的融合方法与技术5.3.1本体映射与本体集成解决本体异构的通用方法是本体集成与本体映射[6-9]。,本体概念层的融合方法,知识融合,,包含,本体集成,知识融合
5.3本体概念层的融合方法与技术5.3.1本体映射与本体集成解决本体异构的通用方法是本体集成与本体映射[6-9]。,本体概念层的融合方法,知识融合,,包含,本体映射,知识融合
本体集成直接将多个本体合并为一个大本体，本体映射则寻找本体间的映射规则，这两种方法最终都是为了消除本体异构，达到异构本体间的互操作。,本体集成,知识融合,属性,被定义为,将多个本体合并为一个大本体,文本
本体集成直接将多个本体合并为一个大本体，本体映射则寻找本体间的映射规则，这两种方法最终都是为了消除本体异构，达到异构本体间的互操作。,本体映射,知识融合,属性,被定义为,寻找本体间的映射规则,文本
对于本体集成，根据实施过程的不同，又可以将其分为单本体的集成和全局本体-局部本体的集成两种形式。,本体集成,知识融合,,包含,单本体的集成,知识融合
对于本体集成，根据实施过程的不同，又可以将其分为单本体的集成和全局本体-局部本体的集成两种形式。,本体集成,知识融合,,包含,全局本体-局部本体的集成,知识融合
1.基于单本体的集成这种本体集成方法是直接将多个异构本体集成为一个统一的本体，该本体提供统一的语义规范和共享词汇。,单本体的集成,知识融合,属性,被定义为,直接将多个异构本体集成为一个统一的本体，该本体提供统一的语义规范和共享词汇,文本
这样的集成方法虽然看起来很有效，但在实际应用中往往存在明显的缺点。所以，从这些方面能看出单本体的集成缺乏灵活性。,单本体的集成,知识融合,属性,缺点,缺乏灵活性,文本
2.基于全局本体-局部本体的集成为了克服单本体的本体集成方法的缺陷，另一种途径是采用全局本体-局部本体来达到本体集成。这种方法首先抽取异构本体之间的共同知识，根据它建立一个全局本体。全局本体述了不同系统之间一致认可的知识。同时，各个系统可以拥有自己的本体，称为局部本体。,全局本体-局部本体的集成,知识融合,属性,被定义为,首先抽取异构本体之间的共同知识，根据它建立一个全局本体，同时，各个系统可以拥有自己的本体,文本
这种方法既避免了局部本体存在过多的冗余，本体规模不会过于庞大，同时也达到了解决本体间异构的目的。,全局本体-局部本体的集成,知识融合,属性,优点,避免局部本体存在过多的冗余，本体规模不会过于庞大，同时也达到了解决本体间异构的目的,文本
然而，集成本体的工作耗时费力，而且缺乏自动方法支持；随着多本体的变化，集成过程需要不断地重复进行，代价过高。此外，集成的本体对于不同的应用不具有通用性， 缺乏灵活性。,本体集成,知识融合,属性,缺点,工作耗时费力，而且缺乏自动方法支持；随着多本体的变化，集成过程需要不断地重复进行，代价过高；不具有通用性， 缺乏灵活性,文本
5.3.2本体映射分类明确本体映射的分类是建立异构本体间映射的基础。,本体映射,知识融合,属性,作用,建立异构本体间映射的基础,文本
这里在总结前人研究的基础上，从三个角度来探讨本体映射的分类问题，即映射的对象、映射的功能以及映射的复杂程度。,本体映射分类,知识融合,,包含,映射的对象,知识融合
这里在总结前人研究的基础上，从三个角度来探讨本体映射的分类问题，即映射的对象、映射的功能以及映射的复杂程度。,本体映射分类,知识融合,,包含,映射的功能,知识融合
这里在总结前人研究的基础上，从三个角度来探讨本体映射的分类问题，即映射的对象、映射的功能以及映射的复杂程度。,本体映射分类,知识融合,,包含,映射的复杂程度,知识融合
1.映射的对象角度通过这个角度的分类，明确映射应该建立在异构本体的哪些成分之间。,映射的对象,知识融合,属性,被定义为,明确映射应该建立在异构本体的哪些成分之间。,文本
综上所述，从映射的对象来看，可将本体映射分为概念之间的映射和关系之间的映射两类，其中概念之间的映射是最基本的映射。,映射的对象,知识融合,,包含,概念之间的映射,知识融合
综上所述，从映射的对象来看，可将本体映射分为概念之间的映射和关系之间的映射两类，其中概念之间的映射是最基本的映射。,映射的对象,知识融合,,包含,关系之间的映射,知识融合
2.映射的功能角度通过这个角度的分类，进一步明确应该建立具有何种功能的本体映射。,映射的功能,知识融合,属性,被定义为,明确应该建立具有何种功能的本体映射。,文本
映射的功能最基本的映射功能是等价映射，是为了建立不同本体的成分之间的等价关系。,映射的功能,知识融合,,包含,等价映射,知识融合
映射的功能最基本的映射功能是等价映射，是为了建立不同本体的成分之间的等价关系。,等价映射,知识融合,属性,被定义为,建立不同本体的成分之间的等价关系,文本
映射的功能中同形异义的映射能够指出表示名称相同的本体成分实际上含义是不同的。,映射的功能,知识融合,,包含,同形异义的映射,知识融合
映射的功能中同形异义的映射能够指出表示名称相同的本体成分实际上含义是不同的。,同形异义的映射,知识融合,属性,被定义为,指出表示名称相同的本体成分实际上含义是不同的,文本
映射的功能中上义和下义映射则说明了概念之间和属性之间的继承关系，关系间的包含映射对于关系来说也具有同样的功能。,映射的功能,知识融合,,包含,上义和下义映射,知识融合
上义和下义映射则说明了概念之间和属性之间的继承关系，关系间的包含映射对于关系来说也具有同样的功能。,上义和下义映射,知识融合,属性,被定义为,概念之间和属性之间的继承关系,文本
映射的功能中重叠映射表示概念之间的相似性。,映射的功能,知识融合,,包含,重叠映射,知识融合
映射的功能中重叠映射表示概念之间的相似性。,重叠映射,知识融合,属性,被定义为,概念之间的相似性,文本
映射的功能中对立映射表示概念之间的对立。,映射的功能,知识融合,,包含,对立映射,知识融合
映射的功能中对立映射表示概念之间的对立。,对立映射,知识融合,属性,被定义为,概念之间的对立,文本
同样，映射的功能中逆映射表示关系之间的互逆。,映射的功能,知识融合,,包含,逆映射,知识融合
同样，映射的功能中逆映射表示关系之间的互逆。,逆映射,知识融合,属性,被定义为,关系之间的互逆,文本
映射的功能中概念上的部分映射则表示了来自不同概念间的个体具有整体—部分关系。,映射的功能,知识融合,,包含,部分映射,知识融合
映射的功能中概念上的部分映射则表示了来自不同概念间的个体具有整体—部分关系。,部分映射,知识融合,属性,被定义为,来自不同概念间的个体具有整体—部分关系,文本
3.映射的复杂程度角度通过这个角度的分类，明确什么形式的映射是简单的，什么形式的映射是复杂的。,映射的复杂程度,知识融合,属性,被定义为,通过这个角度的分类，明确什么形式的映射是简单的，什么形式的映射是复杂的。,文本
本体间的映射还具有复杂和简单之分，这需要同时考虑映射涉及的对象和映射具有的功能。,映射的复杂程度,知识融合,,包含,复杂映射,知识融合
本体间的映射还具有复杂和简单之分，这需要同时考虑映射涉及的对象和映射具有的功能。,映射的复杂程度,知识融合,,包含,简单映射,知识融合
通常，将那些基本的、必要的、组成简单的和发现过程相对容易的映射称作简单映射；将那些不直观的、组成复杂并且发现过程相对困难的映射称为复杂映射。,简单映射,知识融合,属性,被定义为,基本的、必要的、组成简单的和发现过程相对容易的映射,文本
通常，将那些基本的、必要的、组成简单的和发现过程相对容易的映射称作简单映射；将那些不直观的、组成复杂并且发现过程相对困难的映射称为复杂映射。,复杂映射,知识融合,属性,被定义为,不直观的、组成复杂并且发现过程相对困难的映射,文本
总的来说，本体映射的过程可分为三步：①导入待映射的本体。待映射的本体不一定都要转换为统一的本体语言格式，但是要保证本体中需要进行映射的成分能够被方便获取。,本体映射过程,知识融合,,包含,导入待映射的本体,知识融合
总的来说，本体映射的过程可分为三步：①导入待映射的本体。待映射的本体不一定都要转换为统一的本体语言格式，但是要保证本体中需要进行映射的成分能够被方便获取。,导入待映射的本体,知识融合,属性,内容,保证本体中需要进行映射的成分能够被方便获取,文本
总的来说，本体映射的过程可分为三步：②发现映射。利用一定的算法，如计算概念间的相似度等，寻找异构本体间的联系，然后根据这些联系建立异构本体间的映射规则。,本体映射过程,知识融合,,包含,发现映射,知识融合
总的来说，本体映射的过程可分为三步：②发现映射。利用一定的算法，如计算概念间的相似度等，寻找异构本体间的联系，然后根据这些联系建立异构本体间的映射规则。,发现映射,知识融合,属性,内容,寻找异构本体间的联系，然后根据这些联系建立异构本体间的映射规则。,文本
总的来说，本体映射的过程可分为三步：③表示映射。在发现映射后，需要根据映射的类型，借助工具将发现的映射合理表示和组织。,本体映射过程,知识融合,,包含,表示映射,知识融合
总的来说，本体映射的过程可分为三步：③表示映射。在发现映射后，需要根据映射的类型，借助工具将发现的映射合理表示和组织。,表示映射,知识融合,属性,内容,借助工具将发现的映射合理表示和组织,文本
"从已有的映射方法以及相关的工具来看，发现本体映射的方法可分为四种[19,20]:①基于术语的方法，即借助自然语言处理技术，比较映射对象之间的相似度，以发现异构本体间的联系；②基于结构的方法，即分析异构本体之间结构上的相似，寻找可能的映射规则；③基于实例的方法，即借助本体中的实例，利用机器学习等技术寻找本体间的映射；④综合方法，即在一个映射发现系统中同时采用多种寻找本体映射的方法，一方面能弥补不同方法的不足，另一方面还能提高映射结果的质量。",本体映射方法,知识融合,,包含,基于术语的方法 ,知识融合
"从已有的映射方法以及相关的工具来看，发现本体映射的方法可分为四种[19,21]:①基于术语的方法，即借助自然语言处理技术，比较映射对象之间的相似度，以发现异构本体间的联系；②基于结构的方法，即分析异构本体之间结构上的相似，寻找可能的映射规则；③基于实例的方法，即借助本体中的实例，利用机器学习等技术寻找本体间的映射；④综合方法，即在一个映射发现系统中同时采用多种寻找本体映射的方法，一方面能弥补不同方法的不足，另一方面还能提高映射结果的质量。",本体映射方法,知识融合,,包含,基于结构的方法,知识融合
"从已有的映射方法以及相关的工具来看，发现本体映射的方法可分为四种[19,22]:①基于术语的方法，即借助自然语言处理技术，比较映射对象之间的相似度，以发现异构本体间的联系；②基于结构的方法，即分析异构本体之间结构上的相似，寻找可能的映射规则；③基于实例的方法，即借助本体中的实例，利用机器学习等技术寻找本体间的映射；④综合方法，即在一个映射发现系统中同时采用多种寻找本体映射的方法，一方面能弥补不同方法的不足，另一方面还能提高映射结果的质量。",本体映射方法,知识融合,,包含,基于实例的方法,知识融合
"从已有的映射方法以及相关的工具来看，发现本体映射的方法可分为四种[19,23]:①基于术语的方法，即借助自然语言处理技术，比较映射对象之间的相似度，以发现异构本体间的联系；②基于结构的方法，即分析异构本体之间结构上的相似，寻找可能的映射规则；③基于实例的方法，即借助本体中的实例，利用机器学习等技术寻找本体间的映射；④综合方法，即在一个映射发现系统中同时采用多种寻找本体映射的方法，一方面能弥补不同方法的不足，另一方面还能提高映射结果的质量。",本体映射方法,知识融合,,包含,综合方法,知识融合
"从已有的映射方法以及相关的工具来看，发现本体映射的方法可分为四种[19,23]:①基于术语的方法，即借助自然语言处理技术，比较映射对象之间的相似度，以发现异构本体间的联系；②基于结构的方法，即分析异构本体之间结构上的相似，寻找可能的映射规则；③基于实例的方法，即借助本体中的实例，利用机器学习等技术寻找本体间的映射；④综合方法，即在一个映射发现系统中同时采用多种寻找本体映射的方法，一方面能弥补不同方法的不足，另一方面还能提高映射结果的质量。",基于术语的方法 ,知识融合,属性,被定义为,借助自然语言处理技术，比较映射对象之间的相似度，以发现异构本体间的联系,文本
"从已有的映射方法以及相关的工具来看，发现本体映射的方法可分为四种[19,23]:①基于术语的方法，即借助自然语言处理技术，比较映射对象之间的相似度，以发现异构本体间的联系；②基于结构的方法，即分析异构本体之间结构上的相似，寻找可能的映射规则；③基于实例的方法，即借助本体中的实例，利用机器学习等技术寻找本体间的映射；④综合方法，即在一个映射发现系统中同时采用多种寻找本体映射的方法，一方面能弥补不同方法的不足，另一方面还能提高映射结果的质量。",基于结构的方法,知识融合,属性,被定义为,分析异构本体之间结构上的相似，寻找可能的映射规则,文本
"从已有的映射方法以及相关的工具来看，发现本体映射的方法可分为四种[19,23]:①基于术语的方法，即借助自然语言处理技术，比较映射对象之间的相似度，以发现异构本体间的联系；②基于结构的方法，即分析异构本体之间结构上的相似，寻找可能的映射规则；③基于实例的方法，即借助本体中的实例，利用机器学习等技术寻找本体间的映射；④综合方法，即在一个映射发现系统中同时采用多种寻找本体映射的方法，一方面能弥补不同方法的不足，另一方面还能提高映射结果的质量。",基于实例的方法,知识融合,属性,被定义为,借助本体中的实例，利用机器学习等技术寻找本体间的映,文本
"从已有的映射方法以及相关的工具来看，发现本体映射的方法可分为四种[19,23]:①基于术语的方法，即借助自然语言处理技术，比较映射对象之间的相似度，以发现异构本体间的联系；②基于结构的方法，即分析异构本体之间结构上的相似，寻找可能的映射规则；③基于实例的方法，即借助本体中的实例，利用机器学习等技术寻找本体间的映射；④综合方法，即在一个映射发现系统中同时采用多种寻找本体映射的方法，一方面能弥补不同方法的不足，另一方面还能提高映射结果的质量。",综合方法,知识融合,属性,被定义为,在一个映射发现系统中同时采用多种寻找本体映射的方法,文本
,本体映射,知识融合,,包含,本体映射过程,知识融合
,本体映射,知识融合,,包含,本体映射分类,知识融合
,模型覆盖的不匹配,知识融合,,包含,模型覆盖,知识融合
,知识图谱中的异构,知识融合,,包含,模型层不匹配,知识融合
,知识图谱融合,知识融合,,包含,知识图谱中的异构,知识融合
,知识图谱,知识图谱,,包含,知识图谱融合,知识融合
,本体概念层的融合方法,知识融合,,包含,本体映射分类,知识融合
,知识融合,知识融合,,包含,知识表示语言,知识融合
,知识图谱融合,知识融合,,等价,知识融合,知识融合
,知识图谱中的异构,知识融合,,包含,本体异构,知识融合
,知识图谱中的异构,知识融合,,包含,实例异构,知识融合
,本体概念层的融合方法,知识融合,,包含,本体映射方法,知识融合
,知识融合,知识融合,,包含,本体概念层的融合方法,知识融合
,本体映射工作,知识融合,,包含,基于术语和结构的本体映射,知识融合
（1）技术综述1）基于术语的本体映射技术。,基于术语和结构的本体映射,知识融合,,包含,基于术语的本体映射技术,知识融合
这类本体映射方法从本体的术语出发，比较与本体成分相关的名称、标签或注释，寻找异构本体间的相似性。,基于术语的本体映射技术,知识融合,,来源,从本体的术语出发，比较与本体成分相关的名称、标签或注释，寻找异构本体间的相似性。,知识融合
,基于术语的本体映射技术,知识融合,,包含,比较本体间的术语的方法,知识融合
比较本体间的术语的方法又可分为基于字符串的方法和基于语言的方法。,比较本体间的术语的方法,知识融合,,包含,基于字符串的方法,知识融合
比较本体间的术语的方法又可分为基于字符串的方法和基于语言的方法。,比较本体间的术语的方法,知识融合,,包含,基于语言的方法,知识融合
基于字符串的方法直接比较表示本体成分的术语的字符串结构。,基于字符串的方法,知识融合,属性,方法,直接比较表示本体成分的术语的字符串结构,文本
（a）规范化。,基于字符串的方法,知识融合,,包含,规范化,知识融合
在进行严格字符串比较之前，需要对字符串进行规范化，这能提高后续比较的结果。,规范化,知识融合,属性,作用,提高后续比较的结果,文本
,基于字符串的方法,知识融合,,包含,相似度量方法,知识融合
在规范字符串的基础上，能进一步度量不同字符串间的相似程度。,相似度量方法,知识融合,属性,作用,在规范字符串的基础上，能进一步度量不同字符串间的相似程度。,文本
常用的字符串度量方法有：汉明距离、子串相似度、编辑距离和路径距离等。,字符串度量方法,知识融合,,包含,汉明距离,知识融合
常用的字符串度量方法有：汉明距离、子串相似度、编辑距离和路径距离等。,字符串度量方法,知识融合,,包含,子串相似度,知识融合
常用的字符串度量方法有：汉明距离、子串相似度、编辑距离和路径距离等。,字符串度量方法,知识融合,,包含,编辑距离,知识融合
,字符串度量方法,知识融合,,包含,路径距离,知识融合
基于语言的方法依靠自然语言处理技术寻找概念或关系之间的联系。,基于语言的方法,知识融合,属性,方法,依靠自然语言处理技术寻找概念或关系之间的联系,文本
这类方法又可分为内部方法和外部方法，前者使用语言的内部属性，如形态和语法特点，后者则利用外部的资源，如词典等。,基于语言的方法,知识融合,,包含,内部方法,知识融合
这类方法又可分为内部方法和外部方法，前者使用语言的内部属性，如形态和语法特点，后者则利用外部的资源，如词典等。,基于语言的方法,知识融合,,包含,外部方法,知识融合
内部方法在寻找术语间的映射时利用词语形态和语法分析来保证术语的规范化。,内部方法,知识融合,属性,方法,利用词语形态和语法分析来保证术语的规范化,文本
外部方法利用词典等外部资源来寻找映射。,外部方法,知识融合,属性,方法,利用词典等外部资源来寻找映射,文本
2）基于结构的本体映射技术。,基于术语和结构的本体映射,知识融合,,包含,基于结构的本体映射技术,知识融合
在寻找映射的过程中，同时考虑本体的结构能弥补只进行术语比较的不足，提高映射结果的精度。,基于结构的本体映射技术,知识融合,属性,作用,在寻找映射的过程中，同时考虑本体的结构能弥补只进行术语比较的不足，提高映射结果的精度。,文本
基于结构的方法又可分为内部结构和外部结构，前者考虑本体的概念或关系的属性和属性值的数据类型等，后者则考虑与其他成分间的联系。,基于结构的本体映射技术,知识融合,,包含,内部结构,知识融合
基于结构的方法又可分为内部结构和外部结构，前者考虑本体的概念或关系的属性和属性值的数据类型等，后者则考虑与其他成分间的联系。,基于结构的本体映射技术,知识融合,,包含,外部结构,知识融合
基于内部结构的方法利用诸如属性或关系的定义域、它们的基数、传递性或对称性来计算本体成分之间的相似度。,内部结构,知识融合,属性,方法,利用诸如属性或关系的定义域、它们的基数、传递性或对称性来计算本体成分之间的相似度。,文本
比较两本体的成分之间的相似也可以考虑与它们相关的外部结构，例如，如果两个概念相似，它们的邻居也很可能是相似的。,外部结构,知识融合,属性,方法,比较两本体的成分之间的相似,文本
（2）方法和工具1）AnchorPROMPT。,PROMPT ,知识图谱项目,,属于,基于术语和结构的本体映射,知识融合
,PROMPT ,知识图谱项目,属性,创建者,Stanford大学,人物/实验室
,PROMPT ,知识图谱项目,,包含,iPROMPT ,知识图谱项目
,PROMPT ,知识图谱项目,,包含,AnchorPROMPT,知识图谱项目
,PROMPT ,知识图谱项目,,包含,PROMPTDiff,知识图谱项目
,PROMPT ,知识图谱项目,,包含,PROMPTFactor,知识图谱项目
,iPROMPT ,知识图谱项目,属性,作用,帮助用户进行本体集成操作，能够提供什 么成分能被合并的建议，能识别集成操作中造成的不一致问题和其他潜在的错误，并建议可能的策略来解决这些问题,文本
,AnchorPROMPT,知识图谱项目,属性,作用,找本体间相似映射,文本
,PROMPTDiff,知识图谱项目,属性,作用,比较本体的两个版本，识别它们之间结构上的不同 ,文本
,PROMPTFactor,知识图谱项目,属性,作用,从现有本体创建一个新本体，并能保证结果子本体是良构的,文本
AnchorPROMPT的目标是在术语比较的基础上利用本体结构进一步判断和发现可能相似的本体成分。,AnchorPROMPT,知识图谱项目,属性,目标,在术语比较的基础上利用本体结构进一步判断和发现可能相似的本体成分。,文本
AnchorPROMPT算法的目标是根据所提供的初始术语对集合，进一步分析异构本体的结构，产生新的语义相关术语对。,AnchorPROMPT,知识图谱项目,属性,方法,遍历异构本体中由“锚”限定的对应路径，沿着这些路径进行比较，以寻找两个本体间更多的语义相关术语 ,文本
