input,subject,subject_type,data/object,relation,object,object_type
问题主题（Topic）反映问题是关于哪些主题的，例如问句“What_is_the_height_of_Mount_Everest?”询问的是关于地理及山脉的信息，而“Which_organ_is_affected_by_the_Meniere's_disease?”的问题主题则是医疗方面的内容。,问题主题,知识问答,属性,英文名,Topic,文本
一是领域相关的问答系统，只回答与选定领域相关的问题。,领域相关的问答系统,知识问答,属性,作用,只回答与选定领域相关的问题,文本
近年来，企业的智能客服通常采用领域相关的问答系统，并且逐步转向基于知识图谱的解决方案。,智能客服,知识问答,,由组成,领域相关的问答系统,知识问答
二是领域无关的问答系统，基于开放知识库回答任意问题。,领域无关的问答系统,知识问答,,来源,开放知识库回答任意问题,知识问答
开放域问答系统经常使用万维网数据（尤其是百科网站、社区问答等）作为数据源解答用户的问题。,开放问答系统数据源,知识问答,,来源,万维网数据,知识问答
从知识库的信息组织格式来看，知识库可以是基于文本表示，也可以采用其他组织形式。,知识库,知识问答,属性,特点,基于文本表示,文本
第一，文本类知识库利用纯文本承载知识，也是最常见的知识组织形式。,文本类知识库,知识问答,属性,特点,利用纯文本承载知识,文本
电子表格、二维表或者关系数据库是最常见的结构化知识，实体和属性通过简单的二维表表示，大多数事实性客观问题都可以被此类知识解答。,电子表格,知识问答,,属于,结构化知识,知识问答
电子表格、二维表或者关系数据库是最常见的结构化知识，实体和属性通过简单的二维表表示，大多数事实性客观问题都可以被此类知识解答。,二维表,知识问答,,属于,结构化知识,知识问答
图数据库，例如RDF、属性图、语义网络等，将通过节点、有向边来形成基于图的知识组织，并且利用节点和边的名称与上下文对接自然语言处理并支持语义相似度计算，同时还能支持复杂的结构化图查询机制。,图数据库,知识问答,,包含,基于图的知识组织,知识问答
图数据库，例如RDF、属性图、语义网络等，将通过节点、有向边来形成基于图的知识组织，并且利用节点和边的名称与上下文对接自然语言处理并支持语义相似度计算，同时还能支持复杂的结构化图查询机制。,图数据库,知识问答,,包含,RDF,知识问答
图数据库，例如RDF、属性图、语义网络等，将通过节点、有向边来形成基于图的知识组织，并且利用节点和边的名称与上下文对接自然语言处理并支持语义相似度计算，同时还能支持复杂的结构化图查询机制。,图数据库,知识问答,,包含,属性图,知识问答
图数据库，例如RDF、属性图、语义网络等，将通过节点、有向边来形成基于图的知识组织，并且利用节点和边的名称与上下文对接自然语言处理并支持语义相似度计算，同时还能支持复杂的结构化图查询机制。,图数据库,知识问答,,包含,语义网络,知识问答
第四，知识库并不限定于文本、符号系统或多媒体，也可以利用可计算的机器学习模型承载。,知识库,知识问答,,来源,机器学习模型,知识问答
例如近年来出现的端到端的问答系统可以直接使用分布式表示模型记录习得的知识。,端到端的问答系统,知识问答,属性,特点,分布式表示模型记录习得的知识,文本
知识问答的知识可以采用单一的集中数据存储（例如数据表、数据库），或者分布式存储（例如分布式数据、数据仓库），甚至是基于互联网的全网数据（例如Linked_Data）。,数据表,知识问答,,属于,单一的集中数据存储,知识问答
知识问答的知识可以采用单一的集中数据存储（例如数据表、数据库），或者分布式存储（例如分布式数据、数据仓库），甚至是基于互联网的全网数据（例如Linked_Data）。,数据库,知识问答,,属于,单一的集中数据存储,知识问答
知识问答的知识可以采用单一的集中数据存储（例如数据表、数据库），或者分布式存储（例如分布式数据、数据仓库），甚至是基于互联网的全网数据（例如Linked_Data）。,分布式数据,知识问答,,属于,分布式存储,知识问答
知识问答的知识可以采用单一的集中数据存储（例如数据表、数据库），或者分布式存储（例如分布式数据、数据仓库），甚至是基于互联网的全网数据（例如Linked_Data）。,数据仓库,知识问答,,属于,分布式存储,知识问答
根据知识库表示形式的不同，目前的知识问答可以分为传统问答方法（符号表示）以及基于深度学习的问答方法（分布式表示）两种类型。,知识问答,知识问答,,包含,传统问答方法,知识问答
根据知识库表示形式的不同，目前的知识问答可以分为传统问答方法（符号表示）以及基于深度学习的问答方法（分布式表示）两种类型。,知识问答,知识问答,,包含,基于深度学习的问答方法,知识问答
传统问答方法使用的主要技术包括关键词检索、文本蕴涵推理以及逻辑表达式等，深度学习方法使用的技术主要是LSTM[19]、注意力模型[20]与记忆网络（Memory_Network）[21]等。,传统问答方法主要技术,知识问答,,包含,关键词检索,知识问答
传统问答方法使用的主要技术包括关键词检索、文本蕴涵推理以及逻辑表达式等，深度学习方法使用的技术主要是LSTM[19]、注意力模型[20]与记忆网络（Memory_Network）[21]等。,传统问答方法主要技术,知识问答,,包含,文本蕴涵推理,知识问答
传统问答方法使用的主要技术包括关键词检索、文本蕴涵推理以及逻辑表达式等，深度学习方法使用的技术主要是LSTM[19]、注意力模型[20]与记忆网络（Memory_Network）[21]等。,传统问答方法主要技术,知识问答,,包含,逻辑表达式,知识问答
传统问答方法使用的主要技术包括关键词检索、文本蕴涵推理以及逻辑表达式等，深度学习方法使用的技术主要是LSTM[19]、注意力模型[20]与记忆网络（Memory_Network）[21]等。,深度学习方法,知识问答,,包含,LSTM,知识问答
传统问答方法使用的主要技术包括关键词检索、文本蕴涵推理以及逻辑表达式等，深度学习方法使用的技术主要是LSTM[19]、注意力模型[20]与记忆网络（Memory_Network）[21]等。,深度学习方法,知识问答,,包含,注意力模型,知识问答
传统问答方法使用的主要技术包括关键词检索、文本蕴涵推理以及逻辑表达式等，深度学习方法使用的技术主要是LSTM[19]、注意力模型[20]与记忆网络（Memory_Network）[21]等。,深度学习方法,知识问答,,包含,记忆网络（Memory_Network）,知识问答
传统问答方法使用的主要技术包括关键词检索、文本蕴涵推理以及逻辑表达式等，深度学习方法使用的技术主要是LSTM[19]、注意力模型[20]与记忆网络（Memory_Network）[21]等。,记忆网络,知识问答,属性,英文名,Memory_Network,文本
传统的知识库问答将问答过程切分为语义解析与查询两个步骤。,传统的知识问答过程,知识问答,,包含,语义解析,知识问答
传统的知识库问答将问答过程切分为语义解析与查询两个步骤。,传统的知识问答过程,知识问答,,包含,查询,知识问答
不同于传统方法，基于分布式表示的知识库问答利用深度神经网络模型，将问题与知识库中的信息转化为向量表示，通过相似度匹配的方式完成问题与答案的匹配。,基于分布式表示的知识库问答,知识问答,,由组成,深度神经网络模型,知识问答
不同于传统方法，基于分布式表示的知识库问答利用深度神经网络模型，将问题与知识库中的信息转化为向量表示，通过相似度匹配的方式完成问题与答案的匹配。,基于分布式表示的知识库问答,知识问答,属性,目标,将问题与知识库中的信息转化为向量表示，通过相似度匹配的方式完成问题与答案的匹配,文本
依据文献[23]的介绍，NLIDB系统大多采用的模块包括：①实体识别（Named_EntityRecognition），通过查询领域词典识别命名实体；②语义理解（Question2Query），利用语法解析（例如词性分析，Part-Of-Speech）、动词分析（包括主动和被动）以及语义映射规则等技术，将问题解析成语义查询语句；③回答问题（Answer_Processing），通常通过简单查询和其他复杂操作（例如Count）获取答案。,实体识别,知识问答,属性,英文名,Named_EntityRecognition,文本
依据文献[23]的介绍，NLIDB系统大多采用的模块包括：①实体识别（Named_EntityRecognition），通过查询领域词典识别命名实体；②语义理解（Question2Query），利用语法解析（例如词性分析，Part-Of-Speech）、动词分析（包括主动和被动）以及语义映射规则等技术，将问题解析成语义查询语句；③回答问题（Answer_Processing），通常通过简单查询和其他复杂操作（例如Count）获取答案。,语义理解,知识问答,属性,英文名,Question2Query,文本
依据文献[23]的介绍，NLIDB系统大多采用的模块包括：①实体识别（Named_EntityRecognition），通过查询领域词典识别命名实体；②语义理解（Question2Query），利用语法解析（例如词性分析，Part-Of-Speech）、动词分析（包括主动和被动）以及语义映射规则等技术，将问题解析成语义查询语句；③回答问题（Answer_Processing），通常通过简单查询和其他复杂操作（例如Count）获取答案。,回答问题,知识问答,属性,英文名,Answer_Processing,文本
依据文献[23]的介绍，NLIDB系统大多采用的模块包括：①实体识别（Named_EntityRecognition），通过查询领域词典识别命名实体；②语义理解（Question2Query），利用语法解析（例如词性分析，Part-Of-Speech）、动词分析（包括主动和被动）以及语义映射规则等技术，将问题解析成语义查询语句；③回答问题（Answer_Processing），通常通过简单查询和其他复杂操作（例如Count）获取答案。,实体识别,知识问答,属性,目标,通过查询领域词典识别命名实体,文本
依据文献[23]的介绍，NLIDB系统大多采用的模块包括：①实体识别（Named_EntityRecognition），通过查询领域词典识别命名实体；②语义理解（Question2Query），利用语法解析（例如词性分析，Part-Of-Speech）、动词分析（包括主动和被动）以及语义映射规则等技术，将问题解析成语义查询语句；③回答问题（Answer_Processing），通常通过简单查询和其他复杂操作（例如Count）获取答案。,语义理解,知识问答,属性,目标,利用语法解析（例如词性分析，Part-Of-Speech）、动词分析（包括主动和被动）以及语义映射规则等技术，将问题解析成语义查询语句,文本
依据文献[23]的介绍，NLIDB系统大多采用的模块包括：①实体识别（Named_EntityRecognition），通过查询领域词典识别命名实体；②语义理解（Question2Query），利用语法解析（例如词性分析，Part-Of-Speech）、动词分析（包括主动和被动）以及语义映射规则等技术，将问题解析成语义查询语句；③回答问题（Answer_Processing），通常通过简单查询和其他复杂操作（例如Count）获取答案。,回答问题,知识问答,属性,目标,通常通过简单查询和其他复杂操作（例如Count）获取答案,文本
图8-10早期NLIDB型问答系统的设计思想（1）基于模式匹配（Pattern-Matching）。,早期NLIDB型问答系统的设计思想,知识问答,,包含,基于模式匹配,知识问答
图8-11基于模板匹配的NLIDB解决方案[23]（2）基于语法解析（Syntactic-Parsing）。,早期NLIDB型问答系统的设计思想,知识问答,,包含,基于语法解析,知识问答
基于语法解析的语义理解将自然语言的复杂语义转化为逻辑表达式。,基于语法解析,知识问答,属性,作用,将自然语言的复杂语义转化为逻辑表达式,文本
有些系统甚至还可以允许用户通过交互界面添加新词汇和映射规制，包括LUNAR系统后期提出的MRL语言[23]，将自然语言问题转化为一种基于中间表示语言的逻辑查询表达式。,MRL语言,知识图谱项目,属性,创建者,LUNAR系统,人物/实验室
这一类方案后来演进为KBQA中基于语义解析（Semantic_Parsing）的语义理解方法。,语义解析,知识问答,属性,英文名,Semantic_Parsing,文本
"图8-12LUNAR系统利用语法树解析初步解析问题[23]8.3.2IRQA：基于信息检索的问答系统基于信息检索的问答系统（Information_Retrieval_based_Question-Answering_System,IRQA）[6]的核心思想是根据用户输入的问题，结合自然语言处理以及信息检索技术，在给定文档集合或者互联网网页中筛选出相关的文档，从结果文档内容抽取关键文本作为候选答案，最后对候选答案进行排序返回最优答案。",基于信息检索的问答系统,知识问答,属性,目标,是根据用户输入的问题，结合自然语言处理以及信息检索技术，在给定文档集合或者互联网网页中筛选出相关的文档，从结果文档内容抽取关键文本作为候选答案，最后对候选答案进行排序返回最优答案,文本
"图8-12LUNAR系统利用语法树解析初步解析问题[23]8.3.2IRQA：基于信息检索的问答系统基于信息检索的问答系统（Information_Retrieval_based_Question-Answering_System,IRQA）[6]的核心思想是根据用户输入的问题，结合自然语言处理以及信息检索技术，在给定文档集合或者互联网网页中筛选出相关的文档，从结果文档内容抽取关键文本作为候选答案，最后对候选答案进行排序返回最优答案。",基于信息检索的问答系统,知识问答,属性,英文名,"Information_Retrieval_based_Question-Answering_System,IRQA",文本
（2）段落检索与排序（Passage_Retrieval_And_Ranking）。,段落检索与排序,知识问答,属性,英文名,Passage_Retrieval_And_Ranking,文本
（3）答案处理（Answer_Processing）。,答案处理,知识问答,属性,英文名,Answer_Processing,文本
KBQA实际上是20世纪七八十年代对NLIDB工作的延续，其中很多技术都借鉴和沿用了以前的研究成果。,KBQA,知识图谱项目,,来源,NLIDB工作,知识问答
KBQA的核心问题Question2Query是找到从用户问题到知识图谱子图的最合理映射。,Question2Query,知识问答,,属于,KBQA的核心问题,知识问答
文献[14]分析了参与QALD的数十个问答系统，并从问题解析、词汇关联、歧义消解、构建查询以及分布式知识库五个阶段做了对比，而前四个问题都是Question2Query的关键步骤。,Question2Query步骤,知识问答,,包含,问题解析,知识问答
文献[14]分析了参与QALD的数十个问答系统，并从问题解析、词汇关联、歧义消解、构建查询以及分布式知识库五个阶段做了对比，而前四个问题都是Question2Query的关键步骤。,Question2Query步骤,知识问答,,包含,词汇关联,知识问答
文献[14]分析了参与QALD的数十个问答系统，并从问题解析、词汇关联、歧义消解、构建查询以及分布式知识库五个阶段做了对比，而前四个问题都是Question2Query的关键步骤。,Question2Query步骤,知识问答,,包含,歧义消解,知识问答
文献[14]分析了参与QALD的数十个问答系统，并从问题解析、词汇关联、歧义消解、构建查询以及分布式知识库五个阶段做了对比，而前四个问题都是Question2Query的关键步骤。,Question2Query步骤,知识问答,,包含,构建查询,知识问答
文献[14]分析了参与QALD的数十个问答系统，并从问题解析、词汇关联、歧义消解、构建查询以及分布式知识库五个阶段做了对比，而前四个问题都是Question2Query的关键步骤。,Question2Query步骤,知识问答,,包含,分布式知识库,知识问答
QALD的大多系统使用SPARQL表达查询。,QALD,知识问答,,来源,SPARQL表达查询,知识问答
"8.3.4CommunityQA/FAQ-QA：基于问答对匹配的问答系统基于常见问答对（Frequently_Asked_Question,FAQ-QA[24]）以及社区问答（Community_Question_Answering,CQA）[25]都依赖搜索问答FAQ库（许多问答对<Q,A>的集合）来发现以前问过的类似问题，并将找到的问答对的答案返回给用户。",基于常见问答对,知识问答,属性,英文名,"Frequently_Asked_Question,FAQ-QA",文本
"8.3.4CommunityQA/FAQ-QA：基于问答对匹配的问答系统基于常见问答对（Frequently_Asked_Question,FAQ-QA[24]）以及社区问答（Community_Question_Answering,CQA）[25]都依赖搜索问答FAQ库（许多问答对<Q,A>的集合）来发现以前问过的类似问题，并将找到的问答对的答案返回给用户。",社区问答,知识问答,属性,英文名,"Community_Question_Answering,CQA",文本
1.DeepQA:IRQA主导的混合框架如图8-14所示的DeepQA[28]综合IRQA和KBQA形成混合问答系统的架构图，Watson系统的问题处理大致分成四阶段：图8-14DeepQA综合IRQA和KBQA形成混合问答系统的架构图[13]（1）问题处理（Question_Processing）。主要是理解问题的类型，解析问题语义元素等。,DeepQA:IRQA主导的混合框架,知识问答,,包含,问题处理,知识问答
1.DeepQA:IRQA主导的混合框架如图8-14所示的DeepQA[28]综合IRQA和KBQA形成混合问答系统的架构图，Watson系统的问题处理大致分成四阶段：图8-14DeepQA综合IRQA和KBQA形成混合问答系统的架构图[13]（1）问题处理（Question_Processing）。主要是理解问题的类型，解析问题语义元素等。,问题处理,知识问答,属性,被定义为,主要是理解问题的类型，解析问题语义元素 等。,文本
候选答案生成(Candidate Answer Generation)。不仅从网络上搜索相关文档并抽取答案，还从知识库直接查询答案，然后合并构成答案候选集。,DeepQA:IRQA主导的混合框架,知识问答,,包含,候选答案生成,知识问答
候选答案生成(Candidate Answer Generation)。不仅从网络上搜索相关文档并抽取答案，还从知识库直接查询答案，然后合并构成答案候选集。,候选答案生成,知识问答,属性,被定义为,不仅从网络上搜索相关文档并抽取答案，还从知识库直接查询答案，然后合并构成答案候选集,文本
（3）候选答案评分（Candidate_Answer_Scoring）。针对每个候选答案选取一些重要特征，并对各个特征打分并形成答案的特征向量,DeepQA:IRQA主导的混合框架,知识问答,,包含,候选答案评分,知识问答
（3）候选答案评分（Candidate_Answer_Scoring）。针对每个候选答案选取一些重要特征，并对各个特征打分并形成答案的特征向量,候选答案评分,知识问答,属性,被定义为,针对每个候选答案选取一些重要特征，并对各个特征打分并形成答案的特征向量,文本
（4）答案融合及排序（Confidence_Merging_And_Ranking）。首先把相同的答案进行融合(例如两个候选人名 J.F.K.和 John F.Kemedy 会被合并成为一个候选答案)，形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,DeepQA:IRQA主导的混合框架,知识问答,,包含,答案融合及排序,知识问答
（4）答案融合及排序（Confidence_Merging_And_Ranking）。首先把相同的答案进行融合(例如两个候选人名 J.F.K.和 John F.Kemedy 会被合并成为一个候选答案)，形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,答案融合及排序,知识问答,属性,被定义为,首先把相同的答案进行融合，形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,文本
首先把相同的答案进行融合（例如两个候选人名_J.F.K.和_John_F.Kemedy_会被合并成为一个候选答案），形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,新的答案候选集,知识问答,,来源,答案进行融合,知识问答
首先把相同的答案进行融合（例如两个候选人名_J.F.K.和_John_F.Kemedy_会被合并成为一个候选答案），形成新的答案候选集，然后对新的答案候选集进行再排序，最终由训练好的逻辑回归分类器模型对每个候选答案计算置信度，并返回置信度最高的答案作为最终答案。,最终答案,知识问答,,来源,候选答案计算置信度,知识问答
2.QALD-Hybrid-QA:KBQA主导的混合框架在QALD-6启动的Hybrid_QA要求KBQA可以同时利用知识图谱数据和文本数据。,KBQA,知识问答,属性,目标,同时利用知识图谱数据和文本数据。,文本
自然语言先转化为SPARQL查询，但是并非所有SPARQL查询中的三元组特征（TriplePattern）都可以对应到知识图谱中的词汇，也并非所有知识都可以从掌握的知识图谱中查到，有一部分知识还需要从文档中抽取关系得到解答。,知识,知识问答,,来源,文档中抽取关系,知识问答
自然语言先转化为SPARQL查询，但是并非所有SPARQL查询中的三元组特征（TriplePattern）都可以对应到知识图谱中的词汇，也并非所有知识都可以从掌握的知识图谱中查到，有一部分知识还需要从文档中抽取关系得到解答。,三元组特征,知识问答,属性,英文名,TriplePattern,文本
注意，在OpenIE抽取的三元组中，大量谓语predicate是没有经过归一融合的。,谓语predicate,知识问答,属性,目标,归一融合,文本
然后利用平行语料模型将问句中的关系映射到抽取三元组的谓语上。,平行语料模型,知识问答,属性,目标,将问句中的关系映射到抽取三元组的谓语上,文本
模块化的流水线设计有利于将复杂的QA系统分解为细粒度可优化的部分，而且形成了可插拔的体系，便于系统优化更新。,模块化的流水线,知识问答,属性,作用,将复杂的QA系统分解为细粒度可优化的部分，而且形成了可插拔的体系，便于系统优化更新,文本
"这个框架首先制定了一个可配置的流水线框架，并且分解出KBQA的四个主要模块：的知识库以及通用的RDF图8-16问答系统流水线的架构[32]（1）命名实体识别与消解歧义（Named_Entity_Disambiguation,NED）。",KBQA的四个主要模块,知识问答,,包含,命名实体识别与消解歧义,知识问答
"这个框架首先制定了一个可配置的流水线框架，并且分解出KBQA的四个主要模块：的知识库以及通用的RDF图8-16问答系统流水线的架构[32]（1）命名实体识别与消解歧义（Named_Entity_Disambiguation,NED）。",命名实体识别与消解歧义,知识问答,属性,英文名,"Named_Entity_Disambiguation,NED",文本
"（2）实体关系映射（Relation_Linking,RL）。",实体关系映射,知识问答,属性,英文名,Relation_Linking,文本
"（3）实体分类映射（Class_Linking,CL）。",实体分类映射,知识问答,属性,英文名,"Class_Linking,CL",文本
"（4）构建查询（Query_Building,QB）。",构建查询,知识问答,属性,英文名,"Query_Building,QB",文本
同时，框架也利用分类器技术（QA_Pipeline_Classifier）支持流水线自动配置，也就是说从29个不同的模块（18个NED、5个RL、2个CL、2个QB），针对每一个特定的KBQA问答系统选取最优的流水线组合。,分类器技术,知识问答,属性,作用,支持流水线自动配置,文本
同时，框架也利用分类器技术（QA_Pipeline_Classifier）支持流水线自动配置，也就是说从29个不同的模块（18个NED、5个RL、2个CL、2个QB），针对每一个特定的KBQA问答系统选取最优的流水线组合。,分类器技术,知识问答,属性,英文名,QA_Pipeline_Classifier,文本
问答系统的功能评价重点关注返回的答案，正确的答案应当同时具备正确度及完备度，正确但内容不完整的答案被称为不准确答案，没有足够证据及论证表明答案与问题相关性的则是无支撑答案，当答案与问题完全无关时，意味着答案是错误的。,问答系统的功能评价,知识问答,属性,内容,通过一组预定的测试问题集以及一组预定的维度来评价,文本
答案评价通常可以从如下角度考虑：（1）正确性。,答案评价,知识问答,属性,内容,正确性,文本
答案质量由人工评分，很多非事实性问题并非一个唯一的答案，所以需要人工判定答案的质量。,非事实性问题,知识问答,属性,特点,并非一个唯一的答案,文本
除了上述针对答案的评价，也有针对解答过程复杂程度的评价，例如Semantic_Tractability[33]，用于反映问答之间的词表差异性；AnswerLocality[34]，答案是否零碎地分布在不同的文本或数据集录中；Derivability34，问题的答案是否是某种确定性答案，还是含蓄的、不确定的描述；Semantic_Complexity，问题涉及的语义复杂程度。,Semantic_Tractability,知识问答,属性,作用,问答之间的词表差异性,文本
除了上述针对答案的评价，也有针对解答过程复杂程度的评价，例如Semantic_Tractability[33]，用于反映问答之间的词表差异性；AnswerLocality[34]，答案是否零碎地分布在不同的文本或数据集录中；Derivability34，问题的答案是否是某种确定性答案，还是含蓄的、不确定的描述；Semantic_Complexity，问题涉及的语义复杂程度。,AnswerLocality,知识问答,属性,作用,答案是否零碎地分布在不同的文本或数据集录中,文本
