input,subject,subject_type,relation,object,object_type
MUC会议积极推动了命名实体识别和共指消解等技术的进步与发展。,MUC会议,,,命名实体识别和共指消解等技术的进步与发展,
MUC定义的一系列规范以及确立的评价体系也已经成为知识抽取领域的标准。,MUC,,,知识抽取领域的标准,
"2.自动内容抽取（Automatic_Content_Extraction,ACE）ACE是一项由美国国家标准技术研究所（NIST）组织的评测会议，该会议从1999年至2008年共举办了八次评测。",ACE,,,NIST组织的评测会议,
"2.自动内容抽取（Automatic_Content_Extraction,ACE）ACE是一项由美国国家标准技术研究所（NIST）组织的评测会议，该会议从1999年至2008年共举办了八次评测。",ACE,,,自动内容抽取,
ACE与MUC解决的问题类似，但是ACE对MUC定义的任务进行了融合、分类和细化。,ACE,,,MUC解决的问题,
ACE与MUC解决的问题类似，但是ACE对MUC定义的任务进行了融合、分类和细化。,ACE,,,ACM,
ACE评测涉及英语、阿拉伯语和汉语三种语言，主要包括以下任务：（1）实体检测和跟踪。,ACE评测,,,英语、阿拉伯语和汉语三种语言,
ACE评测涉及英语、阿拉伯语和汉语三种语言，主要包括以下任务：（1）实体检测和跟踪。,ACE评测,,,英语、阿拉伯语和汉语三种语言,
"这是ACE最基础和核心的任务，该任务要求识别文本中的实体，实体类型包括人物（Person,PER）、组织（Organization,ORG）、设施（Facility,FAC）、地缘政治实体（Geographical_Political_Entity,GPE）和位置（Location,LOC）等。",实体识别,,,ACE的任务,
"这是ACE最基础和核心的任务，该任务要求识别文本中的实体，实体类型包括人物（Person,PER）、组织（Organization,ORG）、设施（Facility,FAC）、地缘政治实体（Geographical_Political_Entity,GPE）和位置（Location,LOC）等。",ACE,,,实体任务,
（2）关系检测与表征。,SPO三元组,,,关系检测与表征。,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,关系,,,五大类,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,五大类关系,,,role关系,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,五大类关系,,,部分整体关系,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,五大类关系,,,位于关系,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,五大类关系,,,邻近关系,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,五大类关系,,,社会关系,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,角色关系,,,角色关系,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,部分整体关系,,,部分整体关系,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,位于关系,,,位于关系,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,邻近关系,,,邻近关系,
该任务要求识别和表征实体间的关系，关系被分为五大类，包括角色（role）关系、部分整体（part-whole）关系、位于（at）关系、邻近（near）关系和社会（social）关系，每个大类关系又被进一步细分，总共有24种类型。,社会关系,,,社会关系,
（3）事件检测与表征。,事件检测与表征,,,SPO三元组,
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,实体参与的五类事件,,,交互（interaction）事件,
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,实体参与的五类事件,,,移动（movement）事件,
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,实体参与的五类事件,,,转移（transfer）事件,
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,实体参与的五类事件,,,创建（creation）事件,
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,实体参与的五类事件,,,销毁（destruction）事件,
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,,,interaction事件,
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,,,movement事件,
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,,,transfer事件,
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,,,creation事件,
该任务要求识别实体参与的五类事件，包括交互（interaction）、移动（movement）、转移（transfer）、创建（creation）和销毁（destruction）事件。,五类事件,,,destruction事件,
任务要求自动标注每个事件的文本提及或锚点，并按类型和子类型对其进行分类；最后，还需要根据类型特定的模板进一步确定事件参数和属性。,信息抽取,,,自动标注每个事件的文本提及或锚点，并按类型和子类型对其进行分类；最后，还需要根据类型特定的模板进一步确定事件参数和属性。,
任务要求自动标注每个事件的文本提及或锚点，并按类型和子类型对其进行分类；最后，还需要根据类型特定的模板进一步确定事件参数和属性。,等价,,,等价,
"3.知识库填充（Knowledge_Base_Population,KBP）KBP评测由文本分析会议（Text_Analysis_Conference,TAC）主办，其目标是开发和评估从非结构化文本中获取知识填充知识库的技术。",KBP评测,,,TAC主办的知识库填充,
"3.知识库填充（Knowledge_Base_Population,KBP）KBP评测由文本分析会议（Text_Analysis_Conference,TAC）主办，其目标是开发和评估从非结构化文本中获取知识填充知识库的技术。",知识库填充,,,"Knowledge_Base_Population,KBP",
KBP评测从2009年开始，每年举办一次，截至2017年，已经举办了九届。,KBP评测,,,每年举办一次,
KBP评测覆盖了知识库填充的独立子任务以及被称为“冷启动”的端到端知识库构建任务。,KBP评测,,,知识库填充的独立子任务以及被称为“冷启动”的端到端知识库构建任务,
"独立子任务主要包括以下四个方面：（1）实体发现与链接（Entity_Discovery_and_Linking,EDL）。",独立子任务,,,实体发现与链接,
"独立子任务主要包括以下四个方面：（1）实体发现与链接（Entity_Discovery_and_Linking,EDL）。",独立子任务,,,"Entity_Discovery_and_Linking,EDL",
主要的EDL任务是在评估文档集合中提取特定个人（PER）、组织（ORG）、设施（FAC）、地缘政治实体（GPE）和位置（LOC）实体的名称和提及，并将每个提及链接到其对应的KB节点。,主要的EDL任务,,,评估文档集合中提取特定个人（PER）、组织（ORG）、设施（FAC）、地缘政治实体（GPE）和位置（LOC）实体的名称和提及,
主要的EDL任务是在评估文档集合中提取特定个人（PER）、组织（ORG）、设施（FAC）、地缘政治实体（GPE）和位置（LOC）实体的名称和提及，并将每个提及链接到其对应的KB节点。,主要的EDL任务,,,extract specific person (PER)、organization (ORG)、facility (FAC)、geopolitical entity (GPE) and location (LOC) entities' names and mentions and link each mention to its corresponding KB node,
"（2）槽填充（Slot_Filling,SF）。",槽填充,,,SPO三元组,
插槽填充任务是搜索文档集合以填充特定实体的特定属性（“插槽”）值。,插槽填充任务,,,搜索文档集合以填充特定实体的特定属性（“插槽”）值,
（3）事件跟踪（Event_Track）。,事件跟踪,,,SPO三元组,
事件跟踪旨在从非结构化文本中提取关于事件的信息，使其作为结构化知识库的输入。,事件跟踪,,,从非结构化文本中提取关于事件的信息，使其作为结构化知识库的输入,
该任务具体包括事件块（Event_Nugget）任务（检测和链接事件块）和事件参数（Event_Argument）任务（提取属于同一事件的事件参数和链接属于同一事件的参数）。,事件块,,,Event_Nugget,
该任务具体包括事件块（Event_Nugget）任务（检测和链接事件块）和事件参数（Event_Argument）任务（提取属于同一事件的事件参数和链接属于同一事件的参数）。,任务,,,检测和链接事件块,
该任务具体包括事件块（Event_Nugget）任务（检测和链接事件块）和事件参数（Event_Argument）任务（提取属于同一事件的事件参数和链接属于同一事件的参数）。,事件参数,,,提取属于同一事件的事件参数,
该任务具体包括事件块（Event_Nugget）任务（检测和链接事件块）和事件参数（Event_Argument）任务（提取属于同一事件的事件参数和链接属于同一事件的参数）。,任务,,,链接属于同一事件的参数,
"（4）信念和情感（Belief_and_Sentiment,BeSt）。",信念和情感,,,SPO三元组,
信仰和情感跟踪检测实体对另一个实体、关系或事件的信念和情绪。,信仰和情感跟踪,,,检测实体对另一个实体、关系或事件的信念和情绪。,
端到端冷启动知识库构建任务基于给定的知识库模式（KB_schema）从文本中获取以下信息：实体，在实体发现与链接任务中定义的实体和实体提及；槽关系，在槽填充中涉及的实体属性（“槽”）；事件，在事件跟踪任务中的事件和事件块；事件参数，在事件跟踪任务中的事件参数；情绪，信念和情感任务中源实体向目标实体的情绪。,实体,,,entity,
端到端冷启动知识库构建任务基于给定的知识库模式（KB_schema）从文本中获取以下信息：实体，在实体发现与链接任务中定义的实体和实体提及；槽关系，在槽填充中涉及的实体属性（“槽”）；事件，在事件跟踪任务中的事件和事件块；事件参数，在事件跟踪任务中的事件参数；情绪，信念和情感任务中源实体向目标实体的情绪。,槽关系,,,entity attribute（“槽”）,
端到端冷启动知识库构建任务基于给定的知识库模式（KB_schema）从文本中获取以下信息：实体，在实体发现与链接任务中定义的实体和实体提及；槽关系，在槽填充中涉及的实体属性（“槽”）；事件，在事件跟踪任务中的事件和事件块；事件参数，在事件跟踪任务中的事件参数；情绪，信念和情感任务中源实体向目标实体的情绪。,事件,,,event,
端到端冷启动知识库构建任务基于给定的知识库模式（KB_schema）从文本中获取以下信息：实体，在实体发现与链接任务中定义的实体和实体提及；槽关系，在槽填充中涉及的实体属性（“槽”）；事件，在事件跟踪任务中的事件和事件块；事件参数，在事件跟踪任务中的事件参数；情绪，信念和情感任务中源实体向目标实体的情绪。,事件参数,,,event parameter,
端到端冷启动知识库构建任务基于给定的知识库模式（KB_schema）从文本中获取以下信息：实体，在实体发现与链接任务中定义的实体和实体提及；槽关系，在槽填充中涉及的实体属性（“槽”）；事件，在事件跟踪任务中的事件和事件块；事件参数，在事件跟踪任务中的事件参数；情绪，信念和情感任务中源实体向目标实体的情绪。,情绪,,,mood,
"4.语义评测（Semantic_Evaluation,SemEval）SemEval是由ACL-SIGLEX组织的国际权威的词义消歧评测，目标是增进人们对词SenseEval，于1998年举办第一届。",语义评测,,,SemEval,
"4.语义评测（Semantic_Evaluation,SemEval）SemEval是由ACL-SIGLEX组织的国际权威的词义消歧评测，目标是增进人们对词SenseEval，于1998年举办第一届。",语义评测,,,SemEval,
截至2017义与多义现象的理解。,义,,,义与多义现象,
该评测前期被称为年，已经成功举办了十一届。,评测,,,年,
早期评测比较关注词义消歧问题，后来出现了更多文本语义理解的任务，包括语义角色标注、情感分析、跨语言语义分析等。,早期评测,,,早期评测比较关注词义消歧问题,
早期评测比较关注词义消歧问题，后来出现了更多文本语义理解的任务，包括语义角色标注、情感分析、跨语言语义分析等。,文本语义理解,,,包括语义角色标注、情感分析、跨语言语义分析等,
在前文介绍的知识抽取领域的评测竞赛中，评测数据大多属于非结构化文本数据。,评测数据,,,非结构化文本数据,
本节将对这一类知识抽取技术和方法进行概要介绍，具体包括面向文本数据的实体抽取、关系抽取和事件抽取。,知识抽取技术或方法,,,面向文本数据的实体抽取、关系抽取和事件抽取,
本节将对这一类知识抽取技术和方法进行概要介绍，具体包括面向文本数据的实体抽取、关系抽取和事件抽取。,面向文本数据的实体抽取,,,entity extraction for text data,
4.2.1实体抽取实体抽取又称命名实体识别，其目的是从文本中抽取实体信息元素，包括人名、组织机构名、地理位置、时间、日期、字符值和金额值等。,实体抽取,,,命名实体识别,
4.2.1实体抽取实体抽取又称命名实体识别，其目的是从文本中抽取实体信息元素，包括人名、组织机构名、地理位置、时间、日期、字符值和金额值等。,实体抽取,,,entity extraction,
实体抽取是解决很多自然语言处理问题的基础，也是知识抽取中最基本的任务。,实体抽取,,,知识抽取中最基本的任务,
想要从文本中进行实体抽取，首先需要从文本中识别和定位实体，然后再将识别的实体分类到预定义的类别中去。,从文本中进行实体抽取,,,识别和定位实体,
想要从文本中进行实体抽取，首先需要从文本中识别和定位实体，然后再将识别的实体分类到预定义的类别中去。,从文本中进行实体抽取,,,将识别的实体分类到预定义的类别中去,
想要从文本中进行实体抽取，首先需要从文本中识别和定位实体，然后再将识别的实体分类到预定义的类别中去。,从文本中进行实体抽取,,,extract entities from text,
想要从文本中进行实体抽取，首先需要从文本中识别和定位实体，然后再将识别的实体分类到预定义的类别中去。,识别和定位实体,,,identify and locate entities,
想要从文本中进行实体抽取，首先需要从文本中识别和定位实体，然后再将识别的实体分类到预定义的类别中去。,将识别的实体分类,,,classify the recognized entities,
例如，给定一段新闻报道中的句子“北京时间10月25日，骑士后来居上，在主场以119∶112击退公牛”。,新闻报道中的句子,,,给定一段新闻报道中的句子,
实体抽取旨在获取如图4-2所示的结果。,实体抽取,,,获取如图4-2所示的结果,
例句中的“北京”“10月25日”分别为地点和时间类型的实体，而“骑士”和“公牛”均为组织实体。,地点实体,,,地点类型的实体,
例句中的“北京”“10月25日”分别为地点和时间类型的实体，而“骑士”和“公牛”均为组织实体。,时间实体,,,时间类型的实体,
例句中的“北京”“10月25日”分别为地点和时间类型的实体，而“骑士”和“公牛”均为组织实体。,组织实体,,,组织实体,
实体抽取问题的研究开展得比较早，该领域也积累了大量的方法。,实体抽取,,,研究,
总体上，可以将已有的方法分为基于规则的方法、基于统计模型的方法和基于深度学习的方法。,已有的方法,,,基于规则的方法,
总体上，可以将已有的方法分为基于规则的方法、基于统计模型的方法和基于深度学习的方法。,已有的方法,,,基于统计模型的方法,
总体上，可以将已有的方法分为基于规则的方法、基于统计模型的方法和基于深度学习的方法。,已有的方法,,,基于深度学习的方法,
图4-2实体抽取举例1.基于规则的方法早期的命名实体识别方法主要采用人工编写规则的方式进行实体抽取。,基于规则的方法,,,早期的命名实体识别方法,
这类方法首先构建大量的实体抽取规则，一般由具有一定领域知识的专家手工构建。,实体抽取,,,构建大量的实体抽取规则,
这类方法首先构建大量的实体抽取规则，一般由具有一定领域知识的专家手工构建。,实体抽取,,,entity extraction,
然后，将规则与文本字符串进行匹配，识别命名实体。,命名实体识别,,,规则,
这种实体抽取方式在小数据集上可以达到很高的准确率和召回率，但随着数据集的增大，规则集的构建周期变长，并且移植性较差。,实体抽取方式,,,小数据集上的准确率和召回率,
这种实体抽取方式在小数据集上可以达到很高的准确率和召回率，但随着数据集的增大，规则集的构建周期变长，并且移植性较差。,实体抽取方式,,,概念/产品,
2.基于统计模型的方法基于统计模型的方法利用完全标注或部分标注的语料进行模型训练，主要采用的模型包括隐马尔可夫模型（Hidden_Markov_Model）、条件马尔可夫模型（Conditional_MarkovModel）、最大熵模型（Maximum_Entropy_Model）以及条件随机场模型（ConditionalRandom_Fields）。,基于统计模型的方法 ,,,基于统计模型的方法的五大核心方法,
2.基于统计模型的方法基于统计模型的方法利用完全标注或部分标注的语料进行模型训练，主要采用的模型包括隐马尔可夫模型（Hidden_Markov_Model）、条件马尔可夫模型（Conditional_MarkovModel）、最大熵模型（Maximum_Entropy_Model）以及条件随机场模型（ConditionalRandom_Fields）。,基于统计模型的方法 ,,,基于统计模型的方法,
该类方法将命名实体识别作为序列标注问题处理。,命名实体识别,,,序列标注问题处理,
与普通的分类问题相比，序列标注问题中当前标签的预测不仅与当前的输入特征相关，还与之前的预测标签相关，即预测标签序列是有强相互依赖关系的。,序列标注问题中当前标签的预测,,,强相互依赖关系,
与普通的分类问题相比，序列标注问题中当前标签的预测不仅与当前的输入特征相关，还与之前的预测标签相关，即预测标签序列是有强相互依赖关系的。,序列标注问题中当前标签的预测,,,strongly dependent relationship,
从自然文本中识别实体是一个典型的序列标注问题。,从自然文本中识别实体,,,序列标注问题,
基于统计模型构建命名实体识别方法主要涉及训练语料标注、特征定义和模型训练三个方面。,基于统计模型构建命名实体识别方法,,,训练语料标注,
基于统计模型构建命名实体识别方法主要涉及训练语料标注、特征定义和模型训练三个方面。,基于统计模型构建命名实体识别方法,,,特征定义,
基于统计模型构建命名实体识别方法主要涉及训练语料标注、特征定义和模型训练三个方面。,基于统计模型构建命名实体识别方法,,,模型训练,
（1）训练语料标注。,训练语料标注,,,SPO三元组,
为了构建统计模型的训练语料，人们一般采用Inside–Outside–Beginning（IOB）或Inside–Outside（IO）标注体系对文本进行人工标注。,Inside–Outside–Beginning（IOB）,,,Inside–Outside–Beginning,
为了构建统计模型的训练语料，人们一般采用Inside–Outside–Beginning（IOB）或Inside–Outside（IO）标注体系对文本进行人工标注。,Inside–Outside（IO）,,,Inside–Outside,
在IOB标注体系中，文本中的每个词被标记为实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）。,IOB标注体系,,,标记实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）,
在IOB标注体系中，文本中的每个词被标记为实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）。,B,,,实体名称的起始词,
在IOB标注体系中，文本中的每个词被标记为实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）。,I,,,实体名称的后续词,
在IOB标注体系中，文本中的每个词被标记为实体名称的起始词（B）、实体名称的后续词（I）或实体名称的外部词（D）。,D,,,实体名称的外部词,
而在IO标注体系中，文本中的词被标记为实体名称内部词（I）或实体名称外部词（D）。,实体名称内部词（I）,,,IO标注体系,
而在IO标注体系中，文本中的词被标记为实体名称内部词（I）或实体名称外部词（D）。,实体名称内部词,,,I,
而在IO标注体系中，文本中的词被标记为实体名称内部词（I）或实体名称外部词（D）。,实体名称外部词,,,D,
表4-1以句子“苹果公司是一家美国的跨国公司”为例，给出了IOB和IO实体标注示例。,IOB,,,实体标注示例,
表4-1IOB和IO实体标注示例（2）特征定义。,IOB,,,特征定义,
在训练模型之前，统计模型需要计算每个词的一组特征作为模型的输入。,统计模型,,,计算每个词的一组特征作为模型的输入,
在训练模型之前，统计模型需要计算每个词的一组特征作为模型的输入。,统计模型的输入,,,一组特征,
这些特征具体包括单词级别特征、词典特征和文档级特征等。,单词级别特征,,,特征,
单词级别特征包括是否首字母大写、是否以句点结尾、是否包含数字、词性、词的n-gram等。,单词级别特征,,,概念/产品,
单词级别特征包括是否首字母大写、是否以句点结尾、是否包含数字、词性、词的n-gram等。,单词级别特征,,,英文名,
词典特征依赖外部词典定义，例如预定义的词表、地名列表等。,词典特征,,,外部词典定义,
文档级特征基于整个语料文档集计算，例如文档集中的词频、同现词等。,文档级特征,,,整个语料文档集计算,
斯坦福大学的NER[1]是一个被广泛使用的命名实体识别工具，具有较高的准确率。,斯坦福大学的NER,,,命名实体识别工具,
定义何种特征对于命名实体识别结果有较大的影响，因此不同命名实体识别算法使用的特征有所不同。,命名实体识别,,,不同命名实体识别算法使用的特征,
（3）模型训练。,模型训练,,,SPO三元组,
"隐马尔可夫模型（Hidden_Markov_Model,HMM）和条件随机场（Conditional_Random_Field,CRF）是两个常用于标注问题的统计学习模型，也被广泛应用于实体抽取问题。",隐马尔可夫模型,,,统计学习模型,
"隐马尔可夫模型（Hidden_Markov_Model,HMM）和条件随机场（Conditional_Random_Field,CRF）是两个常用于标注问题的统计学习模型，也被广泛应用于实体抽取问题。",条件随机场,,,统计学习模型,
"隐马尔可夫模型（Hidden_Markov_Model,HMM）和条件随机场（Conditional_Random_Field,CRF）是两个常用于标注问题的统计学习模型，也被广泛应用于实体抽取问题。",隐马尔可夫模型,,,Hidden_Markov_Model,
"隐马尔可夫模型（Hidden_Markov_Model,HMM）和条件随机场（Conditional_Random_Field,CRF）是两个常用于标注问题的统计学习模型，也被广泛应用于实体抽取问题。",条件随机场,,,Conditional_Random_Field,
HMM是一种有向图概率模型，模型中包含了隐藏的状态序列和可观察的观测序列。,HMM,,,有向图概率模型,
HMM是一种有向图概率模型，模型中包含了隐藏的状态序列和可观察的观测序列。,HMM,,,隐马尔可夫模型,
每个状态代表了一个可观察的事件，观察到的事件是状态的随机函数。,状态,,,观察到的事件是状态的随机函数,
每个状态代表了一个可观察的事件，观察到的事件是状态的随机函数。,观察到的事件,,,观察到的事件的随机函数,
HMM模型结构如图4-3所示，每个圆圈代表一个随机变量，随机变量xt是t时刻的隐藏状态；随机变量yt是t时刻的观测值，图中的箭头表示条件依赖关系。,HMM模型,,,结构,
HMM模型结构如图4-3所示，每个圆圈代表一个随机变量，随机变量xt是t时刻的隐藏状态；随机变量yt是t时刻的观测值，图中的箭头表示条件依赖关系。,HMM模型,,,Hidden Markov Model,
图4-3HMM模型结构在应用于命名实体识别问题时，HMM模型中的状态对应词的标记，标注问题可以看作是对给定的观测序列进行序列标注。,HMM模型结构,,,应用于命名实体识别问题,
"基于HMM的有代表性的命名实体识别方法可参考文献[2,3]。",基于HMM的有代表性的命名实体识别方法,,,参考文献,
CRF是给定一组输入随机变量条件下另一组输出随机变量的条件概率分布模型。,CRF,,,给定一组输入随机变量条件下另一组输出随机变量的条件概率分布模型,
CRF是给定一组输入随机变量条件下另一组输出随机变量的条件概率分布模型。,CRF,,,条件随机场,
在序列标注问题中，线性链CRF是常用的模型，其结构如图4-4所示。,线性链CRF,,,常用的模型,
在序列标注问题中，线性链CRF是常用的模型，其结构如图4-4所示。,线性链CRF,,,线性链条件随机场,
在序列标注问题中，状态序列变量x对应标记序列，y表示待标注的观测序列。,状态序列变量x,,,标记序列,
在序列标注问题中，状态序列变量x对应标记序列，y表示待标注的观测序列。,y,,,待标注的观测序列,
在序列标注问题中，状态序列变量x对应标记序列，y表示待标注的观测序列。,状态序列变量,,,x,
在序列标注问题中，状态序列变量x对应标记序列，y表示待标注的观测序列。,标记序列,,,y,
图4-4线性链CRF模型结构给定训练数据集，模型可以通过极大似然估计得到条件概率模型；当标注新数据时，给定输入序列y，模型输出使条件概率P（x|y）最大化的x*。,线性链CRF模型结构,,,极大似然估计得到条件概率模型,
